Type;drg;name;AnzahlA;mwVwd;vwdStd;AnzKLA;AntKLA;AnzLLA;AntLLA
1;A09C;Beatmung > 499 Stunden oder > 249 Stunden mit int. Komplexbeh. > 2352 / 1932 / 2208 P., mit komplexer OR-Prozedur oder Polytrauma oder int. Komplexbeh. > 1754 / 1656 / 2208 P. oder mit komplizierender Konstellation oder Alter < 16 Jahre;6089;44.3966;25.9512;0;0.00;1377;0.2261
1;A09D;Beatmung > 499 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne komplizierende Konstellation, mit intensivmedizinischer Komplexbehandlung > 1470 / 1380 / 1656 und < 1765 / 1657 / 2209 Aufwandspunkte;2028;45.2244;18.8034;0;0.00;332;0.1637
1;A09E;Beatmung > 499 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne komplizierende Konstellation, mit intensivmedizinischer Komplexbehandlung > 1176 / 1104 / 1380 u. < 1471 / 1381 / 1657 Punkte, mit komplexer Diagnose oder Prozedur;2224;39.9532;21.6144;0;0.00;385;0.1731
1;A09F;Beatmung > 499 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne komplizierende Konstellation, ohne intensivmedizinische Komplexbehandlung > 1176 / 1104 / 1380 Aufwandspunkte, ohne komplexe Diagnose oder Prozedur;5386;41.7429;22.4778;0;0.00;1189;0.2208
1;A11A;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1932 Aufwandspunkte mit kompliz. Konstellation und best. OR-Prozedur, Alter < 16 Jahre;983;64.6216;39.5656;7;0.0071;364;0.3703
1;A11B;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte, mit hochkomplexem Eingriff oder Alter < 2 Jahre bei angeborener Fehlbildung;683;36.0893;24.4541;9;0.0132;114;0.1669
1;A11C;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmed. Komplexbeh. > 1764 / 1656 / 1656 Punkte., mit kompl. OR-Proz. und Alter < 16 J. oder kompliz. Konst., od. bei Tumor od. angeb. Fehlbild., Alt. < 3 J. od. intensivmed. Komplexbeh. > - / 1104 / - P.;4576;32.8108;21.0679;0;0.00;812;0.1774
1;A11D;Beatmung > 249 Stunden, ohne komplexe OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 1764 / 1656 / 1932 Aufwandspunkte, mit komplizierender Konstellation und bestimmter OR-Prozedur, Alter > 15 Jahre;753;33.0372;24.4546;0;0.00;169;0.2244
1;A11E;Beatmung > 249 Stunden, mit komplexer OR-Prozedur, ohne hochkomplexen Eingriff, ohne int. Komplexbeh. > 1764 / 1656 / 1656 P., ohne kompliz. Konstellation, Alter > 15 Jahre oder mit intensivmedizinischer Komplexbehandlung > 588 / 828 / - Aufwandspunkte;8557;27.416;18.2301;0;0.00;1210;0.1414
1;A11F;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte, mit bestimmter OR-Prozedur oder kompliz. Konstellation oder intensivmed. Komplexbehandlung > - / - / 1104 P. oder Alter < 6 Jahre;3611;31.0274;20.6961;0;0.00;741;0.2052
1;A11G;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 588 / 828 / 1104 Punkte, ohne kompliz. Konstellation, Alter > 5 Jahre, mit kompl. Diagnose oder Prozedur oder Alter < 16 J. oder schwerste CC;362;25.5249;18.7278;0;0.00;66;0.1823
1;A11H;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne IntK > 588 / 828 / 1104 Punkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne schwerste CC, mit äußerst schweren CC;4548;29.4131;24.015;0;0.00;799;0.1757
1;A11I;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne IntK > 588 / 828 / 1104 Punkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne schwerste CC, ohne äußerst schwere CC;5168;25.4805;18.942;0;0.00;994;0.1923
1;A13A;Beatmung > 95 Std. mit hochkompl. Eingr. od. mit kompl. OR-Proz. u. int. Komplexbeh. > 1176 / 1380 / 1656 P. od. mit kompl. OR-Proz. u. int. Komplexbeh. > - / 1104 / 1104 P. od. b. Lymphom und Leukämie, m. kompliz. Konst. u. best. OR-Proz., Alter < 16 J.;1212;28.1436;24.8729;57;0.047;273;0.2252
1;A13B;Beatmung > 95 Stunden mit sehr komplexem Eingriff oder mit komplexer OR-Prozedur und komplizierender Konstellation oder mit best. OR-Proz. und kompliz. Konst., Alter < 16 Jahre od. mit intensivmed. Komplexbeh. > - / 1104 / 1104 Punkte und kompliz. Konst.;3115;21.9958;19.7586;252;0.0809;525;0.1685
1;A13C;Beatmung > 95 Stunden ohne komplexe OR-Prozedur, mit bestimmter OR-Proz. und kompliz. Konstellation, Alter > 15 J. oder mit intensivmed. Komplexbeh. > - / 1104 / 1104 Punkte od. Alter < 16 J., außer bei Lymphom und Leukämie, ohne kompliz. Konstellation;1078;32.9926;24.3278;0;0.00;234;0.2171
1;A13D;Beatmung > 95 Stunden mit komplexer OR-Prozedur, ohne hochkompl. od. sehr kompl. Eingriff, ohne intensivmed. Komplexbeh. > 1176 / 1104 / 1104 Punkte, ohne kompliz. Konst., ohne Eingr. bei angeb. Fehlbild. od. mit intensivmed. Komplexbeh. > - / 828 / - P.;7931;21.1169;16.8587;789;0.0995;898;0.1132
1;A13E;Beatmung > 95 Stunden, ohne komplexe OR-Prozedur, mit bestimmter OR-Prozedur oder komplizierender Konstellation oder mit intensivmedizinischer Komplexbehandlung > 588 / 552 / 552 Aufwandspunkte und < 1177 / 829 / 1105 Aufwandspunkte od. Alter < 16 Jahre;8952;23.8738;16.6584;173;0.0193;1331;0.1487
1;A13F;Beatmung > 95 Stunden, ohne bestimmte OR-Prozedur, ohne komplizierende Konstellation, ohne intensivmed. Komplexbeh. > 588 / 552 / 552 Aufwandspunkte, Alter > 15 Jahre, mit komplexer Diagnose oder Prozedur od. intensivmed. Komplexbeh. > - / 368 / - Punkte;8688;14.8204;10.4772;0;0.00;761;0.0876
1;A13G;Beatmung > 95 Stunden, mit bestimmter OR-Prozedur oder kompliz. Konstellation, mit äußerst schweren CC, verstorben oder verlegt < 9 Tage oder ohne best. OR-Proz., ohne kompliz. Konst., Alter > 15 J., ohne kompliz. Diagnose od. Prozedur, mit äuß. schw. CC;8296;16.6814;16.7922;0;0.00;1094;0.1319
1;A13H;Beatmung > 95 Stunden mit bestimmter OR-Prozedur oder kompliz. Konstellation, ohne äußerst schwere CC, verstorben oder verlegt < 9 Tage oder ohne best. OR-Proz., ohne kompliz. Konst., Alter > 15 J., ohne kompliz. Diagnose oder Proz., ohne äuß. schw. CC;13013;13.9718;11.6404;0;0.00;1329;0.1021
1;A15A;Knochenmarktransplantation / Stammzelltransfusion, autogen, mit zweiter Knochenmarktransplantation / Stammzelltransfusion im selben Aufenthalt;0;0.00;0;0;0.00;0;0.00
1;A15B;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter < 16 Jahre oder bestimmte Entnahme oder Stammzellboost oder intensivmedizinische Komplexbehandlung > 588 / 552 / 552 Aufwandspunkte;122;32.0574;17.5279;3;0.0246;17;0.1393
1;A15C;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter > 15 Jahre, ohne bestimmte Entnahme, ohne Stammzellboost oder bei Plasmozytom, mit bestimmter Entnahme oder Stammzellboost oder IntK > 392 / 368 / 368 Punkte;1603;24.6201;9.3184;16;0.01;134;0.0836
1;A15D;Knochenmarktransplantation / Stammzelltransfusion, autogen, bei Plasmozytom, ohne bestimmte Entnahme, ohne Stammzellboost;2720;20.2831;6.5777;5;0.0018;187;0.0688
1;A16A;Transplantation von Darm oder Pankreas;12;51.6667;94.1636;0;0.00;0;0.00
1;A16B;Injektion von Pankreasgewebe;-999;-999.00;-999.00;-999;-999.00;-999;-999.00
1;A17A;Nierentransplantation mit postoperativem Versagen des Nierentransplantates oder Alter < 16 Jahre oder AB0-inkompatible Transplantation oder schwerste CC;711;27.7834;14.9432;5;0.007;107;0.1505
1;A17B;Nierentransplantation ohne postoperatives Versagen des Nierentransplantates, Alter > 15 Jahre oder ohne AB0-inkompatible Transplantation, ohne schwerste CC;1202;18.0824;7.3303;1;0.0008;156;0.1298
1;A18Z;Beatmung > 999 Stunden und Transplantation von Leber, Lunge, Herz und Knochenmark oder Stammzelltransfusion;152;143.50;83.9517;0;0.00;73;0.4803
1;A22Z;Korrektureingriff bei Doppelfehlbildung;0;0.00;0;0;0.00;0;0.00
1;A36A;Intensivmedizinische Komplexbehandlung > 980 / 1104 / 1656 Aufwandspunkte bei bestimmten Krankheiten und Störungen oder intensivmedizinische Komplexbehandlung > 588 / 552 / 552 P. bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen;1189;48.7418;28.6237;5;0.0042;268;0.2254
1;A36B;Intensivmedizinische Komplexbehandlung > 588 / 552 / 828 und < 981 / 1105 / 1657 Aufwandspunkte bei bestimmten Krankheiten und Störungen oder komplizierende Konstellation bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen;1830;36.6579;27.2579;58;0.0317;381;0.2082
1;A36C;Intensivmedizinische Komplexbehandlung > - / - / 552 und < - / - / 829 Aufwandspunkte bei bestimmten Krankheiten und Störungen;367;32.1417;20.349;2;0.0054;67;0.1826
1;A42A;Stammzellentnahme bei Eigenspender mit Chemotherapie oder mit schwersten CC, Alter > 15 Jahre;1245;17.0747;6.2671;30;0.0241;52;0.0418
1;A42B;Stammzellentnahme bei Eigenspender, Alter < 16 Jahre;134;8.4851;14.054;18;0.1343;17;0.1269
1;A42C;Stammzellentnahme bei Eigenspender ohne Chemotherapie, Alter > 15 Jahre, ohne schwerste CC;2127;4.3512;3.4954;453;0.213;58;0.0273
1;A43Z;Frührehabilitation bei Wachkoma und Locked-in-Syndrom;410;70.4415;43.9531;0;0.00;0;0.00
1;A60A;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, mit Entfernung eines Organtransplantates oder komplexer OR-Prozedur oder äußerst schweren CC;1100;18.34;15.9614;94;0.0855;177;0.1609
1;A60B;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, Alter < 16 Jahre;195;6.6769;9.2716;0;0.00;18;0.0923
1;A60C;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, Alter > 15 Jahre;5041;7.3372;6.8128;0;0.00;434;0.0861
1;A60D;Versagen und Abstoßung eines Organtransplantates, ein Belegungstag;2499;1.00;0.00;0;0.00;0;0.00
1;A61A;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, mit äußerst schweren CC;365;16.4384;18.491;113;0.3096;45;0.1233
1;A61B;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, ohne äußerst schwere CC;3157;2.574;4.4281;2132;0.6753;198;0.0627
1;A62Z;Evaluierungsaufenthalt vor Herztransplantation;120;23.2833;40.9064;28;0.2333;17;0.1417
1;A63Z;Evaluierungsaufenthalt vor Lungen- oder Herz-Lungen-Transplantation;122;15.9262;18.2812;17;0.1393;16;0.1311
1;A64Z;Evaluierungsaufenthalt vor Leber-, Dünndarm oder Nieren-Pankreas-Transplantation;631;13.523;14.7142;77;0.122;87;0.1379
1;A66Z;Evaluierungsaufenthalt vor anderer Organtransplantation;589;3.6927;3.83;37;0.0628;39;0.0662
1;A69Z;Evaluierungsaufenthalt vor Organtransplantation ohne Aufnahme auf eine Warteliste;711;12.8242;13.0016;80;0.1125;70;0.0985
1;A90A;Teilstationäre geriatrische Komplexbehandlung, umfassende Behandlung;0;0.00;0;0;0.00;0;0.00
1;A90B;Teilstationäre geriatrische Komplexbehandlung, Basisbehandlung;0;0.00;0;0;0.00;0;0.00
1;B01Z;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen des Nervensystems;2629;25.0487;17.8617;118;0.0449;366;0.1392
1;B02A;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mehr als 8 Bestrahlungen, bei bestimmter Neubildung oder mit schwersten CC, oder mit bestimmtem kompl. Eingriff bei Neubildung oder int. Komplexbeh. > 392 / 368 / - P., Alter < 6 J. oder mit schwersten CC;830;40.7711;23.4447;68;0.0819;184;0.2217
1;B02B;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mehr als 8 Bestrahlungen oder mit bestimmtem komplexen Eingriff bei Neubildung oder intensivmedizinischer Komplexbehandlung > 392 / 368 / - Aufwandspunkte;983;25.5005;12.8561;12;0.0122;135;0.1373
1;B02C;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mit bestimmtem komplexen Eingriff außer bei Neubildung oder Alter < 6 Jahre oder mit bestimmtem Eingriff, Alter < 18 Jahre oder mit bestimmten komplizierenden Faktoren;8786;13.7357;10.1213;1072;0.122;846;0.0963
1;B02D;Komplexe Kraniotomie oder Wirbelsäulen-Operation, ohne bestimmten komplexen Eingriff, Alter > 5 Jahre, ohne bestimmte komplizierende Faktoren;3323;13.9522;12.3643;748;0.2251;289;0.087
1;B03Z;Eingriffe an Wirbelsäule und Rückenmark bei bösartiger Neubildung oder mit schweren CC oder mit intraoperativem Monitoring od. Eingriffe bei zerebraler Lähmung, Muskeldystrophie, Neuropathie oder nicht akuter Para- / Tetraplegie mit äuß. schw. CC;3230;16.3341;11.8617;93;0.0288;428;0.1325
1;B04A;Interventionelle oder beidseitige Eingriffe an den extrakraniellen Gefäßen mit äußerst schweren CC;806;14.2469;10.2887;113;0.1402;73;0.0906
1;B04B;Beidseitige Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere CC oder mehrzeitige Eingriffe an den extrakraniellen Gefäßen oder äußerst schwere CC;1736;13.8306;8.8222;107;0.0616;113;0.0651
1;B04C;Interventionelle Eingriffe an den extrakraniellen Gefäßen, ohne mehrzeitige Eingriffe, ohne beidseitige Eingriffe, ohne äußerst schwere CC;4074;4.3871;3.6607;527;0.1294;307;0.0754
1;B04D;Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere CC;18456;6.4914;3.0933;61;0.0033;1508;0.0817
1;B05Z;Dekompression bei Karpaltunnelsyndrom;7987;1.5906;1.496;5721;0.7163;251;0.0314
1;B07Z;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems mit äußerst schweren CC oder komplizierender Diagnose;2009;20.8537;17.6316;286;0.1424;343;0.1707
1;B09Z;Andere Eingriffe am Schädel;4298;6.1045;4.3733;132;0.0307;267;0.0621
1;B11Z;Frührehabilitation mit bestimmter OR-Prozedur;734;56.6444;36.4416;0;0.00;0;0.00
1;B12Z;Implantation eines Herzschrittmachers bei Krankheiten und Störungen des Nervensystems oder perkutan-transluminale Gefäßintervention an Herz und Koronargefäßen;2516;14.101;8.6899;135;0.0537;188;0.0747
1;B13Z;Epilepsiechirurgie mit invasivem präoperativen Video-EEG;137;20.5109;10.5587;0;0.00;0;0.00
1;B15Z;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, mehr als 10 Bestrahlungen;2978;24.4654;12.9804;48;0.0161;408;0.137
1;B16Z;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, weniger als 11 Bestrahlungen;6372;10.2591;8.329;728;0.1142;565;0.0887
1;B17A;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, mit komplizierender Diagnose oder Implantation Ereignis-Rekorder;2283;8.8138;5.4655;229;0.1003;162;0.071
1;B17B;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, ohne komplizierende Diagnose, ohne Implantation Ereignis-Rekorder, mit komplexem Eingriff;2020;4.2139;3.7294;304;0.1505;125;0.0619
1;B17C;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neurop., oh. kompl. Diagn., oh. Impl. Ereign.-Rek., ohne kompl. Eingr., Alt. < 19 J. od. m. schw. CC, Alt. > 15 J.;1100;8.83;8.0244;193;0.1755;96;0.0873
1;B17D;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, ohne kompl. Diagnose, ohne Impl. Ereign.-Rek., ohne schw. CC, Alt. > 18 J., mit mäßig kompl. Eingr.;9128;4.5848;4.9234;1959;0.2146;567;0.0621
1;B17E;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebr. Lähmung, Muskeldystrophie od. Neuropathie, ohne kompl. Diagnose, ohne mäßig kompl. od. kompl. Eingr., ohne äuß. schw. oder schw. CC, Alter > 18 J.;6722;2.3384;2.7357;3299;0.4908;308;0.0458
1;B18Z;Eingriffe an Wirbelsäule und Rückenmark außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC oder Revision eines Ventrikelshuntes oder operative Eingriffe bei nicht akuter Para- / Tetraplegie;7636;7.4823;6.4343;1072;0.1404;501;0.0656
1;B20A;Kraniotomie oder große Wirbelsäulen-Operation mit bestimmter komplexer Prozedur, Alter < 16 Jahre;268;9.2052;4.9995;5;0.0187;9;0.0336
1;B20B;Kraniotomie oder große Wirbelsäulen-Operation mit komplexer Prozedur, Alter > 15 Jahre oder ohne bestimmte komplexe Prozedur, mit intraoperativem neurophysiologischen Monitoring oder komplexer Diagnose;17704;11.1767;5.9093;192;0.0108;1605;0.0907
1;B20C;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter < 3 Jahre oder Alter < 18 Jahre mit großem intrakraniellen Eingriff;2632;6.4176;5.8347;279;0.106;204;0.0775
1;B20D;Kraniotomie oder große Wirbelsäulen-Operation mit komplexer Prozedur, Alter > 15 Jahre oder ohne bestimmte komplexe Prozedur, ohne intraoperatives neurophysiologisches Monitoring, ohne komplexe Diagnose;2322;10.301;6.7697;132;0.0568;160;0.0689
1;B20E;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter > 2 Jahre, mit komplexer Diagnose oder bestimmtem Eingriff bei Trigeminusneuralgie;8887;9.2349;6.9063;748;0.0842;676;0.0761
1;B20F;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter > 2 Jahre, ohne komplexe Diagnose, ohne bestimmten Eingriff bei Trigeminusneuralgie;9075;9.2558;6.2723;512;0.0564;844;0.093
1;B21A;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, mit Sondenimplantation;794;13.5945;6.3797;15;0.0189;57;0.0718
1;B21B;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, ohne Sondenimplantation;928;4.3297;3.8741;125;0.1347;75;0.0808
1;B36A;Intensivmedizinische Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte oder > 1176 / 1104 / 1104 Aufwandspunkte mit bestimmter OR-Prozedur bei Krankheiten und Störungen des Nervensystems;1088;42.4164;22.4733;0;0.00;254;0.2335
1;B36B;Intensivmedizinische Komplexbehandlung > 1176 / 1104 / 1104 Aufwandspunkte ohne bestimmte OR-Prozedur oder > 588 / 552 / 552 Punkte mit bestimmter OR-Prozedur bei Krankheiten und Störungen des Nervensystems oder bestimmte hochaufwendige Implantate;2211;29.4251;16.9852;2;0.0009;333;0.1506
