Type;Type2;Bereich;Bereichsname;Anzahl;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
1;1;11;Krankheiten des Verdauungssystems;1924424;5.488;7.2283;11843;13559;18425;31474;53504;57473;67526;71048;77881;86307;125118;158311;161434;157525;153835;157473;212007;155973;102485;51223;0.0062;0.007;0.0096;0.0164;0.0278;0.0299;0.0351;0.0369;0.0405;0.0448;0.065;0.0823;0.0839;0.0819;0.0799;0.0818;0.1102;0.081;0.0533;0.0266
1;1;12;Krankheiten der Haut und der Unterhaut;294184;6.557;9.6903;4324;9034;6704;6510;16283;18030;19049;16514;14998;14771;19016;21658;20264;18092;16533;16201;21665;16548;11564;6426;0.0147;0.0307;0.0228;0.0221;0.0553;0.0613;0.0648;0.0561;0.051;0.0502;0.0646;0.0736;0.0689;0.0615;0.0562;0.0551;0.0736;0.0563;0.0393;0.0218
1;1;13;Krankheiten des Muskel-Skelett-Systems und des Bindegewebes;1679660;7.2111;7.0289;508;4737;8652;17972;25738;26055;35661;41538;53218;71267;119535;167194;180361;172294;160334;171777;218192;126503;58155;19969;0.0003;0.0028;0.0052;0.0107;0.0153;0.0155;0.0212;0.0247;0.0317;0.0424;0.0712;0.0995;0.1074;0.1026;0.0955;0.1023;0.1299;0.0753;0.0346;0.0119
1;1;14;Krankheiten des Urogenitalsystems;999928;5.0013;5.744;9319;8452;6949;9389;24155;31907;40515;43258;45850;50298;66110;72373;69127;72007;77749;83436;116650;84686;57406;30292;0.0093;0.0085;0.0069;0.0094;0.0242;0.0319;0.0405;0.0433;0.0459;0.0503;0.0661;0.0724;0.0691;0.072;0.0778;0.0834;0.1167;0.0847;0.0574;0.0303
1;1;15;Schwangerschaft, Geburt und Wochenbett;1017214;3.7649;3.5985;22;5;0;414;32357;128029;293539;336756;185703;37860;2329;176;19;2;0;2;0;0;0;1;0;0.00;0;0.0004;0.0318;0.1259;0.2886;0.3311;0.1826;0.0372;0.0023;0.0002;0;0.00;0;0.00;0;0.00;0;0.00
1;1;16;Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben;205027;8.8236;14.9948;204878;101;26;7;3;4;5;1;0;1;0;0;0;0;0;0;1;0;0;0;0.9993;0.0005;0.0001;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0.00
1;1;17;Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien;100149;5.4897;10.542;31587;18026;9422;7100;6141;3803;3378;2746;2416;2216;2688;2851;2243;1639;1330;1022;967;393;147;34;0.3154;0.18;0.0941;0.0709;0.0613;0.038;0.0337;0.0274;0.0241;0.0221;0.0268;0.0285;0.0224;0.0164;0.0133;0.0102;0.0097;0.0039;0.0015;0.0003
1;1;18;Symptome und abnorme klinische und Laborbefunde, die anderenorts nicht klassifiziert sind;957355;3.7695;4.6439;17398;17288;17701;33006;51585;38262;38594;35879;36927;38798;51896;61461;60779;58422;59439;67775;102314;82746;58486;28599;0.0182;0.0181;0.0185;0.0345;0.0539;0.04;0.0403;0.0375;0.0386;0.0405;0.0542;0.0642;0.0635;0.061;0.0621;0.0708;0.1069;0.0864;0.0611;0.0299
1;1;19;Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen;1932227;6.8527;9.5742;26506;64681;52580;60743;84303;76801;72904;61917;58344;60979;85492;109182;114729;112503;112732;128522;199794;183649;158555;107311;0.0137;0.0335;0.0272;0.0314;0.0436;0.0397;0.0377;0.032;0.0302;0.0316;0.0442;0.0565;0.0594;0.0582;0.0583;0.0665;0.1034;0.095;0.0821;0.0555
1;1;20;Äußere Ursachen von Morbidität und Mortalität;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
1;1;21;Faktoren, die den Gesundheitszustand beeinflussen und zur Inanspruchnahme des Gesundheitswesens führen;655206;2.9494;1.7241;545561;5011;2511;2107;2718;2521;3898;4326;3996;3948;5649;7417;8474;8684;8800;9087;12398;9312;5864;2924;0.8327;0.0076;0.0038;0.0032;0.0041;0.0038;0.0059;0.0066;0.0061;0.006;0.0086;0.0113;0.0129;0.0133;0.0134;0.0139;0.0189;0.0142;0.0089;0.0045
1;1;22;Schlüsselnummern für besondere Zwecke;-999;-999.00;-999.00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99
2;1;A00-A09;Infektiöse Darmkrankheiten;258858;4.4563;5.0173;16233;30060;15239;11444;14103;12994;12147;9490;7490;6195;7750;9040;9407;9694;10054;12171;20290;19206;16111;9740;0.0627;0.1161;0.0589;0.0442;0.0545;0.0502;0.0469;0.0367;0.0289;0.0239;0.0299;0.0349;0.0363;0.0374;0.0388;0.047;0.0784;0.0742;0.0622;0.0376
2;1;A15-A19;Tuberkulose;8457;23.3888;27.8924;50;186;117;172;958;1140;1006;757;578;470;414;485;385;336;296;301;380;246;137;43;0.0059;0.022;0.0138;0.0203;0.1133;0.1348;0.119;0.0895;0.0683;0.0556;0.049;0.0573;0.0455;0.0397;0.035;0.0356;0.0449;0.0291;0.0162;0.0051
2;1;A20-A28;Bestimmte bakterielle Zoonosen;961;6.3028;6.3301;2;37;61;44;35;60;78;56;58;42;63;80;68;51;45;55;58;35;21;12;0.0021;0.0385;0.0635;0.0458;0.0364;0.0624;0.0812;0.0583;0.0604;0.0437;0.0656;0.0832;0.0708;0.0531;0.0468;0.0572;0.0604;0.0364;0.0219;0.0125
2;1;A30-A49;Sonstige bakterielle Krankheiten;226435;10.4489;10.0567;2290;2856;1670;1244;1910;2185;2667;3287;3848;4983;7947;11526;14336;16895;20100;23514;36846;32173;23749;12409;0.0101;0.0126;0.0074;0.0055;0.0084;0.0096;0.0118;0.0145;0.017;0.022;0.0351;0.0509;0.0633;0.0746;0.0888;0.1038;0.1627;0.1421;0.1049;0.0548
2;1;A50-A64;Infektionen, die vorwiegend durch Geschlechtsverkehr übertragen werden;2707;5.6749;5.7686;15;4;5;23;509;546;370;217;167;152;162;188;95;54;55;52;48;24;14;7;0.0055;0.0015;0.0018;0.0085;0.188;0.2017;0.1367;0.0802;0.0617;0.0562;0.0598;0.0694;0.0351;0.0199;0.0203;0.0192;0.0177;0.0089;0.0052;0.0026
2;1;A65-A69;Sonstige Spirochätenkrankheiten;6098;9.1102;6.6331;2;186;672;501;273;174;212;216;218;220;372;540;518;417;421;418;454;206;68;10;0.0003;0.0305;0.1102;0.0822;0.0448;0.0285;0.0348;0.0354;0.0357;0.0361;0.061;0.0886;0.0849;0.0684;0.069;0.0685;0.0745;0.0338;0.0112;0.0016
2;1;A70-A74;Sonstige Krankheiten durch Chlamydien;164;6.5671;5.6364;9;2;7;11;18;16;15;15;10;12;7;8;5;8;1;8;10;2;0;0;0.0549;0.0122;0.0427;0.0671;0.1098;0.0976;0.0915;0.0915;0.061;0.0732;0.0427;0.0488;0.0305;0.0488;0.0061;0.0488;0.061;0.0122;0;0.00
2;1;A75-A79;Rickettsiosen;150;9.4733;7.2015;0;1;1;0;2;6;10;10;13;12;16;27;18;9;4;9;5;5;2;0;0;0.0067;0.0067;0;0.0133;0.04;0.0667;0.0667;0.0867;0.08;0.1067;0.18;0.12;0.06;0.0267;0.06;0.0333;0.0333;0.0133;0.00
2;1;A80-A89;Virusinfektionen des Zentralnervensystems;5704;9.0442;9.7114;272;316;388;173;236;320;475;472;454;310;341;365;322;255;268;215;269;174;52;27;0.0477;0.0554;0.068;0.0303;0.0414;0.0561;0.0833;0.0827;0.0796;0.0543;0.0598;0.064;0.0565;0.0447;0.047;0.0377;0.0472;0.0305;0.0091;0.0047
2;1;A92-A99;Durch Arthropoden übertragene Viruskrankheiten und virale hämorrhagische Fieber;258;4.3217;2.6305;0;2;0;1;16;43;63;31;20;17;17;17;12;10;6;1;2;0;0;0;0;0.0078;0;0.0039;0.062;0.1667;0.2442;0.1202;0.0775;0.0659;0.0659;0.0659;0.0465;0.0388;0.0233;0.0039;0.0078;0;0.00;0.00
2;1;B00-B09;Virusinfektionen, die durch Haut- und Schleimhautläsionen gekennzeichnet sind;37829;7.2246;6.7402;1844;3716;805;709;876;891;1028;1006;1079;923;1256;1702;1990;2256;2716;3197;4828;3506;2433;1068;0.0487;0.0982;0.0213;0.0187;0.0232;0.0236;0.0272;0.0266;0.0285;0.0244;0.0332;0.045;0.0526;0.0596;0.0718;0.0845;0.1276;0.0927;0.0643;0.0282
2;1;B15-B19;Virushepatitis;3525;6.0218;6.0559;3;42;85;48;145;155;227;241;276;248;347;367;364;307;207;169;147;95;42;10;0.0009;0.0119;0.0241;0.0136;0.0411;0.044;0.0644;0.0684;0.0783;0.0704;0.0984;0.1041;0.1033;0.0871;0.0587;0.0479;0.0417;0.027;0.0119;0.0028
2;1;B20-B24;HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];993;13.142;15.65;1;3;4;0;12;22;75;115;145;124;133;132;103;57;29;19;12;5;2;0;0.001;0.003;0.004;0;0.0121;0.0222;0.0755;0.1158;0.146;0.1249;0.1339;0.1329;0.1037;0.0574;0.0292;0.0191;0.0121;0.005;0.002;0.00
2;1;B25-B34;Sonstige Viruskrankheiten;25705;4.3311;5.526;2879;4085;2217;1807;4039;2022;1348;976;771;653;718;719;658;621;553;484;537;356;183;79;0.112;0.1589;0.0862;0.0703;0.1571;0.0787;0.0524;0.038;0.03;0.0254;0.0279;0.028;0.0256;0.0242;0.0215;0.0188;0.0209;0.0138;0.0071;0.0031
2;1;B35-B49;Mykosen;10343;9.9563;12.1593;235;116;88;76;153;170;183;196;206;282;436;709;835;972;994;1083;1542;1091;681;295;0.0227;0.0112;0.0085;0.0073;0.0148;0.0164;0.0177;0.019;0.0199;0.0273;0.0422;0.0685;0.0807;0.094;0.0961;0.1047;0.1491;0.1055;0.0658;0.0285
2;1;B50-B64;Protozoenkrankheiten;2950;12.0749;13.8852;10;65;41;52;210;199;181;202;220;215;285;220;211;200;189;183;161;74;29;3;0.0034;0.022;0.0139;0.0176;0.0712;0.0675;0.0614;0.0685;0.0746;0.0729;0.0966;0.0746;0.0715;0.0678;0.0641;0.062;0.0546;0.0251;0.0098;0.001
2;1;B65-B83;Helminthosen;1446;6.4986;9.048;1;50;142;238;200;111;123;89;85;62;59;65;53;39;30;45;26;12;13;3;0.0007;0.0346;0.0982;0.1646;0.1383;0.0768;0.0851;0.0615;0.0588;0.0429;0.0408;0.045;0.0367;0.027;0.0207;0.0311;0.018;0.0083;0.009;0.0021
2;1;B85-B89;Pedikulose [Läusebefall], Akarinose [Milbenbefall] und sonstiger Parasitenbefall der Haut;3916;3.6379;2.8258;593;464;258;253;629;413;222;125;115;101;89;101;77;85;58;71;83;80;59;40;0.1514;0.1185;0.0659;0.0646;0.1606;0.1055;0.0567;0.0319;0.0294;0.0258;0.0227;0.0258;0.0197;0.0217;0.0148;0.0181;0.0212;0.0204;0.0151;0.0102
2;1;B90-B94;Folgezustände von infektiösen und parasitären Krankheiten;-999;-999.00;-999.00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99;-9.99
2;1;B95-B98;Bakterien, Viren und sonstige Infektionserreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
2;1;B99-B99;Sonstige Infektionskrankheiten;35977;5.9075;5.3483;1914;2005;937;534;944;1048;1046;998;896;929;1133;1568;1759;2004;2480;2975;4567;3840;2864;1536;0.0532;0.0557;0.026;0.0148;0.0262;0.0291;0.0291;0.0277;0.0249;0.0258;0.0315;0.0436;0.0489;0.0557;0.0689;0.0827;0.1269;0.1067;0.0796;0.0427
2;1;C00-C14;Bösartige Neubildungen der Lippe, der Mundhöhle und des Pharynx;53681;8.5934;11.8006;0;17;7;17;75;79;195;217;387;935;2767;6334;9061;9985;8772;6074;5035;2355;985;384;0;0.0003;0.0001;0.0003;0.0014;0.0015;0.0036;0.004;0.0072;0.0174;0.0515;0.118;0.1688;0.186;0.1634;0.1131;0.0938;0.0439;0.0183;0.0072
2;1;C15-C26;Bösartige Neubildungen der Verdauungsorgane;318677;9.8805;11.7237;47;156;68;47;160;246;567;1155;2123;3957;10353;20496;30558;39240;45415;48468;59593;34524;16198;5306;0.0001;0.0005;0.0002;0.0001;0.0005;0.0008;0.0018;0.0036;0.0067;0.0124;0.0325;0.0643;0.0959;0.1231;0.1425;0.1521;0.187;0.1083;0.0508;0.0167
2;1;C30-C39;Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe;213413;7.3353;8.8335;13;24;15;2;87;117;216;403;741;1829;6083;15273;28490;36402;37649;34346;32168;13888;4812;855;0.0001;0.0001;0.0001;0;0.0004;0.0005;0.001;0.0019;0.0035;0.0086;0.0285;0.0716;0.1335;0.1706;0.1764;0.1609;0.1507;0.0651;0.0225;0.004
2;1;C40-C41;Bösartige Neubildungen des Knochens und des Gelenkknorpels;7858;7.6917;10.633;4;159;327;1078;1219;608;437;384;340;263;397;398;449;391;394;361;359;172;91;27;0.0005;0.0202;0.0416;0.1372;0.1551;0.0774;0.0556;0.0489;0.0433;0.0335;0.0505;0.0506;0.0571;0.0498;0.0501;0.0459;0.0457;0.0219;0.0116;0.0034
2;1;C43-C44;Melanom und sonstige bösartige Neubildungen der Haut;100872;4.6577;4.8616;3;15;10;20;69;172;389;650;934;1436;2861;4236;4968;6470;9134;13305;21762;17239;11509;5690;0;0.0001;0.0001;0.0002;0.0007;0.0017;0.0039;0.0064;0.0093;0.0142;0.0284;0.042;0.0493;0.0641;0.0906;0.1319;0.2157;0.1709;0.1141;0.0564
2;1;C45-C49;Bösartige Neubildungen des mesothelialen Gewebes und des Weichteilgewebes;25872;7.9661;9.9582;140;915;535;278;483;357;389;503;687;747;1226;1795;2126;2386;2829;3346;3923;1957;908;342;0.0054;0.0354;0.0207;0.0107;0.0187;0.0138;0.015;0.0194;0.0266;0.0289;0.0474;0.0694;0.0822;0.0922;0.1093;0.1293;0.1516;0.0756;0.0351;0.0132
2;1;C50-C50;Bösartige Neubildungen der Brustdrüse [Mamma];126969;5.6422;5.4442;0;0;0;0;25;64;678;1878;3603;6421;11984;17124;14364;15210;15039;12448;15066;8087;3639;1339;0;0.00;0;0.00;0.0002;0.0005;0.0053;0.0148;0.0284;0.0506;0.0944;0.1349;0.1131;0.1198;0.1184;0.098;0.1187;0.0637;0.0287;0.0105
2;1;C51-C58;Bösartige Neubildungen der weiblichen Genitalorgane;70079;8.7055;10.1846;0;22;14;57;98;217;638;1166;1704;2415;4263;6412;7932;8445;8404;8461;10039;6042;2725;1025;0;0.0003;0.0002;0.0008;0.0014;0.0031;0.0091;0.0166;0.0243;0.0345;0.0608;0.0915;0.1132;0.1205;0.1199;0.1207;0.1433;0.0862;0.0389;0.0146
2;1;C60-C63;Bösartige Neubildungen der männlichen Genitalorgane;82041;6.8127;6.5041;6;21;14;9;313;1031;1708;1675;1656;1253;1858;3329;5847;9437;13431;14810;14603;6956;3228;856;0.0001;0.0003;0.0002;0.0001;0.0038;0.0126;0.0208;0.0204;0.0202;0.0153;0.0226;0.0406;0.0713;0.115;0.1637;0.1805;0.178;0.0848;0.0393;0.0104
2;1;C64-C68;Bösartige Neubildungen der Harnorgane;124202;7.092;8.2441;61;658;321;69;33;56;126;279;564;1036;2867;5912;9859;13513;16310;18918;25575;16535;8779;2731;0.0005;0.0053;0.0026;0.0006;0.0003;0.0005;0.001;0.0022;0.0045;0.0083;0.0231;0.0476;0.0794;0.1088;0.1313;0.1523;0.2059;0.1331;0.0707;0.022
2;1;C69-C72;Bösartige Neubildungen des Auges, des Gehirns und sonstiger Teile des Zentralnervensystems;29117;10.0298;11.9699;311;1326;962;704;446;347;625;747;816;1411;2075;2698;3091;3060;3039;2513;2866;1451;498;131;0.0107;0.0455;0.033;0.0242;0.0153;0.0119;0.0215;0.0257;0.028;0.0485;0.0713;0.0927;0.1062;0.1051;0.1044;0.0863;0.0984;0.0498;0.0171;0.0045
2;1;C73-C75;Bösartige Neubildungen der Schilddrüse und sonstiger endokriner Drüsen;21622;4.4371;5.4674;83;244;176;126;350;578;1106;1237;1677;1655;2214;2525;2049;1880;1786;1532;1429;686;229;60;0.0038;0.0113;0.0081;0.0058;0.0162;0.0267;0.0512;0.0572;0.0776;0.0765;0.1024;0.1168;0.0948;0.0869;0.0826;0.0709;0.0661;0.0317;0.0106;0.0028
2;1;C76-C80;Bösartige Neubildungen ungenau bezeichneter, sekundärer und nicht näher bezeichneter Lokalisationen;136251;9.4478;9.9304;21;90;72;77;164;306;599;1001;1640;2812;6266;11062;15024;17450;19325;18864;22130;12120;5521;1707;0.0002;0.0007;0.0005;0.0006;0.0012;0.0022;0.0044;0.0073;0.012;0.0206;0.046;0.0812;0.1103;0.1281;0.1418;0.1385;0.1624;0.089;0.0405;0.0125
2;1;C81-C96;Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes, als primär festgestellt oder vermutet;142919;10.1264;13.5967;214;3675;3148;2524;3091;2176;2316;2224;2332;3175;5365;8338;10955;14114;16064;17734;23361;14115;6353;1645;0.0015;0.0257;0.022;0.0177;0.0216;0.0152;0.0162;0.0156;0.0163;0.0222;0.0375;0.0583;0.0767;0.0988;0.1124;0.1241;0.1635;0.0988;0.0445;0.0115
2;1;C97-C97;Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
2;1;D00-D09;In-situ-Neubildungen;29025;3.712;3.899;0;0;1;4;19;119;624;1013;1321;1561;2161;3574;3024;2925;3181;2707;3513;1946;980;352;0;0.00;0;0.0001;0.0007;0.0041;0.0215;0.0349;0.0455;0.0538;0.0745;0.1231;0.1042;0.1008;0.1096;0.0933;0.121;0.067;0.0338;0.0121
2;1;D10-D36;Gutartige Neubildungen;222568;4.4676;5.7886;2910;1723;1497;1904;3533;4367;6260;8515;12443;18549;29287;27280;20415;18424;17782;16462;18222;8869;3300;826;0.0131;0.0077;0.0067;0.0086;0.0159;0.0196;0.0281;0.0383;0.0559;0.0833;0.1316;0.1226;0.0917;0.0828;0.0799;0.074;0.0819;0.0398;0.0148;0.0037
2;1;D37-D48;Neubildungen unsicheren oder unbekannten Verhaltens;90607;5.7111;7.741;305;514;445;582;695;783;1071;1332;1541;2128;3846;5940;7719;9018;9989;11197;14841;10331;5919;2411;0.0034;0.0057;0.0049;0.0064;0.0077;0.0086;0.0118;0.0147;0.017;0.0235;0.0424;0.0656;0.0852;0.0995;0.1102;0.1236;0.1638;0.114;0.0653;0.0266
2;1;D50-D53;Alimentäre Anämien;49659;6.0823;4.8938;138;258;71;286;616;536;540;637;874;1169;1753;1760;1883;2569;3616;4805;8632;8440;7004;4072;0.0028;0.0052;0.0014;0.0058;0.0124;0.0108;0.0109;0.0128;0.0176;0.0235;0.0353;0.0354;0.0379;0.0517;0.0728;0.0968;0.1738;0.17;0.141;0.082
2;1;D55-D59;Hämolytische Anämien;6803;7.0479;10.2079;229;652;655;638;517;571;327;221;218;137;189;199;190;214;250;344;526;387;245;94;0.0337;0.0958;0.0963;0.0938;0.076;0.0839;0.0481;0.0325;0.032;0.0201;0.0278;0.0293;0.0279;0.0315;0.0367;0.0506;0.0773;0.0569;0.036;0.0138
2;1;D60-D64;Aplastische und sonstige Anämien;33910;6.0593;6.9259;175;381;367;314;242;187;241;271;321;477;790;1126;1549;2181;2750;3421;5984;5566;4650;2917;0.0052;0.0112;0.0108;0.0093;0.0071;0.0055;0.0071;0.008;0.0095;0.0141;0.0233;0.0332;0.0457;0.0643;0.0811;0.1009;0.1765;0.1641;0.1371;0.086
2;1;D65-D69;Koagulopathien, Purpura und sonstige hämorrhagische Diathesen;18541;6.5137;7.386;239;1636;1711;651;502;325;345;341;333;326;467;671;832;1015;1149;1433;2461;2028;1489;587;0.0129;0.0882;0.0923;0.0351;0.0271;0.0175;0.0186;0.0184;0.018;0.0176;0.0252;0.0362;0.0449;0.0547;0.062;0.0773;0.1327;0.1094;0.0803;0.0317
2;1;D70-D77;Sonstige Krankheiten des Blutes und der blutbildenden Organe;10042;7.356;8.8371;187;165;121;156;236;224;250;302;307;357;535;780;904;1080;1135;1125;1297;606;223;52;0.0186;0.0164;0.012;0.0155;0.0235;0.0223;0.0249;0.0301;0.0306;0.0356;0.0533;0.0777;0.09;0.1075;0.113;0.112;0.1292;0.0603;0.0222;0.0052
2;1;D80-D90;Bestimmte Störungen mit Beteiligung des Immunsystems;12368;5.8788;10.0259;121;257;110;134;205;319;648;792;912;1033;1307;1569;1239;1052;781;691;803;301;81;13;0.0098;0.0208;0.0089;0.0108;0.0166;0.0258;0.0524;0.064;0.0737;0.0835;0.1057;0.1269;0.1002;0.0851;0.0631;0.0559;0.0649;0.0243;0.0065;0.0011
2;1;E00-E07;Krankheiten der Schilddrüse;89162;3.8236;3.0842;115;24;50;200;646;1099;2116;3437;4861;6460;9897;12184;11013;9812;9003;7069;6618;3061;1161;336;0.0013;0.0003;0.0006;0.0022;0.0072;0.0123;0.0237;0.0385;0.0545;0.0725;0.111;0.1367;0.1235;0.11;0.101;0.0793;0.0742;0.0343;0.013;0.0038
