Type;Bereich;Bezeichnung;Anzahl KH;AnzahlTS
2;J40-J47;Chronische Krankheiten der unteren Atemwege;144;2986
2;J60-J70;Lungenkrankheiten durch exogene Substanzen;15;36
2;J80-J84;Sonstige Krankheiten der Atmungsorgane, die hauptsächlich das Interstitium betreffen;27;141
2;J85-J86;Purulente und nekrotisierende Krankheitszustände der unteren Atemwege;12;16
2;J90-J94;Sonstige Krankheiten der Pleura;23;62
2;J95-J99;Sonstige Krankheiten des Atmungssystems;57;855
2;K00-K14;Krankheiten der Mundhöhle, der Speicheldrüsen und der Kiefer;47;1148
2;K20-K31;Krankheiten des Ösophagus, des Magens und des Duodenums;109;2668
2;K35-K38;Krankheiten der Appendix;7;9
2;K40-K46;Hernien;37;101
2;K50-K52;Nichtinfektiöse Enteritis und Kolitis;90;4555
2;K55-K64;Sonstige Krankheiten des Darmes;126;2463
2;K65-K67;Krankheiten des Peritoneums;11;19
2;K70-K77;Krankheiten der Leber;67;628
2;K80-K87;Krankheiten der Gallenblase, der Gallenwege und des Pankreas;80;586
2;K90-K93;Sonstige Krankheiten des Verdauungssystems;70;1554
2;L00-L08;Infektionen der Haut und der Unterhaut;53;213
2;L10-L14;Bullöse Dermatosen;35;301
2;L20-L30;Dermatitis und Ekzem;67;6231
2;L40-L45;Papulosquamöse Hautkrankheiten;75;5824
2;L50-L54;Urtikaria und Erythem;50;736
2;L55-L59;Krankheiten der Haut und der Unterhaut durch Strahleneinwirkung;35;1873
2;L60-L75;Krankheiten der Hautanhangsgebilde;53;1135
2;L80-L99;Sonstige Krankheiten der Haut und der Unterhaut;82;3162
2;M00-M03;Infektiöse Arthropathien;36;75
2;M05-M14;Entzündliche Polyarthropathien;138;3855
2;M15-M19;Arthrose;189;2329
2;M20-M25;Sonstige Gelenkkrankheiten;139;1250
2;M30-M36;Systemkrankheiten des Bindegewebes;118;3150
2;M40-M43;Deformitäten der Wirbelsäule und des Rückens;96;846
2;M45-M49;Spondylopathien;191;3736
2;M50-M54;Sonstige Krankheiten der Wirbelsäule und des Rückens;212;7549
2;M60-M63;Krankheiten der Muskeln;91;448
2;M65-M68;Krankheiten der Synovialis und der Sehnen;36;88
2;M70-M79;Sonstige Krankheiten des Weichteilgewebes;160;3279
2;M80-M85;Veränderungen der Knochendichte und -struktur;144;759
2;M86-M90;Sonstige Osteopathien;88;1011
2;M91-M94;Chondropathien;22;46
2;M95-M99;Sonstige Krankheiten des Muskel-Skelett-Systems und des Bindegewebes;66;550
2;N00-N08;Glomeruläre Krankheiten;36;154
2;N10-N16;Tubulointerstitielle Nierenkrankheiten;59;1111
2;N17-N19;Niereninsuffizienz;145;6424
2;N20-N23;Urolithiasis;19;263
2;N25-N29;Sonstige Krankheiten der Niere und des Ureters;34;313
2;N30-N39;Sonstige Krankheiten des Harnsystems;77;3781
2;N40-N51;Krankheiten der männlichen Genitalorgane;50;272
2;N60-N64;Krankheiten der Mamma [Brustdrüse];22;389
2;N70-N77;Entzündliche Krankheiten der weiblichen Beckenorgane;6;22
2;N80-N98;Nichtentzündliche Krankheiten des weiblichen Genitaltraktes;43;453
2;N99-N99;Sonstige Krankheiten des Urogenitalsystems;8;19
2;O00-O08;Schwangerschaft mit abortivem Ausgang;7;32
2;O09-O09;Schwangerschaftsdauer;0;0
2;O10-O16;Ödeme, Proteinurie und Hypertonie während der Schwangerschaft, der Geburt und des Wochenbettes;-999;-999
2;O20-O29;Sonstige Krankheiten der Mutter, die vorwiegend mit der Schwangerschaft verbunden sind;15;343
2;O30-O48;Betreuung der Mutter im Hinblick auf den Fetus und die Amnionhöhle sowie mögliche Entbindungskomplikationen;7;492
2;O60-O75;Komplikationen bei Wehentätigkeit und Entbindung;3;18
2;O80-O82;Entbindung;0;0
2;O85-O92;Komplikationen, die vorwiegend im Wochenbett auftreten;3;11
2;O94-O99;Sonstige Krankheitszustände während der Gestationsperiode, die anderenorts nicht klassifiziert sind;6;27
2;P00-P04;Schädigung des Fetus und Neugeborenen durch mütterliche Faktoren und durch Komplikationen bei Schwangerschaft, Wehentätigkeit und Entbindung;-999;-999
2;P05-P08;Störungen im Zusammenhang mit der Schwangerschaftsdauer und dem fetalen Wachstum;5;11
2;P10-P15;Geburtstrauma;3;3
2;P20-P29;Krankheiten des Atmungs- und Herz-Kreislaufsystems, die für die Perinatalperiode spezifisch sind;12;62
2;P35-P39;Infektionen, die für die Perinatalperiode spezifisch sind;10;14
2;P50-P61;Hämorrhagische und hämatologische Krankheiten beim Fetus und Neugeborenen;11;32
2;P70-P74;Transitorische endokrine und Stoffwechselstörungen, die für den Fetus und das Neugeborene spezifisch sind;3;3
2;P75-P78;Krankheiten des Verdauungssystems beim Fetus und Neugeborenen;-999;-999
2;P80-P83;Krankheitszustände mit Beteiligung der Haut und der Temperaturregulation beim Fetus und Neugeborenen;-999;-999
2;P90-P96;Sonstige Störungen, die ihren Ursprung in der Perinatalperiode haben;15;38
2;Q00-Q07;Angeborene Fehlbildungen des Nervensystems;50;602
2;Q10-Q18;Angeborene Fehlbildungen des Auges, des Ohres, des Gesichtes und des Halses;25;167
2;Q20-Q28;Angeborene Fehlbildungen des Kreislaufsystems;38;760
2;Q30-Q34;Angeborene Fehlbildungen des Atmungssystems;24;50
2;Q35-Q37;Lippen-, Kiefer- und Gaumenspalte;5;59
2;Q38-Q45;Sonstige angeborene Fehlbildungen des Verdauungssystems;34;308
2;Q50-Q56;Angeborene Fehlbildungen der Genitalorgane;31;90
2;Q60-Q64;Angeborene Fehlbildungen des Harnsystems;46;1810
2;Q65-Q79;Angeborene Fehlbildungen und Deformitäten des Muskel-Skelett-Systems;57;515
2;Q80-Q89;Sonstige angeborene Fehlbildungen;72;1236
2;Q90-Q99;Chromosomenanomalien, anderenorts nicht klassifiziert;38;142
2;R00-R09;Symptome, die das Kreislaufsystem und das Atmungssystem betreffen;109;1737
2;R10-R19;Symptome, die das Verdauungssystem und das Abdomen betreffen;115;4234
2;R20-R23;Symptome, die die Haut und das Unterhautgewebe betreffen;68;630
2;R25-R29;Symptome, die das Nervensystem und das Muskel-Skelett-System betreffen;204;13103
2;R30-R39;Symptome, die das Harnsystem betreffen;46;1195
2;R40-R46;Symptome, die das Erkennungs- und Wahrnehmungsvermögen, die Stimmung und das Verhalten betreffen;124;2032
2;R47-R49;Symptome, die die Sprache und die Stimme betreffen;46;257
2;R50-R69;Allgemeinsymptome;213;4316
2;R70-R79;Abnorme Blutuntersuchungsbefunde ohne Vorliegen einer Diagnose;51;302
2;R80-R82;Abnorme Urinuntersuchungsbefunde ohne Vorliegen einer Diagnose;14;19
2;R83-R89;Abnorme Befunde ohne Vorliegen einer Diagnose bei der Untersuchung anderer Körperflüssigkeiten, Substanzen und Gewebe;6;10
2;R90-R94;Abnorme Befunde ohne Vorliegen einer Diagnose bei bildgebender Diagnostik und Funktionsprüfungen;60;304
2;R95-R99;Ungenau bezeichnete und unbekannte Todesursachen;0;0
2;S00-S09;Verletzungen des Kopfes;99;1298
2;S10-S19;Verletzungen des Halses;34;83
2;S20-S29;Verletzungen des Thorax;92;319
2;S30-S39;Verletzungen des Abdomens, der Lumbosakralgegend, der Lendenwirbelsäule und des Beckens;125;879
2;S40-S49;Verletzungen der Schulter und des Oberarmes;128;848
2;S50-S59;Verletzungen des Ellenbogens und des Unterarmes;74;199
2;S60-S69;Verletzungen des Handgelenkes und der Hand;21;61
2;S70-S79;Verletzungen der Hüfte und des Oberschenkels;127;1779
2;S80-S89;Verletzungen des Knies und des Unterschenkels;105;392
2;S90-S99;Verletzungen der Knöchelregion und des Fußes;41;86
2;T00-T07;Verletzungen mit Beteiligung mehrerer Körperregionen;7;9
2;T08-T14;Verletzungen nicht näher bezeichneter Teile des Rumpfes, der Extremitäten oder anderer Körperregionen;20;66
2;T15-T19;Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung;27;163
2;T20-T25;Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet;20;77
2;T26-T28;Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind;3;4
2;T29-T32;Verbrennungen oder Verätzungen mehrerer und nicht näher bezeichneter Körperregionen;3;4
2;T33-T35;Erfrierungen;0;0
2;T36-T50;Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen;11;15
2;T51-T65;Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen;24;214
2;T66-T78;Sonstige und nicht näher bezeichnete Schäden durch äußere Ursachen;48;1183
2;T79-T79;Bestimmte Frühkomplikationen eines Traumas;7;8
2;T80-T88;Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert;141;1924
2;T89-T89;Sonstige Komplikationen eines Traumas, anderenorts nicht klassifiziert;14;52
2;T90-T98;Folgen von Verletzungen, Vergiftungen und sonstigen Auswirkungen äußerer Ursachen;9;17
2;U00-U49;Vorläufige Zuordnungen für Krankheiten mit unklarer Ätiologie und nicht belegte Schlüsselnummern;0;0
2;U50-U52;Funktionseinschränkung;4;6
2;U55-U55;Erfolgte Registrierung zur Organtransplantation;-999;-999
2;U60-U61;Stadieneinteilung der HIV-Infektion;0;0
2;U69-U69;Sonstige sekundäre Schlüsselnummern für besondere Zwecke;0;0
2;U80-U85;Infektionserreger mit Resistenzen gegen bestimmte Antibiotika oder Chemotherapeutika;0;0
2;U99-U99;Nicht belegte Schlüsselnummern;0;0
2;V01-X59;Unfälle;0;0
2;X60-X84;Vorsätzliche Selbstbeschädigung;0;0
2;X85-Y09;Tätlicher Angriff;0;0
2;Y10-Y34;Ereignis, dessen nähere Umstände unbestimmt sind;0;0
2;Y35-Y36;Gesetzliche Maßnahmen und Kriegshandlungen;0;0
2;Y40-Y84;Komplikationen bei der medizinischen und chirurgischen Behandlung;0;0
2;Z00-Z13;Personen, die das Gesundheitswesen zur Untersuchung und Abklärung in Anspruch nehmen;99;8676
2;Z20-Z29;Personen mit potentiellen Gesundheitsrisiken hinsichtlich übertragbarer Krankheiten;30;442
2;Z30-Z39;Personen, die das Gesundheitswesen im Zusammenhang mit Problemen der Reproduktion in Anspruch nehmen;8;12
2;Z40-Z54;Personen, die das Gesundheitswesen zum Zwecke spezifischer Maßnahmen und zur medizinischen Betreuung in Anspruch nehmen;166;28914
2;Z55-Z65;Personen mit potentiellen Gesundheitsrisiken aufgrund sozioökonomischer oder psychosozialer Umstände;3;20
2;Z70-Z76;Personen, die das Gesundheitswesen aus sonstigen Gründen in Anspruch nehmen;16;92
2;Z80-Z99;Personen mit potentiellen Gesundheitsrisiken aufgrund der Familien- oder Eigenanamnese und bestimmte Zustände, die den Gesundheitszustand beeinflussen;70;1011
3;A00;Cholera;0;0
3;A01;Typhus abdominalis und Paratyphus;-999;-999
3;A02;Sonstige Salmonelleninfektionen;4;4
3;A03;Shigellose [Bakterielle Ruhr];-999;-999
3;A04;Sonstige bakterielle Darminfektionen;21;35
3;A05;Sonstige bakteriell bedingte Lebensmittelvergiftungen, anderenorts nicht klassifiziert;2;4
3;A06;Amöbiasis;-999;-999
3;A07;Sonstige Darmkrankheiten durch Protozoen;2;2
3;A08;Virusbedingte und sonstige näher bezeichnete Darminfektionen;12;24
3;A09;Sonstige und nicht näher bezeichnete Gastroenteritis und Kolitis infektiösen und nicht näher bezeichneten Ursprungs;49;158
3;A15;Tuberkulose der Atmungsorgane, bakteriologisch, molekularbiologisch oder histologisch gesichert;8;18
3;A16;Tuberkulose der Atmungsorgane, weder bakteriologisch, molekularbiologisch noch histologisch gesichert;10;68
3;A17;Tuberkulose des Nervensystems;5;6
3;A18;Tuberkulose sonstiger Organe;10;22
3;A19;Miliartuberkulose;0;0
3;A20;Pest;0;0
3;A21;Tularämie;0;0
3;A22;Anthrax [Milzbrand];0;0
3;A23;Brucellose;0;0
3;A24;Rotz [Malleus] und Melioidose [Pseudorotz];0;0
3;A25;Rattenbisskrankheiten;0;0
3;A26;Erysipeloid;5;5
3;A27;Leptospirose;0;0
3;A28;Sonstige bakterielle Zoonosen, anderenorts nicht klassifiziert;-999;-999
3;A30;Lepra [Aussatz];0;0
3;A31;Infektion durch sonstige Mykobakterien;10;25
3;A32;Listeriose;0;0
3;A33;Tetanus neonatorum;0;0
3;A34;Tetanus während der Schwangerschaft, der Geburt und des Wochenbettes;0;0
3;A35;Sonstiger Tetanus;0;0
3;A36;Diphtherie;0;0
3;A37;Keuchhusten;-999;-999
3;A38;Scharlach;0;0
3;A39;Meningokokkeninfektion;0;0
3;A40;Streptokokkensepsis;10;12
3;A41;Sonstige Sepsis;33;59
3;A42;Aktinomykose;-999;-999
3;A43;Nokardiose;0;0
3;A44;Bartonellose;0;0
3;A46;Erysipel [Wundrose];41;86
3;A48;Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert;3;4
3;A49;Bakterielle Infektion nicht näher bezeichneter Lokalisation;11;178
3;A50;Syphilis connata;-999;-999
3;A51;Frühsyphilis;10;50
3;A52;Spätsyphilis;9;13
3;A53;Sonstige und nicht näher bezeichnete Syphilis;10;53
3;A54;Gonokokkeninfektion;6;6
3;A55;Lymphogranuloma inguinale (venereum) durch Chlamydien;0;0
3;A56;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten;-999;-999
3;A57;Ulcus molle (venereum);0;0
3;A58;Granuloma venereum (inguinale);0;0
3;A59;Trichomoniasis;0;0
3;A60;Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex];0;0
3;A63;Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert;19;124
3;A64;Durch Geschlechtsverkehr übertragene Krankheiten, nicht näher bezeichnet;-999;-999
3;A65;Nichtvenerische Syphilis;0;0
3;A66;Frambösie;0;0
3;A67;Pinta [Carate];0;0
3;A68;Rückfallfieber;0;0
3;A69;Sonstige Spirochäteninfektionen;52;202
3;A70;Infektionen durch Chlamydia psittaci;0;0
3;A71;Trachom;0;0
3;A74;Sonstige Krankheiten durch Chlamydien;-999;-999
3;A75;Fleckfieber;0;0
3;A77;Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen];0;0
3;A78;Q-Fieber;0;0
3;A79;Sonstige Rickettsiosen;-999;-999
3;A80;Akute Poliomyelitis [Spinale Kinderlähmung];0;0
3;A81;Atypische Virusinfektionen des Zentralnervensystems;8;12
3;A82;Tollwut [Rabies];0;0
3;A83;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen;0;0
3;A84;Virusenzephalitis, durch Zecken übertragen;3;3
3;A85;Sonstige Virusenzephalitis, anderenorts nicht klassifiziert;2;2
3;A86;Virusenzephalitis, nicht näher bezeichnet;2;3
3;A87;Virusmeningitis;9;17
3;A88;Sonstige Virusinfektionen des Zentralnervensystems, anderenorts nicht klassifiziert;0;0
3;A89;Virusinfektion des Zentralnervensystems, nicht näher bezeichnet;0;0
3;A92;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten;-999;-999
3;A93;Sonstige durch Arthropoden übertragene Viruskrankheiten, anderenorts nicht klassifiziert;0;0
3;A94;Durch Arthropoden übertragene Viruskrankheit, nicht näher bezeichnet;0;0
3;A95;Gelbfieber;0;0
3;A96;Hämorrhagisches Fieber durch Arenaviren;0;0
3;A97;Dengue;-999;-999
3;A98;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert;0;0
3;A99;Nicht näher bezeichnete hämorrhagische Viruskrankheit;0;0
3;B00;Infektionen durch Herpesviren [Herpes simplex];14;22
3;B01;Varizellen [Windpocken];-999;-999
3;B02;Zoster [Herpes zoster];49;157
3;B03;Pocken;0;0
3;B04;Affenpocken;0;0
3;B05;Masern;0;0
3;B06;Röteln [Rubeola] [Rubella];0;0
3;B07;Viruswarzen;25;350
3;B08;Sonstige Virusinfektionen, die durch Haut- und Schleimhautläsionen gekennzeichnet sind, anderenorts nicht klassifiziert;26;140
3;B09;Nicht näher bezeichnete Virusinfektion, die durch Haut- und Schleimhautläsionen gekennzeichnet ist;-999;-999
3;B15;Akute Virushepatitis A;0;0
3;B16;Akute Virushepatitis B;3;4
3;B17;Sonstige akute Virushepatitis;5;6
3;B18;Chronische Virushepatitis;14;271
3;B19;Nicht näher bezeichnete Virushepatitis;0;0
3;B20;Infektiöse und parasitäre Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];3;179
3;B21;Bösartige Neubildungen infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];3;85
3;B22;Sonstige näher bezeichnete Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];6;86
3;B23;Sonstige Krankheitszustände infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];6;796
3;B24;Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];14;1119
3;B25;Zytomegalie;16;21
3;B26;Mumps;0;0
3;B27;Infektiöse Mononukleose;18;26
3;B30;Viruskonjunktivitis;0;0
3;B33;Sonstige Viruskrankheiten, anderenorts nicht klassifiziert;3;22
3;B34;Viruskrankheit nicht näher bezeichneter Lokalisation;13;38
3;B35;Dermatophytose [Tinea];20;74
3;B36;Sonstige oberflächliche Mykosen;2;2
3;B37;Kandidose;13;19
3;B38;Kokzidioidomykose;0;0
3;B39;Histoplasmose;0;0
3;B40;Blastomykose;0;0
3;B41;Parakokzidioidomykose;0;0
3;B42;Sporotrichose;0;0
3;B43;Chromomykose und chromomykotischer Abszess;0;0
3;B44;Aspergillose;6;58
3;B45;Kryptokokkose;0;0
3;B46;Zygomykose;0;0
3;B47;Myzetom;0;0
3;B48;Sonstige Mykosen, anderenorts nicht klassifiziert;0;0
3;B49;Nicht näher bezeichnete Mykose;0;0
3;B50;Malaria tropica durch Plasmodium falciparum;0;0
3;B51;Malaria tertiana durch Plasmodium vivax;-999;-999
3;B52;Malaria quartana durch Plasmodium malariae;0;0
3;B53;Sonstige parasitologisch bestätigte Malaria;0;0
3;B54;Malaria, nicht näher bezeichnet;0;0
3;B55;Leishmaniose;12;16
3;B56;Afrikanische Trypanosomiasis;0;0
3;B57;Chagas-Krankheit;0;0
3;B58;Toxoplasmose;2;2
3;B59;Pneumozystose;0;0
3;B60;Sonstige Protozoenkrankheiten, anderenorts nicht klassifiziert;0;0
3;B64;Nicht näher bezeichnete Protozoenkrankheit;0;0
3;B65;Schistosomiasis [Bilharziose];-999;-999
3;B66;Befall durch sonstige Trematoden [Egel];0;0
3;B67;Echinokokkose;6;17
3;B68;Taeniasis;0;0
3;B69;Zystizerkose;0;0
3;B70;Diphyllobothriose und Sparganose;0;0
3;B71;Befall durch sonstige Zestoden;-999;-999
3;B72;Drakunkulose;0;0
3;B73;Onchozerkose;0;0
3;B74;Filariose;-999;-999
3;B75;Trichinellose;-999;-999
3;B76;Hakenwurm-Krankheit;-999;-999
3;B77;Askaridose;0;0
3;B78;Strongyloidiasis;0;0
