Type;viersteller;vierstellername;AnzahlA;Anzahl KH;mwNennungenKH;antKHTop10Prozent;antKHTop20Prozent;antKHTop30Prozent;antKHTop40Prozent;antKHTop50Prozent
1;5-034;Inzision von Rückenmark und Rückenmarkhäuten;1193;229;5,2096;0,5985;0,7192;0,7946;0,8508;0,8894
1;5-035;Exzision und Destruktion von erkranktem Gewebe des Rückenmarkes und der Rückenmarkhäute;7111;412;17,2597;0,4487;0,659;0,7958;0,8779;0,93
1;5-036;Plastische Operationen an Rückenmark und Rückenmarkhäuten;15431;593;26,0219;0,4226;0,6394;0,7783;0,8648;0,9206
1;5-037;Operationen an intraspinalen Blutgefäßen;2381;138;17,2536;0,732;0,8921;0,9332;0,9542;0,966
1;5-038;Operationen am spinalen Liquorsystem;11084;381;29,0919;0,5377;0,7394;0,8565;0,9215;0,958
1;5-039;Andere Operationen an Rückenmark und Rückenmarkstrukturen;10915;427;25,5621;0,6679;0,8171;0,8863;0,9272;0,9536
1;5-040;Inzision von Nerven;1755;312;5,625;0,6974;0,7972;0,8501;0,8855;0,9111
1;5-041;Exzision und Destruktion von erkranktem Gewebe von Nerven;10781;831;12,9735;0,5428;0,7136;0,8127;0,8778;0,9214
1;5-042;Exzision eines Nerven zur Transplantation;675;166;4,0663;0,5126;0,6444;0,7407;0,8104;0,8607
1;5-043;Sympathektomie;1027;125;8,216;0,7215;0,813;0,8676;0,9056;0,9328
1;5-044;Epineurale Naht eines Nerven und Nervenplexus, primär;5896;603;9,7778;0,5165;0,7061;0,8138;0,8762;0,9199
1;5-045;Interfaszikuläre Naht eines Nerven und Nervenplexus, primär;1408;344;4,093;0,4226;0,6051;0,7195;0,8026;0,858
1;5-046;Epineurale Naht eines Nerven und Nervenplexus, sekundär;517;228;2,2675;0,2959;0,4642;0,5919;0,6847;0,7737
1;5-047;Interfaszikuläre Naht eines Nerven und Nervenplexus, sekundär;153;82;1,8659;0,3725;0,5229;0,6275;0,6797;0,732
1;5-048;Epineurale Naht eines Nerven und Nervenplexus mit Transplantation;340;136;2,50;0,4529;0,5794;0,6706;0,7471;0,80
1;5-049;Interfaszikuläre Naht eines Nerven und Nervenplexus mit Transplantation;271;88;3,0795;0,524;0,6494;0,7196;0,786;0,8376
1;5-04a;Perkutane Sympathikolyse mit Steuerung durch bildgebende Verfahren;1717;214;8,0234;0,5719;0,7426;0,8241;0,8806;0,919
1;5-050;Epineurale Naht eines Nerven und Nervenplexus mit Transposition, primär;235;100;2,35;0,4681;0,5872;0,6723;0,7447;0,7872
1;5-051;Interfaszikuläre Naht eines Nerven und Nervenplexus mit Transposition, primär;57;38;1,50;0,2982;0,4561;0,5263;0,5965;0,6667
1;5-052;Epineurale Naht eines Nerven und Nervenplexus mit Transposition, sekundär;40;34;1,1765;0,175;0,325;0,40;0,50;0,575
1;5-053;Interfaszikuläre Naht eines Nerven und Nervenplexus mit Transposition, sekundär;69;29;2,3793;0,5942;0,6667;0,7101;0,7536;0,7971
1;5-054;Epineurale Naht eines Nerven und Nervenplexus mit Transplantation und Transposition;124;81;1,5309;0,2823;0,4194;0,5403;0,6048;0,6774
1;5-055;Interfaszikuläre Naht eines Nerven und Nervenplexus mit Transplantation und Transposition;98;48;2,0417;0,4694;0,5816;0,6531;0,7041;0,7551
1;5-056;Neurolyse und Dekompression eines Nerven;54092;1121;48,2533;0,5029;0,6958;0,8025;0,8701;0,9179
1;5-057;Neurolyse und Dekompression eines Nerven mit Transposition;4732;543;8,7145;0,6644;0,7857;0,8519;0,8956;0,9275
1;5-058;Andere Rekonstruktion eines Nerven und Nervenplexus;367;125;2,936;0,4932;0,6213;0,7248;0,7902;0,8311
1;5-059;Andere Operationen an Nerven und Ganglien;9624;485;19,8433;0,5404;0,7164;0,8207;0,8871;0,9326
1;5-060;Inzision im Gebiet der Schilddrüse;1963;532;3,6898;0,4508;0,6083;0,7147;0,7916;0,8456
1;5-061;Hemithyreoidektomie;23107;903;25,5891;0,5064;0,6712;0,7762;0,8474;0,9004
1;5-062;Andere partielle Schilddrüsenresektion;13735;901;15,2442;0,4812;0,6486;0,7589;0,8355;0,8905
1;5-063;Thyreoidektomie;38692;913;42,379;0,531;0,6945;0,7969;0,8668;0,917
1;5-064;Operationen an der Schilddrüse durch Sternotomie;252;134;1,8806;0,3175;0,4722;0,5754;0,6825;0,7341
1;5-065;Exzision des Ductus thyreoglossus;2047;285;7,1825;0,3864;0,5662;0,7044;0,8041;0,8784
1;5-066;Partielle Nebenschilddrüsenresektion;2078;333;6,2402;0,6376;0,7632;0,8282;0,872;0,9047
1;5-067;Parathyreoidektomie;4979;499;9,978;0,5963;0,7542;0,8427;0,8915;0,9259
1;5-068;Operationen an der Nebenschilddrüse durch Sternotomie;39;30;1,30;0,2051;0,359;0,4615;0,5385;0,6154
1;5-069;Andere Operationen an Schilddrüse und Nebenschilddrüsen;71201;913;77,9858;0,5164;0,6853;0,7879;0,8578;0,9091
1;5-070;Exploration der (Umgebung der) Nebenniere;51;46;1,1087;0,1961;0,2745;0,3725;0,451;0,549
1;5-071;Partielle Adrenalektomie;617;258;2,3915;0,3857;0,5462;0,6515;0,7358;0,7909
1;5-072;Adrenalektomie;3274;486;6,7366;0,4432;0,6103;0,7312;0,8143;0,8751
1;5-073;Andere Operationen an der Nebenniere;135;80;1,6875;0,3704;0,5185;0,5852;0,6444;0,7037
1;5-074;Exzision und Resektion von erkranktem Gewebe des Corpus pineale;20;15;1,3333;0,30;0,40;0,50;0,55;0,65
1;5-075;Exzision und Resektion von erkranktem Gewebe der Hypophyse;2754;135;20,40;0,4503;0,6198;0,7367;0,8166;0,8784
1;5-076;Andere Operationen an der Hypophyse;32;23;1,3913;0,1875;0,375;0,50;0,5625;0,6563
1;5-077;Exzision und Resektion des Thymus;1744;224;7,7857;0,6319;0,7603;0,8331;0,8825;0,9197
1;5-078;Andere Operationen am Thymus;19;12;1,5833;0,4211;0,4737;0,5789;0,6316;0,6842
1;5-079;Operationen an anderen endokrinen Drüsen;4;4;1,00;0,25;0,25;0,25;0,50;0,50
1;5-080;Inzision der Tränendrüse;19;14;1,3571;0,2632;0,4211;0,4737;0,5789;0,6316
1;5-081;Exzision von (erkranktem) Gewebe der Tränendrüse;88;46;1,913;0,2841;0,4318;0,5682;0,6591;0,7386
1;5-082;Andere Operationen an der Tränendrüse;74;16;4,625;0,7297;0,7703;0,8378;0,8649;0,8919
1;5-084;Inzision von Tränensack und sonstigen Tränenwegen;635;114;5,5702;0,3244;0,526;0,6504;0,7575;0,8299
1;5-085;Exzision von erkranktem Gewebe an Tränensack und sonstigen Tränenwegen;260;77;3,3766;0,4385;0,5962;0,7115;0,7808;0,8423
1;5-086;Rekonstruktion des Tränenkanals und Tränenpunktes;3104;129;24,062;0,6695;0,8086;0,8779;0,9178;0,9485
1;5-087;Dakryozystorhinostomie;2472;155;15,9484;0,4005;0,587;0,7229;0,8196;0,8859
1;5-088;Andere Rekonstruktion der Tränenwege;1590;94;16,9149;0,7553;0,8792;0,917;0,9465;0,9635
1;5-089;Andere Operationen an den Tränenwegen;408;82;4,9756;0,6201;0,7108;0,7794;0,8309;0,8701
1;5-090;Inzision des (erkrankten) Augenlides;660;141;4,6809;0,3742;0,5652;0,6864;0,7773;0,8515
1;5-091;Exzision und Destruktion von (erkranktem) Gewebe des Augenlides;11701;313;37,3834;0,539;0,7639;0,8982;0,9595;0,9781
1;5-092;Operationen an Kanthus und Epikanthus;3685;197;18,7056;0,5848;0,7634;0,8583;0,9151;0,9484
1;5-093;Korrekturoperation bei Entropium und Ektropium;7549;181;41,7072;0,4979;0,6937;0,8205;0,8995;0,9495
1;5-094;Korrekturoperation bei Blepharoptosis;3788;146;25,9452;0,4968;0,6803;0,8033;0,8807;0,9385
1;5-095;Naht des Augenlides;3870;263;14,7148;0,4922;0,7186;0,8584;0,9253;0,9543
1;5-096;Andere Rekonstruktion der Augenlider;11281;264;42,7311;0,6089;0,7924;0,8879;0,9484;0,9718
1;5-097;Blepharoplastik;5446;253;21,5257;0,6583;0,8142;0,8849;0,9273;0,9543
1;5-098;Vertikale Lidverlängerung;512;74;6,9189;0,5859;0,7383;0,8145;0,8789;0,9121
1;5-099;Andere Operationen am Augenlid;725;125;5,80;0,4676;0,6193;0,7352;0,8055;0,8634
1;5-10a;Verstärkende Eingriffe an einem geraden Augenmuskel;2198;80;27,475;0,4618;0,6624;0,8098;0,8999;0,9368
1;5-10b;Schwächende Eingriffe an einem geraden Augenmuskel;2659;93;28,5914;0,4765;0,7115;0,8372;0,9037;0,9447
1;5-10c;Chirurgie der Abrollstrecke (Faden-Operation, Myopexie);212;42;5,0476;0,3726;0,566;0,7358;0,8113;0,8679
1;5-10d;Transposition eines geraden Augenmuskels;145;31;4,6774;0,4276;0,6345;0,7379;0,8138;0,8759
1;5-10e;Andere Operationen an den geraden Augenmuskeln;1529;96;15,9271;0,6069;0,7691;0,8685;0,9163;0,9444
1;5-10f;Verstärkende Eingriffe an einem schrägen Augenmuskel;203;49;4,1429;0,4187;0,6108;0,7241;0,803;0,8571
1;5-10g;Schwächende Eingriffe an einem schrägen Augenmuskel;954;67;14,2388;0,5189;0,695;0,805;0,8795;0,9256
1;5-10h;Transposition eines schrägen Augenmuskels;55;15;3,6667;0,5091;0,60;0,7455;0,80;0,8727
1;5-10j;Andere Operationen an den schrägen Augenmuskeln;561;39;14,3846;0,8111;0,8877;0,918;0,9376;0,9519
1;5-10k;Kombinierte Operationen an den Augenmuskeln;6638;94;70,617;0,4863;0,6773;0,7864;0,8682;0,9235
1;5-10m;Andere Operationen an den Augenmuskeln;31;27;1,1481;0,1935;0,2903;0,3871;0,4839;0,5806
1;5-110;Operative Entfernung eines Fremdkörpers aus der Konjunktiva;193;67;2,8806;0,4093;0,5389;0,6477;0,7358;0,8083
1;5-112;Exzision und Destruktion von (erkranktem) Gewebe der Konjunktiva;2126;121;17,5702;0,4262;0,6129;0,7333;0,826;0,8942
1;5-113;Konjunktivaplastik;1072;100;10,72;0,4095;0,5979;0,7229;0,8144;0,8825
1;5-114;Lösung von Adhäsionen zwischen Konjunktiva und Augenlid;280;75;3,7333;0,4893;0,6286;0,7286;0,80;0,8571
1;5-115;Naht der Konjunktiva;4227;117;36,1282;0,6011;0,7218;0,8131;0,8763;0,9196
1;5-119;Andere Operationen an der Konjunktiva;346;81;4,2716;0,3844;0,5723;0,6879;0,7717;0,8468
1;5-120;Operative Entfernung eines Fremdkörpers aus der Kornea;453;84;5,3929;0,362;0,5453;0,6689;0,7682;0,8389
1;5-121;Inzision der Kornea;173;44;3,9318;0,6301;0,7399;0,7977;0,8497;0,8728
1;5-122;Operationen bei Pterygium;2304;102;22,5882;0,293;0,4679;0,6124;0,7153;0,8051
1;5-123;Exzision und Destruktion von (erkranktem) Gewebe der Kornea;4341;112;38,7589;0,4448;0,6475;0,7844;0,8611;0,9136
1;5-124;Naht der Kornea;3653;117;31,2222;0,3884;0,5527;0,6879;0,7933;0,8713
1;5-125;Hornhauttransplantation und Keratoprothetik;6177;93;66,4194;0,4714;0,6817;0,8038;0,8731;0,9194
1;5-126;Refraktive Keratoplastik und andere Rekonstruktion der Kornea;288;49;5,8776;0,5208;0,6875;0,7917;0,8542;0,8889
1;5-129;Andere Operationen an der Kornea;5748;119;48,3025;0,353;0,5778;0,7291;0,8253;0,8942
1;5-130;Operative Entfernung eines Fremdkörpers aus der vorderen Augenkammer;102;60;1,70;0,2255;0,402;0,5294;0,6471;0,7059
1;5-131;Senkung des Augeninnendruckes durch filtrierende Operationen;14760;115;128,3478;0,4244;0,6175;0,7557;0,8454;0,9039
1;5-132;Senkung des Augeninnendruckes durch Operationen am Corpus ciliare;10630;126;84,3651;0,3007;0,4865;0,6482;0,7642;0,8501
1;5-133;Senkung des Augeninnendruckes durch Verbesserung der Kammerwasserzirkulation;9223;128;72,0547;0,3921;0,5985;0,721;0,8111;0,877
1;5-134;Senkung des Augeninnendruckes durch nicht filtrierende Operationen;2589;69;37,5217;0,5411;0,7215;0,8204;0,8953;0,9428
1;5-135;Exzision und Destruktion von erkranktem Gewebe an Iris, Corpus ciliare und Sklera;343;78;4,3974;0,5219;0,6501;0,7201;0,7901;0,8455
1;5-136;Andere Iridektomie und Iridotomie;2305;111;20,7658;0,5102;0,6451;0,7536;0,8325;0,8946
1;5-137;Andere Operationen an der Iris;10267;124;82,7984;0,3054;0,5037;0,6423;0,7579;0,8426
1;5-138;Operationen an der Sklera;2556;112;22,8214;0,5513;0,6819;0,7719;0,8333;0,8842
1;5-139;Andere Operationen an Sklera, vorderer Augenkammer, Iris und Corpus ciliare;30080;123;244,5528;0,4134;0,6217;0,7442;0,8363;0,9063
1;5-140;Entfernung eines Fremdkörpers aus der Augenlinse;20;17;1,1765;0,20;0,30;0,40;0,50;0,60
1;5-142;Kapsulotomie der Linse;5850;132;44,3182;0,4014;0,6007;0,74;0,8275;0,8932
1;5-143;Intrakapsuläre Extraktion der Linse;589;96;6,1354;0,4754;0,6078;0,7131;0,7861;0,854
1;5-144;Extrakapsuläre Extraktion der Linse [ECCE];96493;159;606,8742;0,313;0,4945;0,6435;0,7631;0,8617
1;5-145;Andere Linsenextraktionen;2010;113;17,7876;0,298;0,5139;0,6612;0,7627;0,8418
1;5-146;(Sekundäre) Einführung und Wechsel einer alloplastischen Linse;3471;118;29,4153;0,2679;0,4572;0,5872;0,6995;0,794
1;5-147;Revision und Entfernung einer alloplastischen Linse;2081;118;17,6356;0,3032;0,4882;0,6156;0,7184;0,8006
1;5-149;Andere Operationen an der Linse;7198;111;64,8468;0,7604;0,8568;0,9047;0,9394;0,9604
1;5-150;Entfernung eines Fremdkörpers aus dem hinteren Augenabschnitt;149;70;2,1286;0,2282;0,4027;0,5436;0,6376;0,7315
1;5-152;Fixation der Netzhaut durch eindellende Operationen;6437;113;56,9646;0,4379;0,668;0,8001;0,8777;0,9264
1;5-153;Revision, Wechsel und Entfernung einer Cerclage oder Plombe, die zur Fixation der Netzhaut angelegt wurde;576;94;6,1277;0,3212;0,5417;0,6858;0,7847;0,849
1;5-154;Andere Operationen zur Fixation der Netzhaut;48607;139;349,6906;0,3356;0,5392;0,6933;0,8077;0,893
1;5-155;Destruktion von erkranktem Gewebe an Retina und Choroidea;16111;149;108,1275;0,3787;0,5825;0,7361;0,8432;0,9137
1;5-156;Andere Operationen an der Retina;35200;141;249,6454;0,461;0,6266;0,7516;0,8418;0,9143
1;5-157;Andere Operationen an der Choroidea;1503;82;18,3293;0,644;0,7937;0,8703;0,9135;0,9441
1;5-158;Pars-plana-Vitrektomie;59831;132;453,2652;0,267;0,4561;0,619;0,7331;0,8241
1;5-159;Vitrektomie über anderen Zugang und andere Operationen am Corpus vitreum;27976;119;235,0924;0,3962;0,614;0,7569;0,8512;0,9129
1;5-160;Orbitotomie;4176;170;24,5647;0,5338;0,7308;0,8427;0,9076;0,9464
1;5-161;Entfernung eines Fremdkörpers aus Orbita und Augapfel, n.n.bez.;219;89;2,4607;0,3699;0,5251;0,6301;0,7123;0,7945
1;5-162;Entfernung des Augeninhaltes [Eviszeration];209;48;4,3542;0,3254;0,5072;0,6364;0,7608;0,8421
1;5-163;Entfernung des Augapfels [Enukleation];1100;114;9,6491;0,4482;0,63;0,7373;0,83;0,89
1;5-164;Andere Exzision, Destruktion und Exenteration der Orbita und Orbitainnenhaut;1011;129;7,8372;0,4174;0,6113;0,7379;0,8239;0,8833
1;5-165;Sekundäre Einführung, Revision und Entfernung eines Orbitaimplantates;297;71;4,1831;0,4646;0,633;0,7407;0,8249;0,8788
1;5-166;Revision und Rekonstruktion von Orbita und Augapfel;1636;145;11,2828;0,5385;0,7029;0,8289;0,8949;0,9383
1;5-167;Rekonstruktion der Orbitawand;1135;142;7,993;0,4828;0,6678;0,7921;0,867;0,9119
1;5-168;Operationen am N. opticus;281;78;3,6026;0,3274;0,516;0,6512;0,7509;0,8292
1;5-169;Andere Operationen an Orbita, Auge und Augapfel;2548;165;15,4424;0,6633;0,7979;0,8768;0,9231;0,9541
1;5-180;Inzision am äußeren Ohr;2065;213;9,6948;0,7985;0,86;0,9002;0,9274;0,9487
1;5-181;Exzision und Destruktion von erkranktem Gewebe des äußeren Ohres;11338;443;25,5937;0,5607;0,7697;0,8829;0,9439;0,969
1;5-182;Resektion der Ohrmuschel;2402;299;8,0334;0,4163;0,6307;0,7565;0,8405;0,8963
1;5-183;Wundversorgung am äußeren Ohr;1487;411;3,618;0,388;0,5709;0,69;0,7727;0,8305
1;5-184;Plastische Korrektur abstehender Ohren;1781;272;6,5478;0,4217;0,6053;0,7243;0,8057;0,8664
1;5-185;Konstruktion und Rekonstruktion des äußeren Gehörganges;8753;199;43,9849;0,4718;0,6412;0,76;0,8458;0,9056
1;5-186;Plastische Rekonstruktion von Teilen der Ohrmuschel;2084;264;7,8939;0,4789;0,6737;0,7855;0,8565;0,9021
1;5-187;Plastische Rekonstruktion der gesamten Ohrmuschel;417;89;4,6854;0,6643;0,7554;0,8082;0,8513;0,8945
1;5-188;Andere Rekonstruktion des äußeren Ohres;672;199;3,3769;0,4226;0,5908;0,6994;0,7768;0,8363
1;5-189;Andere Operationen am äußeren Ohr;10100;234;43,1624;0,454;0,7004;0,8378;0,9243;0,9672
1;5-192;Revision einer Stapedektomie;362;93;3,8925;0,3287;0,5359;0,6713;0,7597;0,8315
1;5-193;Andere Operationen an den Gehörknöchelchen;383;63;6,0794;0,6345;0,7676;0,8355;0,8721;0,9086
1;5-194;Myringoplastik [Tympanoplastik Typ I];7347;189;38,873;0,3523;0,5443;0,6788;0,7826;0,8623
1;5-195;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen);17173;198;86,7323;0,3227;0,5124;0,646;0,7554;0,8377
1;5-197;Stapesplastik;2969;164;18,1037;0,3439;0,5382;0,6585;0,7572;0,835
1;5-198;Fensterungsoperation des Promotoriums;13;4;3,25;0,6923;0,6923;0,6923;0,8462;0,8462
1;5-199;Andere mikrochirurgische Operationen am Mittelohr;596;100;5,96;0,6158;0,7517;0,8255;0,8758;0,9094
1;5-200;Parazentese [Myringotomie];35659;390;91,4333;0,399;0,643;0,8199;0,9314;0,981
1;5-201;Entfernung einer Paukendrainage;1313;187;7,0214;0,3252;0,505;0,6466;0,7563;0,8385
1;5-202;Inzision an Warzenfortsatz und Mittelohr;4811;182;26,4341;0,3958;0,5789;0,7063;0,7948;0,8612
1;5-203;Mastoidektomie;5322;204;26,0882;0,4154;0,6276;0,7559;0,8465;0,9081
1;5-204;Rekonstruktion des Mittelohres;5025;173;29,0462;0,4344;0,6289;0,7467;0,8312;0,8969
1;5-205;Andere Exzisionen an Mittel- und Innenohr;5224;176;29,6818;0,5301;0,7309;0,844;0,8991;0,9376
1;5-208;Inzision [Eröffnung] und Destruktion [Ausschaltung] des Innenohres;355;66;5,3788;0,5127;0,6676;0,769;0,8282;0,8817
1;5-209;Andere Operationen am Mittel- und Innenohr;9922;186;53,3441;0,4509;0,6605;0,7914;0,8706;0,9267
1;5-210;Operative Behandlung einer Nasenblutung;11837;740;15,9959;0,5761;0,7801;0,872;0,9197;0,9481
1;5-211;Inzision der Nase;2715;228;11,9079;0,3683;0,5495;0,684;0,7926;0,8726
1;5-212;Exzision und Destruktion von erkranktem Gewebe der Nase;14803;445;33,2652;0,6495;0,8274;0,9091;0,9551;0,976
1;5-213;Resektion der Nase;1278;188;6,7979;0,4977;0,6643;0,7598;0,8286;0,8803
1;5-214;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums;56232;311;180,8103;0,3523;0,5663;0,7212;0,836;0,9248
1;5-215;Operationen an der unteren Nasenmuschel [Concha nasalis];94140;303;310,6931;0,4142;0,6233;0,7726;0,8696;0,9427
1;5-216;Reposition einer Nasenfraktur;7594;421;18,038;0,5037;0,7247;0,8418;0,9123;0,9502
1;5-217;Plastische Rekonstruktion der äußeren Nase;7719;342;22,5702;0,562;0,7488;0,8523;0,9094;0,9465
1;5-218;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik];11716;279;41,9928;0,4299;0,6267;0,7708;0,8636;0,926
1;5-219;Andere Operationen an der Nase;782;220;3,5545;0,3478;0,5473;0,6841;0,7775;0,835
1;5-220;Nasennebenhöhlenpunktion;878;147;5,9728;0,6071;0,7164;0,7984;0,8565;0,8998
1;5-221;Operationen an der Kieferhöhle;23823;274;86,9453;0,3972;0,5932;0,7395;0,8463;0,916
1;5-222;Operation am Siebbein und an der Keilbeinhöhle;25726;233;110,412;0,3741;0,5669;0,7089;0,8124;0,8945
1;5-223;Operationen an der Stirnhöhle;6630;193;34,3523;0,5008;0,6863;0,7953;0,867;0,9176
1;5-224;Operationen an mehreren Nasennebenhöhlen;25533;250;102,132;0,333;0,5413;0,6856;0,7988;0,8861
1;5-225;Plastische Rekonstruktion der Nasennebenhöhlen;4123;179;23,0335;0,4298;0,6777;0,8394;0,9221;0,9595
1;5-229;Andere Operationen an den Nasennebenhöhlen;1483;155;9,5677;0,4154;0,6143;0,7539;0,8449;0,9103
1;5-230;Zahnextraktion;23904;598;39,9732;0,8282;0,9407;0,9644;0,976;0,9836
1;5-231;Operative Zahnentfernung (durch Osteotomie);22994;331;69,4683;0,6135;0,8843;0,9664;0,9831;0,9903
1;5-232;Zahnsanierung durch Füllung;1640;168;9,7619;0,489;0,7128;0,8299;0,8915;0,928
1;5-233;Prothetischer Zahnersatz;232;86;2,6977;0,4698;0,6034;0,7026;0,7716;0,8147
1;5-235;Replantation, Transplantation, Implantation und Stabilisierung eines Zahnes;1257;140;8,9786;0,35;0,5919;0,7462;0,8544;0,9149
1;5-236;Entfernung eines transplantierten Zahnes;10;9;1,1111;0,20;0,30;0,40;0,50;0,60
1;5-237;Wurzelspitzenresektion und Wurzelkanalbehandlung;1641;174;9,431;0,4254;0,6319;0,7666;0,8672;0,9214
1;5-240;Inzision des Zahnfleisches und Osteotomie des Alveolarkammes;2761;188;14,6862;0,6704;0,845;0,9102;0,9439;0,9616
1;5-241;Gingivaplastik;13802;146;94,5342;0,5668;0,785;0,9136;0,9717;0,9903
1;5-242;Andere Operationen am Zahnfleisch;7667;256;29,9492;0,6884;0,8637;0,9392;0,969;0,9811
1;5-243;Exzision einer odontogenen pathologischen Veränderung des Kiefers;4924;177;27,8192;0,4007;0,6326;0,7998;0,9033;0,9606
1;5-244;Alveolarkammplastik und Vestibulumplastik;4372;141;31,0071;0,699;0,8047;0,8765;0,9252;0,9579
1;5-245;Zahnfreilegung;224;77;2,9091;0,2946;0,4777;0,6161;0,7188;0,7902
1;5-249;Andere Operationen und Maßnahmen an Gebiss, Zahnfleisch und Alveolen;7577;240;31,5708;0,5864;0,8206;0,9293;0,9685;0,9801
1;5-250;Inzision, Exzision und Destruktion von erkranktem Gewebe der Zunge;4601;234;19,6624;0,3423;0,5479;0,6907;0,8018;0,8776
1;5-251;Partielle Glossektomie;2117;178;11,8933;0,3179;0,5139;0,6523;0,7633;0,8455
1;5-252;Glossektomie;232;84;2,7619;0,2586;0,4569;0,5647;0,681;0,7629
1;5-253;Rekonstruktion der Zunge;1080;272;3,9706;0,35;0,5519;0,6935;0,787;0,8509
1;5-259;Andere Operationen an der Zunge;2579;311;8,2926;0,5173;0,677;0,779;0,8507;0,9015
1;5-260;Inzision und Schlitzung einer Speicheldrüse und eines Speicheldrüsenausführungsganges;1390;205;6,7805;0,3676;0,5511;0,6892;0,782;0,854
1;5-261;Exzision von erkranktem Gewebe einer Speicheldrüse und eines Speicheldrüsenausführungsganges;2235;234;9,5513;0,3391;0,5423;0,6926;0,8027;0,8738
1;5-262;Resektion einer Speicheldrüse;14378;258;55,7287;0,3217;0,5316;0,687;0,8064;0,899
1;5-263;Rekonstruktion einer Speicheldrüse und eines Speicheldrüsenausführungsganges;301;101;2,9802;0,4186;0,5681;0,6678;0,7442;0,8173
1;5-269;Andere Operationen an Speicheldrüse und Speicheldrüsenausführungsgang;1866;127;14,6929;0,6115;0,7653;0,8708;0,926;0,9523
1;5-270;Äußere Inzision und Drainage im Mund-, Kiefer- und Gesichtsbereich;7971;418;19,0694;0,6253;0,8572;0,9207;0,9499;0,9668
1;5-271;Inzision des harten und weichen Gaumens;289;125;2,312;0,2595;0,4221;0,5571;0,6574;0,7474
1;5-272;Exzision und Destruktion des (erkrankten) harten und weichen Gaumens;3164;217;14,5806;0,3059;0,4937;0,6387;0,7532;0,8398
1;5-273;Inzision, Exzision und Destruktion in der Mundhöhle;11905;373;31,9169;0,5697;0,836;0,9187;0,9569;0,9751
