Type;Type2;Bereich;Bereichsname;Anzahl;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
1;1;18;Symptome und abnorme klinische und Laborbefunde, die anderenorts nicht klassifiziert sind;946952;3,8677;4,726;17311;17193;17945;35991;51769;40042;36061;34726;33822;40548;53690;60031;57757;57864;53370;82245;98131;75111;56538;26807;0,0183;0,0182;0,019;0,038;0,0547;0,0423;0,0381;0,0367;0,0357;0,0428;0,0567;0,0634;0,061;0,0611;0,0564;0,0869;0,1036;0,0793;0,0597;0,0283
1;1;19;Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen;1878986;7,0066;9,7321;24516;63020;53571;62963;82645;81468;71021;59911;54749;65858;92951;106769;106560;108444;100269;151724;185155;164536;148589;94267;0,013;0,0335;0,0285;0,0335;0,044;0,0434;0,0378;0,0319;0,0291;0,035;0,0495;0,0568;0,0567;0,0577;0,0534;0,0807;0,0985;0,0876;0,0791;0,0502
1;1;20;Äußere Ursachen von Morbidität und Mortalität;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;21;Faktoren, die den Gesundheitszustand beeinflussen und zur Inanspruchnahme des Gesundheitswesens führen;572386;3,0735;1,8281;464612;5281;2619;2275;2666;2504;3485;4067;3576;4220;6102;7559;8146;8552;7863;10848;11692;8210;5623;2486;0,8117;0,0092;0,0046;0,004;0,0047;0,0044;0,0061;0,0071;0,0062;0,0074;0,0107;0,0132;0,0142;0,0149;0,0137;0,019;0,0204;0,0143;0,0098;0,0043
1;1;22;Schlüsselnummern für besondere Zwecke;7;17,8571;16,6476;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0,1429;0,2857;0,1429;0,1429;0,1429;0;0;0;0;0;0;0;0;0;0;0;0,1429;0;0;0
1;2;1;DIAGNOSTISCHE MASSNAHMEN;10212472;0;0;451470;84817;79176;99276;156531;175256;198648;214750;235151;327194;526678;706716;813164;925204;905041;1334576;1407263;904250;505580;161731;0,0442;0,0083;0,0078;0,0097;0,0153;0,0172;0,0195;0,021;0,023;0,032;0,0516;0,0692;0,0796;0,0906;0,0886;0,1307;0,1378;0,0885;0,0495;0,0158
1;2;3;BILDGEBENDE DIAGNOSTIK;10950772;0;0;28224;36150;35875;53019;125397;174631;201500;224268;248558;349498;567659;766238;872232;1002202;996165;1497300;1642867;1136039;713220;279730;0,0026;0,0033;0,0033;0,0048;0,0115;0,0159;0,0184;0,0205;0,0227;0,0319;0,0518;0,07;0,0797;0,0915;0,091;0,1367;0,15;0,1037;0,0651;0,0255
1;2;5;OPERATIONEN;15159136;0;0;62975;143539;121502;140960;276116;416009;582397;668285;601103;686178;1014546;1240328;1292705;1380426;1280284;1770913;1728748;990865;551120;210137;0,0042;0,0095;0,008;0,0093;0,0182;0,0274;0,0384;0,0441;0,0397;0,0453;0,0669;0,0818;0,0853;0,0911;0,0845;0,1168;0,114;0,0654;0,0364;0,0139
1;2;6;MEDIKAMENTE;285194;0;0;10984;2221;2529;4282;4698;3885;4620;5158;5699;8910;15971;24043;29116;33554;31017;41198;34777;15585;5741;1206;0,0385;0,0078;0,0089;0,015;0,0165;0,0136;0,0162;0,0181;0,02;0,0312;0,056;0,0843;0,1021;0,1177;0,1088;0,1445;0,1219;0,0546;0,0201;0,0042
1;2;8;NICHTOPERATIVE THERAPEUTISCHE MASSNAHMEN;13898679;0;0;473059;148990;94667;105095;140537;150478;196632;228916;237141;333404;596479;882332;1084243;1285729;1289855;1923777;2090906;1410501;870904;355034;0,034;0,0107;0,0068;0,0076;0,0101;0,0108;0,0141;0,0165;0,0171;0,024;0,0429;0,0635;0,078;0,0925;0,0928;0,1384;0,1504;0,1015;0,0627;0,0255
1;2;9;ERGÄNZENDE MASSNAHMEN;1882540;0;0;615961;8225;10930;13705;22722;58409;130809;156703;85111;31596;31447;44348;52614;61503;63794;104151;132761;114721;92920;50110;0,3272;0,0044;0,0058;0,0073;0,0121;0,031;0,0695;0,0832;0,0452;0,0168;0,0167;0,0236;0,0279;0,0327;0,0339;0,0553;0,0705;0,0609;0,0494;0,0266
1;3;1;Bestimmte infektiöse und parasitäre Krankheiten;4535;5,899;4,9862;122;299;155;140;207;189;129;140;114;114;160;208;256;284;289;411;484;387;298;149;0,0269;0,0659;0,0342;0,0309;0,0456;0,0417;0,0284;0,0309;0,0251;0,0251;0,0353;0,0459;0,0564;0,0626;0,0637;0,0906;0,1067;0,0853;0,0657;0,0329
1;3;2;Neubildungen;48232;4,7107;4,7494;18;13;13;56;203;361;640;1002;1567;2833;4436;4170;3757;4423;4705;6639;6536;3888;2212;760;0,0004;0,0003;0,0003;0,0012;0,0042;0,0075;0,0133;0,0208;0,0325;0,0587;0,092;0,0865;0,0779;0,0917;0,0975;0,1376;0,1355;0,0806;0,0459;0,0158
1;3;3;Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems;1781;5,2235;4,9339;2;5;2;2;16;7;11;18;26;35;48;64;67;92;121;245;296;322;234;168;0,0011;0,0028;0,0011;0,0011;0,009;0,0039;0,0062;0,0101;0,0146;0,0197;0,027;0,0359;0,0376;0,0517;0,0679;0,1376;0,1662;0,1808;0,1314;0,0943
1;3;4;Endokrine, Ernährungs- und Stoffwechselkrankheiten;8198;5,2507;5,3476;5;18;21;28;44;68;115;202;220;358;512;697;705;805;828;931;1075;741;540;285;0,0006;0,0022;0,0026;0,0034;0,0054;0,0083;0,014;0,0246;0,0268;0,0437;0,0625;0,085;0,086;0,0982;0,101;0,1136;0,1311;0,0904;0,0659;0,0348
1;3;5;Psychische und Verhaltensstörungen;1476;5,8435;6,076;3;0;4;22;77;65;55;102;85;127;188;202;135;89;64;86;68;61;26;17;0,002;0;0,0027;0,0149;0,0522;0,044;0,0373;0,0691;0,0576;0,086;0,1274;0,1369;0,0915;0,0603;0,0434;0,0583;0,0461;0,0413;0,0176;0,0115
1;3;6;Krankheiten des Nervensystems;5696;2,6053;3,0134;4;234;100;42;44;80;106;165;185;350;501;589;639;543;437;565;567;300;184;61;0,0007;0,0411;0,0176;0,0074;0,0077;0,014;0,0186;0,029;0,0325;0,0614;0,088;0,1034;0,1122;0,0953;0,0767;0,0992;0,0995;0,0527;0,0323;0,0107
1;3;7;Krankheiten des Auges und der Augenanhangsgebilde;44391;2,0445;1,5948;2;61;238;133;139;154;179;207;248;411;849;1313;1970;3202;4265;8351;10522;6941;4084;1122;0;0,0014;0,0054;0,003;0,0031;0,0035;0,004;0,0047;0,0056;0,0093;0,0191;0,0296;0,0444;0,0721;0,0961;0,1881;0,237;0,1564;0,092;0,0253
1;3;8;Krankheiten des Ohres und des Warzenfortsatzes;8851;3,4785;2,2116;25;210;322;291;345;385;409;445;501;641;872;958;840;705;556;620;439;188;77;22;0,0028;0,0237;0,0364;0,0329;0,039;0,0435;0,0462;0,0503;0,0566;0,0724;0,0985;0,1082;0,0949;0,0797;0,0628;0,07;0,0496;0,0212;0,0087;0,0025
1;3;9;Krankheiten des Kreislaufsystems;45502;3,8456;4,947;0;10;19;46;142;222;323;479;733;1178;2100;3058;3839;4846;5181;7236;7520;4656;2791;1123;0;0,0002;0,0004;0,001;0,0031;0,0049;0,0071;0,0105;0,0161;0,0259;0,0462;0,0672;0,0844;0,1065;0,1139;0,159;0,1653;0,1023;0,0613;0,0247
1;3;10;Krankheiten des Atmungssystems;103783;3,3362;2,2378;220;8279;6818;3534;10324;12613;10686;8972;7300;6705;6835;5948;4448;3249;2255;2099;1693;927;589;289;0,0021;0,0798;0,0657;0,0341;0,0995;0,1215;0,103;0,0864;0,0703;0,0646;0,0659;0,0573;0,0429;0,0313;0,0217;0,0202;0,0163;0,0089;0,0057;0,0028
1;3;11;Krankheiten des Verdauungssystems;38503;2,9923;3,0325;111;181;249;436;1195;1591;1841;1913;1972;2488;3402;3631;3359;3177;2761;3450;3255;1903;1135;453;0,0029;0,0047;0,0065;0,0113;0,031;0,0413;0,0478;0,0497;0,0512;0,0646;0,0884;0,0943;0,0872;0,0825;0,0717;0,0896;0,0845;0,0494;0,0295;0,0118
1;3;12;Krankheiten der Haut und der Unterhaut;5905;5,0218;5,7162;76;63;50;87;505;647;522;413;294;316;387;355;347;327;283;339;341;272;197;84;0,0129;0,0107;0,0085;0,0147;0,0855;0,1096;0,0884;0,0699;0,0498;0,0535;0,0655;0,0601;0,0588;0,0554;0,0479;0,0574;0,0577;0,0461;0,0334;0,0142
1;3;13;Krankheiten des Muskel-Skelett-Systems und des Bindegewebes;81573;5,5776;4,6565;1;14;31;223;998;1545;1774;1872;2366;4102;7095;9486;9842;9779;7955;10483;8745;3702;1295;265;0;0,0002;0,0004;0,0027;0,0122;0,0189;0,0217;0,0229;0,029;0,0503;0,087;0,1163;0,1207;0,1199;0,0975;0,1285;0,1072;0,0454;0,0159;0,0032
1;3;14;Krankheiten des Urogenitalsystems;59057;3,7157;3,1141;58;99;135;256;961;1599;2134;2537;2948;3753;5000;5053;4691;5242;4925;6476;6631;3752;2062;745;0,001;0,0017;0,0023;0,0043;0,0163;0,0271;0,0361;0,043;0,0499;0,0635;0,0847;0,0856;0,0794;0,0888;0,0834;0,1097;0,1123;0,0635;0,0349;0,0126
1;3;15;Schwangerschaft, Geburt und Wochenbett;61785;3,9735;3,0427;2;0;0;5;1622;8123;18158;21125;10536;2114;93;7;0;0;0;0;0;0;0;0;0;0;0;0,0001;0,0263;0,1315;0,2939;0,3419;0,1705;0,0342;0,0015;0,0001;0;0;0;0;0;0;0;0
1;3;16;Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben;6176;3,8548;1,9649;6175;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9998;0,0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3;17;Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien;3227;2,9377;2,394;636;210;373;295;295;247;226;148;121;118;131;121;83;60;40;46;40;23;10;4;0,1971;0,0651;0,1156;0,0914;0,0914;0,0765;0,07;0,0459;0,0375;0,0366;0,0406;0,0375;0,0257;0,0186;0,0124;0,0143;0,0124;0,0071;0,0031;0,0012
1;3;18;Symptome und abnorme klinische und Laborbefunde, die anderenorts nicht klassifiziert sind;14004;2,87;2,8192;62;58;93;204;411;509;484;457;419;505;784;816;923;1007;1040;1517;1800;1370;1050;495;0,0044;0,0041;0,0066;0,0146;0,0293;0,0363;0,0346;0,0326;0,0299;0,0361;0,056;0,0583;0,0659;0,0719;0,0743;0,1083;0,1285;0,0978;0,075;0,0353
1;3;19;Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen;23522;4,2789;5,5444;63;354;443;578;1514;1975;1563;1207;987;1203;1503;1500;1413;1307;1303;1933;1926;1335;920;495;0,0027;0,015;0,0188;0,0246;0,0644;0,084;0,0664;0,0513;0,042;0,0511;0,0639;0,0638;0,0601;0,0556;0,0554;0,0822;0,0819;0,0568;0,0391;0,021
1;3;20;Äußere Ursachen von Morbidität und Mortalität;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3;21;Faktoren, die den Gesundheitszustand beeinflussen und zur Inanspruchnahme des Gesundheitswesens führen;41228;3,6321;1,4932;39443;13;7;16;29;58;79;68;93;84;114;141;132;140;140;194;207;147;89;34;0,9567;0,0003;0,0002;0,0004;0,0007;0,0014;0,0019;0,0016;0,0023;0,002;0,0028;0,0034;0,0032;0,0034;0,0034;0,0047;0,005;0,0036;0,0022;0,0008
1;3;22;Schlüsselnummern für besondere Zwecke;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4;1;DIAGNOSTISCHE MASSNAHMEN;131934;0;0;17055;525;578;565;1454;2368;2935;3427;3659;4473;7002;8136;9521;10481;11235;15743;16167;9805;5184;1621;0,1293;0,004;0,0044;0,0043;0,011;0,0179;0,0222;0,026;0,0277;0,0339;0,0531;0,0617;0,0722;0,0794;0,0852;0,1193;0,1225;0,0743;0,0393;0,0123
1;4;3;BILDGEBENDE DIAGNOSTIK;64045;0;0;10;31;36;89;434;898;1363;1426;1712;2288;3779;4799;5599;6262;6569;9294;9345;5860;3233;1018;0,0002;0,0005;0,0006;0,0014;0,0068;0,014;0,0213;0,0223;0,0267;0,0357;0,059;0,0749;0,0874;0,0978;0,1026;0,1451;0,1459;0,0915;0,0505;0,0159
1;4;5;OPERATIONEN;855607;0;0;582;17992;13799;8414;28828;46880;57553;61091;49905;50156;65092;69299;63820;63493;56431;75261;68799;35630;17587;4995;0,0007;0,021;0,0161;0,0098;0,0337;0,0548;0,0673;0,0714;0,0583;0,0586;0,0761;0,081;0,0746;0,0742;0,066;0,088;0,0804;0,0416;0,0206;0,0058
1;4;6;MEDIKAMENTE;1314;0;0;0;2;1;0;2;4;14;14;18;37;36;96;117;167;200;203;207;133;46;17;0;0,0015;0,0008;0;0,0015;0,003;0,0107;0,0107;0,0137;0,0282;0,0274;0,0731;0,089;0,1271;0,1522;0,1545;0,1575;0,1012;0,035;0,0129
1;4;8;NICHTOPERATIVE THERAPEUTISCHE MASSNAHMEN;209028;0;0;2126;366;447;426;1816;4308;7470;8845;6543;6668;10597;14660;17505;20222;20302;28909;29105;16743;8952;3018;0,0102;0,0018;0,0021;0,002;0,0087;0,0206;0,0357;0,0423;0,0313;0,0319;0,0507;0,0701;0,0837;0,0967;0,0971;0,1383;0,1392;0,0801;0,0428;0,0144
1;4;9;ERGÄNZENDE MASSNAHMEN;85696;0;0;45939;1;4;9;741;3983;9962;12267;5960;1123;186;326;410;501;573;896;1021;780;647;367;0,5361;0;0;0,0001;0,0086;0,0465;0,1162;0,1431;0,0695;0,0131;0,0022;0,0038;0,0048;0,0058;0,0067;0,0105;0,0119;0,0091;0,0075;0,0043
2;1;A00-A09;Infektiöse Darmkrankheiten;257387;4,6984;5,2304;17024;35965;14354;11805;13293;12673;10797;8425;6439;6288;7964;8350;8326;8989;8920;14575;19637;18222;16217;9124;0,0661;0,1397;0,0558;0,0459;0,0516;0,0492;0,0419;0,0327;0,025;0,0244;0,0309;0,0324;0,0323;0,0349;0,0347;0,0566;0,0763;0,0708;0,063;0,0354
2;1;A15-A19;Tuberkulose;6346;23,7094;29,5312;35;144;109;77;386;602;582;467;414;389;392;466;385;350;306;354;395;290;164;39;0,0055;0,0227;0,0172;0,0121;0,0608;0,0949;0,0917;0,0736;0,0652;0,0613;0,0618;0,0734;0,0607;0,0552;0,0482;0,0558;0,0622;0,0457;0,0258;0,0061
2;1;A20-A28;Bestimmte bakterielle Zoonosen;887;7,2018;11,0159;1;37;43;43;43;50;61;33;48;58;59;71;65;48;60;69;52;20;11;15;0,0011;0,0417;0,0485;0,0485;0,0485;0,0564;0,0688;0,0372;0,0541;0,0654;0,0665;0,08;0,0733;0,0541;0,0676;0,0778;0,0586;0,0225;0,0124;0,0169
2;1;A30-A49;Sonstige bakterielle Krankheiten;200471;10,81;10,2379;1778;2311;1452;1181;1756;1988;2342;2805;3440;4960;7785;10571;12371;15294;15767;25718;31948;26290;20488;10226;0,0089;0,0115;0,0072;0,0059;0,0088;0,0099;0,0117;0,014;0,0172;0,0247;0,0388;0,0527;0,0617;0,0763;0,0786;0,1283;0,1594;0,1311;0,1022;0,051
2;1;A50-A64;Infektionen, die vorwiegend durch Geschlechtsverkehr übertragen werden;2720;5,9551;5,4896;17;6;1;24;540;505;352;247;179;179;175;189;89;48;45;57;30;24;11;2;0,0063;0,0022;0,0004;0,0088;0,1985;0,1857;0,1294;0,0908;0,0658;0,0658;0,0643;0,0695;0,0327;0,0176;0,0165;0,021;0,011;0,0088;0,004;0,0007
2;1;A65-A69;Sonstige Spirochätenkrankheiten;5762;9,0765;6,8343;3;173;668;502;259;157;199;192;210;280;370;423;444;423;339;495;378;175;65;7;0,0005;0,03;0,1159;0,0871;0,0449;0,0272;0,0345;0,0333;0,0364;0,0486;0,0642;0,0734;0,0771;0,0734;0,0588;0,0859;0,0656;0,0304;0,0113;0,0012
2;1;A70-A74;Sonstige Krankheiten durch Chlamydien;195;6,9744;5,4626;5;3;4;10;18;17;18;18;9;9;15;13;14;10;6;9;12;3;2;0;0,0256;0,0154;0,0205;0,0513;0,0923;0,0872;0,0923;0,0923;0,0462;0,0462;0,0769;0,0667;0,0718;0,0513;0,0308;0,0462;0,0615;0,0154;0,0103;0
2;1;A75-A79;Rickettsiosen;137;8,292;9,846;0;0;1;1;3;7;15;10;10;11;9;18;17;12;10;7;4;2;0;0;0;0;0,0073;0,0073;0,0219;0,0511;0,1095;0,073;0,073;0,0803;0,0657;0,1314;0,1241;0,0876;0,073;0,0511;0,0292;0,0146;0;0
2;1;A80-A89;Virusinfektionen des Zentralnervensystems;5076;9,4864;11,1046;195;199;322;183;254;353;411;464;368;303;329;298;223;239;210;268;249;135;57;16;0,0384;0,0392;0,0634;0,0361;0,05;0,0695;0,081;0,0914;0,0725;0,0597;0,0648;0,0587;0,0439;0,0471;0,0414;0,0528;0,0491;0,0266;0,0112;0,0032
2;1;A90-A99;Durch Arthropoden übertragene Viruskrankheiten und virale hämorrhagische Fieber;652;5,8221;4,3339;1;2;4;8;27;62;99;75;67;48;91;67;43;18;12;18;7;2;1;0;0,0015;0,0031;0,0061;0,0123;0,0414;0,0951;0,1518;0,115;0,1028;0,0736;0,1396;0,1028;0,066;0,0276;0,0184;0,0276;0,0107;0,0031;0,0015;0
2;1;B00-B09;Virusinfektionen, die durch Haut- und Schleimhautläsionen gekennzeichnet sind;36041;7,1375;6,266;1897;3957;868;700;818;846;887;894;888;953;1256;1573;1830;2122;2213;3858;4283;3058;2176;964;0,0526;0,1098;0,0241;0,0194;0,0227;0,0235;0,0246;0,0248;0,0246;0,0264;0,0348;0,0436;0,0508;0,0589;0,0614;0,107;0,1188;0,0848;0,0604;0,0267
2;1;B15-B19;Virushepatitis;3230;5,7728;6,619;9;25;66;66;83;136;188;254;280;268;334;372;333;261;161;146;145;61;30;12;0,0028;0,0077;0,0204;0,0204;0,0257;0,0421;0,0582;0,0786;0,0867;0,083;0,1034;0,1152;0,1031;0,0808;0,0498;0,0452;0,0449;0,0189;0,0093;0,0037
2;1;B20-B24;HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];1176;11,8673;14,7229;6;2;5;7;3;32;66;119;146;167;212;164;95;63;38;35;14;1;1;0;0,0051;0,0017;0,0043;0,006;0,0026;0,0272;0,0561;0,1012;0,1241;0,142;0,1803;0,1395;0,0808;0,0536;0,0323;0,0298;0,0119;0,0009;0,0009;0
2;1;B25-B34;Sonstige Viruskrankheiten;24467;4,587;5,8638;2488;4138;1940;1910;3836;2029;1289;992;762;620;713;685;605;549;460;502;475;264;158;52;0,1017;0,1691;0,0793;0,0781;0,1568;0,0829;0,0527;0,0405;0,0311;0,0253;0,0291;0,028;0,0247;0,0224;0,0188;0,0205;0,0194;0,0108;0,0065;0,0021
2;1;B35-B49;Mykosen;10644;10,2846;12,1216;236;145;79;70;156;147;178;203;207;347;537;727;861;957;871;1417;1514;1063;652;277;0,0222;0,0136;0,0074;0,0066;0,0147;0,0138;0,0167;0,0191;0,0194;0,0326;0,0505;0,0683;0,0809;0,0899;0,0818;0,1331;0,1422;0,0999;0,0613;0,026
