Type;viersteller;vierstellername;AnzahlA;Anzahl KH;mwNennungenKH;antKHTop10Prozent;antKHTop20Prozent;antKHTop30Prozent;antKHTop40Prozent;antKHTop50Prozent
1;5-056;Neurolyse und Dekompression eines Nerven;54692;1065;51.354;0.5137;0.6992;0.8089;0.8774;0.9218
1;5-057;Neurolyse und Dekompression eines Nerven mit Transposition;4463;518;8.6158;0.6523;0.7901;0.862;0.9034;0.9312
1;5-058;Andere Rekonstruktion eines Nerven und Nervenplexus;414;154;2.6883;0.3961;0.57;0.6739;0.7512;0.814
1;5-059;Andere Operationen an Nerven und Ganglien;10469;515;20.3282;0.5356;0.7185;0.8207;0.8844;0.9301
1;5-060;Inzision im Gebiet der Schilddrüse;1762;474;3.7173;0.4398;0.601;0.6981;0.7775;0.8309
1;5-061;Hemithyreoidektomie;23891;853;28.0082;0.5166;0.6808;0.7834;0.8549;0.9069
1;5-062;Andere partielle Schilddrüsenresektion;10698;827;12.9359;0.5269;0.6821;0.7857;0.8575;0.9062
1;5-063;Thyreoidektomie;33902;863;39.2839;0.5329;0.6961;0.7953;0.8678;0.9185
1;5-064;Operationen an der Schilddrüse durch Sternotomie;211;130;1.6231;0.3128;0.4455;0.5687;0.6303;0.6919
1;5-065;Exzision des Ductus thyreoglossus;2124;262;8.1069;0.4218;0.5824;0.7133;0.8131;0.879
1;5-066;Partielle Nebenschilddrüsenresektion;2587;343;7.5423;0.6521;0.7793;0.8477;0.8929;0.9219
1;5-067;Parathyreoidektomie;4483;479;9.3591;0.5753;0.731;0.818;0.8751;0.9152
1;5-068;Operationen an der Nebenschilddrüse durch Sternotomie;57;36;1.5833;0.3684;0.4737;0.5614;0.614;0.6842
1;5-069;Andere Operationen an Schilddrüse und Nebenschilddrüsen;68389;877;77.9806;0.542;0.6984;0.8015;0.8712;0.9205
1;5-070;Exploration der (Umgebung der) Nebenniere;58;44;1.3182;0.2241;0.3966;0.4655;0.5517;0.6207
1;5-071;Partielle Adrenalektomie;583;237;2.4599;0.4065;0.5557;0.6621;0.7444;0.7976
1;5-072;Adrenalektomie;3247;501;6.481;0.4555;0.6273;0.7395;0.8149;0.8728
1;5-073;Andere Operationen an der Nebenniere;121;81;1.4938;0.2893;0.4215;0.5289;0.595;0.6694
1;5-074;Exzision und Resektion von erkranktem Gewebe des Corpus pineale;45;23;1.9565;0.2667;0.4889;0.5778;0.6667;0.7556
1;5-075;Exzision und Resektion von erkranktem Gewebe der Hypophyse;2828;140;20.20;0.4554;0.6262;0.744;0.8331;0.8918
1;5-076;Andere Operationen an der Hypophyse;44;27;1.6296;0.3409;0.4318;0.5682;0.6364;0.7045
1;5-077;Exzision und Resektion des Thymus;2075;235;8.8298;0.6492;0.7614;0.8333;0.8829;0.9195
1;5-078;Andere Operationen am Thymus;39;22;1.7727;0.4103;0.5128;0.6154;0.6667;0.7179
1;5-079;Operationen an anderen endokrinen Drüsen;2;2;1.00;0.50;0.50;0.50;0.50;0.50
1;5-080;Inzision der Tränendrüse;14;14;1.00;0.0714;0.2143;0.2857;0.4286;0.50
1;5-081;Exzision von (erkranktem) Gewebe der Tränendrüse;79;46;1.7174;0.2911;0.4304;0.557;0.6456;0.7089
1;5-082;Andere Operationen an der Tränendrüse;50;10;5.00;0.60;0.68;0.76;0.84;0.88
1;5-084;Inzision von Tränensack und sonstigen Tränenwegen;610;117;5.2137;0.341;0.5443;0.6918;0.782;0.8475
1;5-085;Exzision von erkranktem Gewebe an Tränensack und sonstigen Tränenwegen;283;85;3.3294;0.3534;0.5406;0.6678;0.7527;0.8304
1;5-086;Rekonstruktion des Tränenkanals und Tränenpunktes;2972;131;22.687;0.6023;0.7715;0.8607;0.9085;0.9448
1;5-087;Dakryozystorhinostomie;2433;156;15.5962;0.4135;0.5919;0.7287;0.8224;0.8907
1;5-088;Andere Rekonstruktion der Tränenwege;1841;97;18.9794;0.7469;0.8485;0.9082;0.9386;0.9587
1;5-089;Andere Operationen an den Tränenwegen;294;79;3.7215;0.551;0.6701;0.7517;0.8163;0.8673
1;5-090;Inzision des (erkrankten) Augenlides;626;150;4.1733;0.3914;0.5735;0.7013;0.7987;0.8594
1;5-091;Exzision und Destruktion von (erkranktem) Gewebe des Augenlides;11489;306;37.5458;0.5217;0.7485;0.8871;0.9486;0.9744
1;5-092;Operationen an Kanthus und Epikanthus;3874;212;18.2736;0.5878;0.7723;0.8699;0.9202;0.9489
1;5-093;Korrekturoperation bei Entropium und Ektropium;7639;183;41.7432;0.5028;0.7077;0.8231;0.9021;0.9504
1;5-094;Korrekturoperation bei Blepharoptosis;3714;137;27.1095;0.4575;0.6368;0.7754;0.8721;0.9319
1;5-095;Naht des Augenlides;3745;235;15.9362;0.4708;0.687;0.8323;0.9113;0.9557
1;5-096;Andere Rekonstruktion der Augenlider;12022;271;44.3616;0.6153;0.7975;0.9036;0.9557;0.9779
1;5-097;Blepharoplastik;5678;248;22.8952;0.6596;0.819;0.8901;0.9296;0.9546
1;5-098;Vertikale Lidverlängerung;524;64;8.1875;0.6145;0.7691;0.8473;0.9008;0.9294
1;5-099;Andere Operationen am Augenlid;710;133;5.3383;0.4085;0.6085;0.7268;0.807;0.869
1;5-10a;Verstärkende Eingriffe an einem geraden Augenmuskel;1924;76;25.3158;0.5551;0.7074;0.8306;0.8955;0.933
1;5-10b;Schwächende Eingriffe an einem geraden Augenmuskel;2229;85;26.2235;0.5792;0.7304;0.8457;0.9062;0.9462
1;5-10c;Chirurgie der Abrollstrecke (Faden-Operation, Myopexie);155;33;4.697;0.3677;0.6194;0.7355;0.8258;0.8903
1;5-10d;Transposition eines geraden Augenmuskels;100;31;3.2258;0.30;0.52;0.68;0.77;0.85
1;5-10e;Andere Operationen an den geraden Augenmuskeln;1337;97;13.7835;0.5954;0.7577;0.8564;0.9102;0.9424
1;5-10f;Verstärkende Eingriffe an einem schrägen Augenmuskel;159;42;3.7857;0.4591;0.6164;0.7296;0.7987;0.8491
1;5-10g;Schwächende Eingriffe an einem schrägen Augenmuskel;837;55;15.2182;0.509;0.675;0.7933;0.8483;0.8973
1;5-10h;Transposition eines schrägen Augenmuskels;63;16;3.9375;0.5397;0.6349;0.746;0.7778;0.8413
1;5-10j;Andere Operationen an den schrägen Augenmuskeln;469;45;10.4222;0.7591;0.8294;0.8806;0.9083;0.9318
1;5-10k;Kombinierte Operationen an den Augenmuskeln;6538;88;74.2955;0.4998;0.6808;0.7842;0.8657;0.9179
1;5-10m;Andere Operationen an den Augenmuskeln;41;27;1.5185;0.3171;0.4146;0.5366;0.6098;0.6829
1;5-110;Operative Entfernung eines Fremdkörpers aus der Konjunktiva;200;79;2.5316;0.295;0.46;0.585;0.685;0.765
1;5-112;Exzision und Destruktion von (erkranktem) Gewebe der Konjunktiva;2031;120;16.925;0.3904;0.5913;0.7272;0.8208;0.8868
1;5-113;Konjunktivaplastik;1180;99;11.9192;0.4017;0.5831;0.7127;0.8008;0.8678
1;5-114;Lösung von Adhäsionen zwischen Konjunktiva und Augenlid;327;65;5.0308;0.5535;0.6911;0.7798;0.841;0.893
1;5-115;Naht der Konjunktiva;4650;119;39.0756;0.5856;0.7445;0.8292;0.8841;0.9262
1;5-119;Andere Operationen an der Konjunktiva;292;84;3.4762;0.3185;0.524;0.6541;0.7534;0.8219
1;5-120;Operative Entfernung eines Fremdkörpers aus der Kornea;416;91;4.5714;0.3317;0.5048;0.6226;0.7236;0.8149
1;5-121;Inzision der Kornea;301;36;8.3611;0.8007;0.8605;0.897;0.9169;0.9402
1;5-122;Operationen bei Pterygium;2886;111;26.00;0.3652;0.5239;0.6435;0.7439;0.8354
1;5-123;Exzision und Destruktion von (erkranktem) Gewebe der Kornea;5291;115;46.0087;0.4767;0.6668;0.7991;0.8643;0.9149
1;5-124;Naht der Kornea;3666;119;30.8067;0.4059;0.5848;0.7106;0.8028;0.8737
1;5-125;Hornhauttransplantation und Keratoprothetik;8233;96;85.7604;0.5126;0.6962;0.8132;0.8799;0.9297
1;5-126;Refraktive Keratoplastik und andere Rekonstruktion der Kornea;274;40;6.85;0.6387;0.7664;0.8431;0.8905;0.9197
1;5-129;Andere Operationen an der Kornea;6373;123;51.813;0.36;0.6049;0.7461;0.8384;0.9095
1;5-130;Operative Entfernung eines Fremdkörpers aus der vorderen Augenkammer;129;56;2.3036;0.2791;0.4264;0.5581;0.6357;0.7287
1;5-131;Senkung des Augeninnendruckes durch filtrierende Operationen;16062;116;138.4655;0.3376;0.5393;0.6798;0.7833;0.8615
1;5-132;Senkung des Augeninnendruckes durch Operationen am Corpus ciliare;9808;119;82.4202;0.3191;0.5046;0.6416;0.7531;0.8317
1;5-133;Senkung des Augeninnendruckes durch Verbesserung der Kammerwasserzirkulation;12095;123;98.3333;0.3783;0.5677;0.6935;0.7914;0.8691
1;5-134;Senkung des Augeninnendruckes durch nicht filtrierende Operationen;3056;65;47.0154;0.5975;0.7241;0.841;0.9103;0.9516
1;5-135;Exzision und Destruktion von erkranktem Gewebe an Iris, Corpus ciliare und Sklera;227;63;3.6032;0.3833;0.5903;0.7048;0.7753;0.837
1;5-136;Andere Iridektomie und Iridotomie;2885;112;25.7589;0.6007;0.7345;0.826;0.8832;0.9244
1;5-137;Andere Operationen an der Iris;10471;125;83.768;0.3598;0.522;0.6598;0.7663;0.8542
1;5-138;Operationen an der Sklera;2860;115;24.8696;0.5273;0.671;0.778;0.8462;0.8951
1;5-139;Andere Operationen an Sklera, vorderer Augenkammer, Iris und Corpus ciliare;38678;132;293.0152;0.4303;0.6306;0.7723;0.8625;0.9246
1;5-140;Entfernung eines Fremdkörpers aus der Augenlinse;25;21;1.1905;0.16;0.32;0.40;0.48;0.60
1;5-142;Kapsulotomie der Linse;6106;132;46.2576;0.4396;0.622;0.7502;0.8413;0.9055
1;5-143;Intrakapsuläre Extraktion der Linse;504;100;5.04;0.4127;0.5734;0.6964;0.7877;0.8492
1;5-144;Extrakapsuläre Extraktion der Linse [ECCE];96146;143;672.3497;0.2777;0.4542;0.5903;0.7047;0.8093
1;5-145;Andere Linsenextraktionen;2331;111;21.00;0.272;0.4496;0.5916;0.7104;0.8151
1;5-146;(Sekundäre) Einführung und Wechsel einer alloplastischen Linse;4256;118;36.0678;0.281;0.4742;0.5996;0.7131;0.8019
1;5-147;Revision und Entfernung einer alloplastischen Linse;2198;116;18.9483;0.3103;0.4809;0.6201;0.7179;0.8039
1;5-149;Andere Operationen an der Linse;7456;118;63.1864;0.7507;0.8483;0.8953;0.9305;0.9535
1;5-150;Entfernung eines Fremdkörpers aus dem hinteren Augenabschnitt;136;68;2.00;0.2647;0.4338;0.5441;0.6471;0.75
1;5-152;Fixation der Netzhaut durch eindellende Operationen;5079;113;44.9469;0.5678;0.7425;0.8462;0.912;0.9524
1;5-153;Revision, Wechsel und Entfernung einer Cerclage oder Plombe, die zur Fixation der Netzhaut angelegt wurde;468;84;5.5714;0.3333;0.547;0.6795;0.7778;0.8397
1;5-154;Andere Operationen zur Fixation der Netzhaut;53703;137;391.9927;0.3571;0.565;0.7228;0.8209;0.8953
1;5-155;Destruktion von erkranktem Gewebe an Retina und Choroidea;16711;143;116.8601;0.3757;0.5849;0.724;0.8255;0.8999
1;5-156;Andere Operationen an der Retina;30276;140;216.2571;0.389;0.5768;0.7082;0.8031;0.8764
1;5-157;Andere Operationen an der Choroidea;1747;85;20.5529;0.7235;0.8397;0.8987;0.9302;0.9542
1;5-158;Pars-plana-Vitrektomie;64607;130;496.9769;0.269;0.465;0.6226;0.7374;0.826
1;5-159;Vitrektomie über anderen Zugang und andere Operationen am Corpus vitreum;37861;125;302.888;0.381;0.5849;0.7298;0.8256;0.9037
1;5-160;Orbitotomie;4656;176;26.4545;0.5685;0.7618;0.8713;0.9255;0.9575
1;5-161;Entfernung eines Fremdkörpers aus Orbita und Augapfel, n.n.bez.;182;89;2.0449;0.2967;0.4505;0.5659;0.6648;0.7582
1;5-162;Entfernung des Augeninhaltes [Eviszeration];151;47;3.2128;0.3444;0.4901;0.6225;0.7285;0.8146
1;5-163;Entfernung des Augapfels [Enukleation];1234;105;11.7524;0.4546;0.6086;0.7326;0.8088;0.8736
1;5-164;Andere Exzision, Destruktion und Exenteration der Orbita und Orbitainnenhaut;1088;140;7.7714;0.4697;0.6691;0.7904;0.8585;0.9063
1;5-165;Sekundäre Einführung, Revision und Entfernung eines Orbitaimplantates;247;66;3.7424;0.502;0.6518;0.7368;0.7935;0.8502
1;5-166;Revision und Rekonstruktion von Orbita und Augapfel;1486;155;9.5871;0.4764;0.6635;0.7921;0.8708;0.9192
1;5-167;Rekonstruktion der Orbitawand;806;129;6.2481;0.4516;0.6315;0.7481;0.83;0.8883
1;5-168;Operationen am N. opticus;255;66;3.8636;0.4157;0.5686;0.6824;0.7529;0.8196
1;5-169;Andere Operationen an Orbita, Auge und Augapfel;3121;173;18.0405;0.712;0.8504;0.9055;0.9423;0.9635
1;5-180;Inzision am äußeren Ohr;2315;237;9.7679;0.7758;0.8454;0.8933;0.9266;0.9473
1;5-181;Exzision und Destruktion von erkranktem Gewebe des äußeren Ohres;12669;452;28.0288;0.5588;0.7637;0.8837;0.9425;0.9685
1;5-182;Resektion der Ohrmuschel;2589;287;9.0209;0.4013;0.6018;0.7323;0.8231;0.8853
1;5-183;Wundversorgung am äußeren Ohr;1616;434;3.7235;0.4047;0.5959;0.7116;0.7933;0.8465
1;5-184;Plastische Korrektur abstehender Ohren;1333;220;6.0591;0.4089;0.5836;0.7007;0.7892;0.8575
1;5-185;Konstruktion und Rekonstruktion des äußeren Gehörganges;8387;204;41.1127;0.4829;0.6546;0.7648;0.8436;0.9006
1;5-186;Plastische Rekonstruktion von Teilen der Ohrmuschel;2245;266;8.4398;0.5287;0.6878;0.7938;0.857;0.9051
1;5-187;Plastische Rekonstruktion der gesamten Ohrmuschel;358;115;3.113;0.5894;0.6899;0.757;0.8073;0.8408
1;5-188;Andere Rekonstruktion des äußeren Ohres;742;183;4.0546;0.473;0.6307;0.7237;0.7925;0.8437
1;5-189;Andere Operationen am äußeren Ohr;11576;234;49.4701;0.4307;0.6628;0.8037;0.9089;0.9604
1;5-192;Revision einer Stapedektomie;328;90;3.6444;0.372;0.561;0.6768;0.7652;0.8293
1;5-193;Andere Operationen an den Gehörknöchelchen;505;67;7.5373;0.7327;0.8416;0.8871;0.9149;0.9347
1;5-194;Myringoplastik [Tympanoplastik Typ I];7430;194;38.299;0.3428;0.5459;0.693;0.8047;0.8773
1;5-195;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen);17666;197;89.6751;0.3263;0.5023;0.6445;0.7579;0.839
1;5-197;Stapesplastik;2632;167;15.7605;0.3628;0.546;0.6782;0.7747;0.8457
1;5-198;Fensterungsoperation des Promotoriums;16;14;1.1429;0.125;0.3125;0.375;0.50;0.5625
1;5-199;Andere mikrochirurgische Operationen am Mittelohr;442;80;5.525;0.6312;0.7715;0.8281;0.8688;0.905
1;5-200;Parazentese [Myringotomie];39071;377;103.6366;0.389;0.6307;0.8058;0.9212;0.9812
1;5-201;Entfernung einer Paukendrainage;1167;191;6.1099;0.3136;0.4953;0.6307;0.7361;0.8243
1;5-202;Inzision an Warzenfortsatz und Mittelohr;5025;183;27.459;0.4171;0.6016;0.7212;0.8129;0.879
1;5-203;Mastoidektomie;5758;207;27.8164;0.4515;0.6292;0.7603;0.8496;0.9113
1;5-204;Rekonstruktion des Mittelohres;5568;178;31.2809;0.4494;0.6365;0.7514;0.8339;0.8974
1;5-205;Andere Exzisionen an Mittel- und Innenohr;5287;180;29.3722;0.5245;0.717;0.8319;0.9022;0.9438
1;5-208;Inzision [Eröffnung] und Destruktion [Ausschaltung] des Innenohres;370;72;5.1389;0.4946;0.6595;0.7622;0.8243;0.8811
1;5-209;Andere Operationen am Mittel- und Innenohr;12197;191;63.8586;0.4222;0.6209;0.7458;0.835;0.9027
1;5-210;Operative Behandlung einer Nasenblutung;12218;701;17.4294;0.552;0.7805;0.8753;0.9245;0.9517
1;5-211;Inzision der Nase;2891;222;13.0225;0.3542;0.5368;0.6749;0.7779;0.8565
1;5-212;Exzision und Destruktion von erkranktem Gewebe der Nase;15361;450;34.1356;0.6341;0.8078;0.8953;0.9487;0.974
1;5-213;Resektion der Nase;1801;200;9.005;0.5847;0.7179;0.8034;0.8634;0.9095
1;5-214;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums;60013;304;197.4112;0.3616;0.5742;0.7227;0.8382;0.9215
1;5-215;Operationen an der unteren Nasenmuschel [Concha nasalis];107086;293;365.4812;0.4178;0.6297;0.7721;0.8711;0.9388
1;5-216;Reposition einer Nasenfraktur;7414;381;19.4593;0.4911;0.7058;0.8257;0.901;0.9482
1;5-217;Plastische Rekonstruktion der äußeren Nase;7362;341;21.5894;0.5596;0.73;0.8305;0.8968;0.9412
1;5-218;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik];11076;265;41.7962;0.4415;0.6182;0.7591;0.8553;0.9205
1;5-219;Andere Operationen an der Nase;874;246;3.5528;0.397;0.5709;0.6945;0.7769;0.8387
1;5-220;Nasennebenhöhlenpunktion;489;125;3.912;0.4479;0.6033;0.7117;0.7853;0.8446
1;5-221;Operationen an der Kieferhöhle;23015;259;88.861;0.3907;0.5845;0.725;0.8301;0.9075
1;5-222;Operation am Siebbein und an der Keilbeinhöhle;25703;239;107.5439;0.3767;0.5668;0.7054;0.8099;0.8927
1;5-223;Operationen an der Stirnhöhle;6289;200;31.445;0.5335;0.7017;0.81;0.8793;0.927
1;5-224;Operationen an mehreren Nasennebenhöhlen;26937;240;112.2375;0.3198;0.529;0.6748;0.7811;0.8608
1;5-225;Plastische Rekonstruktion der Nasennebenhöhlen;3545;179;19.8045;0.4542;0.6942;0.8333;0.9123;0.9509
1;5-229;Andere Operationen an den Nasennebenhöhlen;1541;150;10.2733;0.4809;0.6846;0.8001;0.8676;0.9169
1;5-230;Zahnextraktion;24585;570;43.1316;0.8267;0.9407;0.965;0.9766;0.984
1;5-231;Operative Zahnentfernung (durch Osteotomie);22021;303;72.6766;0.568;0.8617;0.963;0.9821;0.9896
1;5-232;Zahnsanierung durch Füllung;1483;159;9.327;0.4727;0.71;0.8274;0.8894;0.9278
1;5-233;Prothetischer Zahnersatz;200;65;3.0769;0.455;0.59;0.70;0.765;0.835
1;5-235;Replantation, Transplantation, Implantation und Stabilisierung eines Zahnes;1223;134;9.1269;0.3401;0.5715;0.7244;0.8381;0.9076
1;5-236;Entfernung eines transplantierten Zahnes;11;11;1.00;0.0909;0.1818;0.2727;0.3636;0.5455
1;5-237;Wurzelspitzenresektion und Wurzelkanalbehandlung;1356;174;7.7931;0.4218;0.6431;0.7817;0.8702;0.9196
1;5-240;Inzision des Zahnfleisches und Osteotomie des Alveolarkammes;2699;175;15.4229;0.7054;0.8618;0.9148;0.9448;0.9618
1;5-241;Gingivaplastik;11200;141;79.4326;0.5112;0.7623;0.8969;0.9628;0.9845
1;5-242;Andere Operationen am Zahnfleisch;8691;265;32.7962;0.7065;0.8714;0.9427;0.9697;0.9818
1;5-243;Exzision einer odontogenen pathologischen Veränderung des Kiefers;5115;169;30.2663;0.3738;0.6004;0.7617;0.8815;0.9509
1;5-244;Alveolarkammplastik und Vestibulumplastik;4567;136;33.5809;0.7132;0.8342;0.8966;0.9337;0.9586
1;5-245;Zahnfreilegung;240;79;3.038;0.3208;0.5042;0.6333;0.7333;0.8042
1;5-249;Andere Operationen und Maßnahmen an Gebiss, Zahnfleisch und Alveolen;7115;224;31.7634;0.5598;0.8058;0.9164;0.9654;0.9793
1;5-250;Inzision, Exzision und Destruktion von erkranktem Gewebe der Zunge;4775;236;20.2331;0.3518;0.5441;0.689;0.7937;0.8727
1;5-251;Partielle Glossektomie;2160;177;12.2034;0.3236;0.5185;0.6718;0.7819;0.8537
1;5-252;Glossektomie;234;80;2.925;0.3205;0.4957;0.6154;0.7009;0.7692
1;5-253;Rekonstruktion der Zunge;1054;269;3.9182;0.3681;0.5503;0.6793;0.7751;0.8387
1;5-259;Andere Operationen an der Zunge;2928;318;9.2075;0.5096;0.6906;0.7903;0.8583;0.9068
1;5-260;Inzision und Schlitzung einer Speicheldrüse und eines Speicheldrüsenausführungsganges;1425;190;7.50;0.3789;0.5761;0.7032;0.7902;0.8547
1;5-261;Exzision von erkranktem Gewebe einer Speicheldrüse und eines Speicheldrüsenausführungsganges;2381;228;10.443;0.3633;0.5603;0.693;0.7942;0.8677
1;5-262;Resektion einer Speicheldrüse;14566;237;61.4599;0.3046;0.4957;0.6495;0.7743;0.8631
1;5-263;Rekonstruktion einer Speicheldrüse und eines Speicheldrüsenausführungsganges;316;96;3.2917;0.4968;0.6266;0.7215;0.7816;0.8449
1;5-269;Andere Operationen an Speicheldrüse und Speicheldrüsenausführungsgang;2183;120;18.1917;0.5882;0.7471;0.8401;0.9015;0.9423
1;5-270;Äußere Inzision und Drainage im Mund-, Kiefer- und Gesichtsbereich;8672;458;18.9345;0.6327;0.8556;0.9189;0.9496;0.9675
1;5-271;Inzision des harten und weichen Gaumens;368;143;2.5734;0.2799;0.4511;0.5842;0.6929;0.7745
1;5-272;Exzision und Destruktion des (erkrankten) harten und weichen Gaumens;3221;217;14.8433;0.2862;0.4669;0.6209;0.7392;0.8292
1;5-273;Inzision, Exzision und Destruktion in der Mundhöhle;12098;346;34.9653;0.5651;0.8102;0.8995;0.9422;0.9673
