Type;Type2;Bereich;Bereichsname;Anzahl;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
1;1;21;Faktoren, die den Gesundheitszustand beeinflussen und zur Inanspruchnahme des Gesundheitswesens führen;657752;2.8902;1.6256;553648;5154;2512;2081;2428;2484;3669;4071;3978;3526;5160;7007;8055;8257;8517;8051;11360;9246;5781;2767;0.8417;0.0078;0.0038;0.0032;0.0037;0.0038;0.0056;0.0062;0.006;0.0054;0.0078;0.0107;0.0122;0.0126;0.0129;0.0122;0.0173;0.0141;0.0088;0.0042
1;1;22;Schlüsselnummern für besondere Zwecke;7;12.2857;19.2156;0;0;2;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0.00;0.2857;0;0.00;0;0.00;0;0.00;0;0.00;0.1429;0;0.1429;0.1429;0;0.1429;0;0.1429;0.00
2;1;A00-A09;Infektiöse Darmkrankheiten;249627;4.4967;5.05;15012;31833;14268;10166;12338;10952;10088;8140;6733;5675;7108;8848;9114;9285;10504;11509;20358;20694;16608;10394;0.0601;0.1275;0.0572;0.0407;0.0494;0.0439;0.0404;0.0326;0.027;0.0227;0.0285;0.0354;0.0365;0.0372;0.0421;0.0461;0.0816;0.0829;0.0665;0.0416
2;1;A15-A19;Tuberkulose;7774;22.766;27.1426;34;193;96;116;793;1059;922;650;502;417;442;404;388;365;321;251;364;246;164;47;0.0044;0.0248;0.0123;0.0149;0.102;0.1362;0.1186;0.0836;0.0646;0.0536;0.0569;0.052;0.0499;0.047;0.0413;0.0323;0.0468;0.0316;0.0211;0.006
2;1;A20-A28;Bestimmte bakterielle Zoonosen;1056;6.6439;5.8773;3;44;41;47;36;66;62;61;49;61;84;75;87;66;72;65;55;50;19;13;0.0028;0.0417;0.0388;0.0445;0.0341;0.0625;0.0587;0.0578;0.0464;0.0578;0.0795;0.071;0.0824;0.0625;0.0682;0.0616;0.0521;0.0473;0.018;0.0123
2;1;A30-A49;Sonstige bakterielle Krankheiten;229385;10.3381;9.9321;2347;2532;1496;1059;1818;1993;2622;3032;3862;4682;7703;11510;14667;16841;20502;22881;36890;34746;24497;13705;0.0102;0.011;0.0065;0.0046;0.0079;0.0087;0.0114;0.0132;0.0168;0.0204;0.0336;0.0502;0.0639;0.0734;0.0894;0.0997;0.1608;0.1515;0.1068;0.0597
2;1;A50-A64;Infektionen, die vorwiegend durch Geschlechtsverkehr übertragen werden;2734;5.5914;5.6008;12;6;3;34;514;534;349;239;203;164;168;170;98;69;48;42;37;27;13;4;0.0044;0.0022;0.0011;0.0124;0.188;0.1953;0.1277;0.0874;0.0743;0.06;0.0614;0.0622;0.0358;0.0252;0.0176;0.0154;0.0135;0.0099;0.0048;0.0015
2;1;A65-A69;Sonstige Spirochätenkrankheiten;5830;9.1192;6.5333;3;212;726;479;278;156;181;213;208;229;297;455;467;447;435;336;433;212;54;9;0.0005;0.0364;0.1245;0.0822;0.0477;0.0268;0.031;0.0365;0.0357;0.0393;0.0509;0.078;0.0801;0.0767;0.0746;0.0576;0.0743;0.0364;0.0093;0.0015
2;1;A70-A74;Sonstige Krankheiten durch Chlamydien;154;7.1494;6.3614;1;1;1;3;19;24;16;15;9;5;6;9;11;6;6;3;10;7;1;1;0.0065;0.0065;0.0065;0.0195;0.1234;0.1558;0.1039;0.0974;0.0584;0.0325;0.039;0.0584;0.0714;0.039;0.039;0.0195;0.0649;0.0455;0.0065;0.0065
2;1;A75-A79;Rickettsiosen;91;9.0549;8.1505;0;2;2;1;1;4;5;5;4;8;10;9;10;7;8;1;5;4;5;0;0;0.022;0.022;0.011;0.011;0.044;0.0549;0.0549;0.044;0.0879;0.1099;0.0989;0.1099;0.0769;0.0879;0.011;0.0549;0.044;0.0549;0.00
2;1;A80-A89;Virusinfektionen des Zentralnervensystems;5219;9.36;11.3699;244;199;236;143;233;324;415;436;356;294;299;376;301;283;261;247;271;195;85;21;0.0468;0.0381;0.0452;0.0274;0.0446;0.0621;0.0795;0.0835;0.0682;0.0563;0.0573;0.072;0.0577;0.0542;0.05;0.0473;0.0519;0.0374;0.0163;0.004
2;1;A92-A99;Durch Arthropoden übertragene Viruskrankheiten und virale hämorrhagische Fieber;1586;6.2219;4.0094;1;2;9;23;65;133;147;148;144;135;177;206;155;102;53;46;29;6;4;1;0.0006;0.0013;0.0057;0.0145;0.041;0.0839;0.0927;0.0933;0.0908;0.0851;0.1116;0.1299;0.0977;0.0643;0.0334;0.029;0.0183;0.0038;0.0025;0.0006
2;1;B00-B09;Virusinfektionen, die durch Haut- und Schleimhautläsionen gekennzeichnet sind;38522;7.1239;6.3964;1971;3770;808;660;841;849;1037;1078;1061;932;1317;1748;2094;2450;2807;2996;4854;3761;2329;1159;0.0512;0.0979;0.021;0.0171;0.0218;0.022;0.0269;0.028;0.0275;0.0242;0.0342;0.0454;0.0544;0.0636;0.0729;0.0778;0.126;0.0976;0.0605;0.0301
2;1;B15-B19;Virushepatitis;3822;6.1013;5.4769;7;18;51;59;119;158;230;266;310;312;370;421;381;318;256;177;195;100;61;13;0.0018;0.0047;0.0133;0.0154;0.0311;0.0413;0.0602;0.0696;0.0811;0.0816;0.0968;0.1102;0.0997;0.0832;0.067;0.0463;0.051;0.0262;0.016;0.0034
2;1;B20-B24;HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];915;13.1377;16.3231;1;5;1;3;9;13;51;88;118;117;149;144;80;58;44;14;16;4;0;0;0.0011;0.0055;0.0011;0.0033;0.0098;0.0142;0.0557;0.0962;0.129;0.1279;0.1628;0.1574;0.0874;0.0634;0.0481;0.0153;0.0175;0.0044;0;0.00
2;1;B25-B34;Sonstige Viruskrankheiten;25852;4.3957;6.2395;2704;4049;1964;1803;4176;2035;1277;962;821;605;683;804;718;610;622;526;637;456;294;106;0.1046;0.1566;0.076;0.0697;0.1615;0.0787;0.0494;0.0372;0.0318;0.0234;0.0264;0.0311;0.0278;0.0236;0.0241;0.0203;0.0246;0.0176;0.0114;0.0041
2;1;B35-B49;Mykosen;10088;9.7195;12.6088;219;97;84;76;127;163;214;192;241;270;415;643;833;975;984;1011;1450;1112;672;310;0.0217;0.0096;0.0083;0.0075;0.0126;0.0162;0.0212;0.019;0.0239;0.0268;0.0411;0.0637;0.0826;0.0966;0.0975;0.1002;0.1437;0.1102;0.0666;0.0307
2;1;B50-B64;Protozoenkrankheiten;2779;11.9079;13.8615;9;58;48;64;104;160;179;187;204;206;246;248;199;175;200;168;197;97;25;5;0.0032;0.0209;0.0173;0.023;0.0374;0.0576;0.0644;0.0673;0.0734;0.0741;0.0885;0.0892;0.0716;0.063;0.072;0.0605;0.0709;0.0349;0.009;0.0018
2;1;B65-B83;Helminthosen;1409;6.4713;8.3815;1;58;128;221;167;134;94;84;82;52;72;75;52;41;47;33;33;22;9;4;0.0007;0.0412;0.0908;0.1568;0.1185;0.0951;0.0667;0.0596;0.0582;0.0369;0.0511;0.0532;0.0369;0.0291;0.0334;0.0234;0.0234;0.0156;0.0064;0.0028
2;1;B85-B89;Pedikulose [Läusebefall], Akarinose [Milbenbefall] und sonstiger Parasitenbefall der Haut;5877;3.7791;2.907;958;869;432;396;772;534;315;229;206;149;131;141;103;83;103;76;122;112;86;60;0.163;0.1479;0.0735;0.0674;0.1314;0.0909;0.0536;0.039;0.0351;0.0254;0.0223;0.024;0.0175;0.0141;0.0175;0.0129;0.0208;0.0191;0.0146;0.0102
2;1;B90-B94;Folgezustände von infektiösen und parasitären Krankheiten;3;19.3333;8.1445;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333;0.3333;0.3333;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
2;1;B95-B98;Bakterien, Viren und sonstige Infektionserreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
2;1;B99-B99;Sonstige Infektionskrankheiten;34952;5.9902;5.3944;1808;1889;672;427;739;891;902;850;801;769;1088;1528;1720;1932;2409;2836;4708;4314;2994;1675;0.0517;0.054;0.0192;0.0122;0.0211;0.0255;0.0258;0.0243;0.0229;0.022;0.0311;0.0437;0.0492;0.0553;0.0689;0.0811;0.1347;0.1234;0.0857;0.0479
2;1;C00-C14;Bösartige Neubildungen der Lippe, der Mundhöhle und des Pharynx;53423;8.6546;11.8119;1;15;4;27;63;93;159;250;498;790;2507;6043;9206;9853;8619;5690;5485;2644;1048;428;0;0.0003;0.0001;0.0005;0.0012;0.0017;0.003;0.0047;0.0093;0.0148;0.0469;0.1131;0.1723;0.1844;0.1613;0.1065;0.1027;0.0495;0.0196;0.008
2;1;C15-C26;Bösartige Neubildungen der Verdauungsorgane;324688;9.8258;11.63;60;269;31;54;151;234;549;1056;2281;3870;9695;20191;31817;39660;47606;46976;60942;37267;16350;5629;0.0002;0.0008;0.0001;0.0002;0.0005;0.0007;0.0017;0.0033;0.007;0.0119;0.0299;0.0622;0.098;0.1221;0.1466;0.1447;0.1877;0.1148;0.0504;0.0173
2;1;C30-C39;Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe;212493;7.3596;8.8004;1;44;10;15;67;135;199;338;828;1780;5745;14420;27496;36691;38429;32931;32571;15009;4831;953;0;0.0002;0;0.0001;0.0003;0.0006;0.0009;0.0016;0.0039;0.0084;0.027;0.0679;0.1294;0.1727;0.1808;0.155;0.1533;0.0706;0.0227;0.0045
2;1;C40-C41;Bösartige Neubildungen des Knochens und des Gelenkknorpels;7498;7.50;9.8643;7;174;283;1008;1364;609;403;278;312;230;301;396;398;337;399;298;402;194;87;18;0.0009;0.0232;0.0377;0.1344;0.1819;0.0812;0.0537;0.0371;0.0416;0.0307;0.0401;0.0528;0.0531;0.0449;0.0532;0.0397;0.0536;0.0259;0.0116;0.0024
2;1;C43-C44;Melanom und sonstige bösartige Neubildungen der Haut;103590;4.5794;4.968;2;25;6;10;62;177;439;622;1000;1354;2718;4370;5272;6463;9307;12549;22418;18800;11972;6024;0;0.0002;0.0001;0.0001;0.0006;0.0017;0.0042;0.006;0.0097;0.0131;0.0262;0.0422;0.0509;0.0624;0.0898;0.1211;0.2164;0.1815;0.1156;0.0582
2;1;C45-C49;Bösartige Neubildungen des mesothelialen Gewebes und des Weichteilgewebes;25141;7.962;9.9931;136;918;592;326;462;335;446;549;646;677;1091;1755;2146;2188;2681;2872;3801;2249;944;327;0.0054;0.0365;0.0235;0.013;0.0184;0.0133;0.0177;0.0218;0.0257;0.0269;0.0434;0.0698;0.0854;0.087;0.1066;0.1142;0.1512;0.0895;0.0375;0.013
2;1;C50-C50;Bösartige Neubildungen der Brustdrüse [Mamma];125821;5.7587;5.722;0;0;0;0;4;70;568;1745;3626;5965;11371;16557;14104;14857;15506;11872;15261;9215;3721;1379;0;0.00;0;0.00;0;0.0006;0.0045;0.0139;0.0288;0.0474;0.0904;0.1316;0.1121;0.1181;0.1232;0.0944;0.1213;0.0732;0.0296;0.011
2;1;C51-C58;Bösartige Neubildungen der weiblichen Genitalorgane;71176;8.5324;10.0691;3;16;31;58;124;189;705;1405;1975;2545;4221;6469;8514;8228;8892;7946;9866;6366;2603;1020;0;0.0002;0.0004;0.0008;0.0017;0.0027;0.0099;0.0197;0.0277;0.0358;0.0593;0.0909;0.1196;0.1156;0.1249;0.1116;0.1386;0.0894;0.0366;0.0143
2;1;C60-C63;Bösartige Neubildungen der männlichen Genitalorgane;87177;6.6964;6.5625;7;37;23;7;366;877;1525;1545;1619;1205;1752;3355;6273;10205;14551;14989;16173;8175;3475;1018;0.0001;0.0004;0.0003;0.0001;0.0042;0.0101;0.0175;0.0177;0.0186;0.0138;0.0201;0.0385;0.072;0.1171;0.1669;0.1719;0.1855;0.0938;0.0399;0.0117
2;1;C64-C68;Bösartige Neubildungen der Harnorgane;125753;6.9597;8.1503;56;682;298;66;46;50;126;259;557;929;2680;5648;9820;13803;17091;18158;25944;17817;8899;2824;0.0004;0.0054;0.0024;0.0005;0.0004;0.0004;0.001;0.0021;0.0044;0.0074;0.0213;0.0449;0.0781;0.1098;0.1359;0.1444;0.2063;0.1417;0.0708;0.0225
2;1;C69-C72;Bösartige Neubildungen des Auges, des Gehirns und sonstiger Teile des Zentralnervensystems;28516;10.2284;12.1771;355;1548;854;662;409;350;570;626;879;1096;1639;2617;3079;3198;2998;2575;2899;1491;545;126;0.0124;0.0543;0.0299;0.0232;0.0143;0.0123;0.02;0.022;0.0308;0.0384;0.0575;0.0918;0.108;0.1121;0.1051;0.0903;0.1017;0.0523;0.0191;0.0044
2;1;C73-C75;Bösartige Neubildungen der Schilddrüse und sonstiger endokriner Drüsen;21181;4.3685;5.5782;68;418;172;149;315;542;1047;1261;1570;1562;2137;2448;2191;1883;1717;1331;1440;640;229;61;0.0032;0.0197;0.0081;0.007;0.0149;0.0256;0.0494;0.0595;0.0741;0.0737;0.1009;0.1156;0.1034;0.0889;0.0811;0.0628;0.068;0.0302;0.0108;0.0029
2;1;C76-C80;Bösartige Neubildungen ungenau bezeichneter, sekundärer und nicht näher bezeichneter Lokalisationen;130457;9.2363;9.7669;8;116;78;85;169;294;566;1010;1687;2582;5573;10220;14475;17066;18895;17296;20607;12642;5214;1874;0.0001;0.0009;0.0006;0.0007;0.0013;0.0023;0.0043;0.0077;0.0129;0.0198;0.0427;0.0783;0.111;0.1308;0.1448;0.1326;0.158;0.0969;0.04;0.0144
2;1;C81-C96;Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes, als primär festgestellt oder vermutet;149307;9.9994;13.3832;125;4091;3828;2345;2926;1933;2315;2236;2491;3125;4823;9274;11723;14289;17126;17492;24709;15961;6673;1822;0.0008;0.0274;0.0256;0.0157;0.0196;0.0129;0.0155;0.015;0.0167;0.0209;0.0323;0.0621;0.0785;0.0957;0.1147;0.1172;0.1655;0.1069;0.0447;0.0122
2;1;C97-C97;Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
2;1;D00-D09;In-situ-Neubildungen;29345;3.6535;3.722;1;0;0;0;15;96;507;1013;1210;1432;2127;3672;3045;3196;3232;2625;3538;2312;972;352;0;0.00;0;0.00;0.0005;0.0033;0.0173;0.0345;0.0412;0.0488;0.0725;0.1251;0.1038;0.1089;0.1101;0.0895;0.1206;0.0788;0.0331;0.012
2;1;D10-D36;Gutartige Neubildungen;221738;4.2855;5.6512;3008;1723;1491;1890;3281;4178;6237;8544;12515;17928;27553;26297;20846;18801;18669;16162;18667;9717;3446;785;0.0136;0.0078;0.0067;0.0085;0.0148;0.0188;0.0281;0.0385;0.0564;0.0809;0.1243;0.1186;0.094;0.0848;0.0842;0.0729;0.0842;0.0438;0.0155;0.0035
2;1;D37-D48;Neubildungen unsicheren oder unbekannten Verhaltens;93252;5.6487;7.7746;304;521;483;634;722;822;1138;1399;1629;2088;3723;6096;7876;9461;10616;11022;15391;11017;5891;2419;0.0033;0.0056;0.0052;0.0068;0.0077;0.0088;0.0122;0.015;0.0175;0.0224;0.0399;0.0654;0.0845;0.1015;0.1138;0.1182;0.165;0.1181;0.0632;0.0259
2;1;D50-D53;Alimentäre Anämien;50634;5.9863;4.8541;121;273;88;301;586;479;522;645;876;1215;1658;1761;1949;2728;3757;4584;8633;9009;7233;4216;0.0024;0.0054;0.0017;0.0059;0.0116;0.0095;0.0103;0.0127;0.0173;0.024;0.0327;0.0348;0.0385;0.0539;0.0742;0.0905;0.1705;0.1779;0.1428;0.0833
2;1;D55-D59;Hämolytische Anämien;6676;7.2087;10.8462;239;640;643;614;473;465;358;229;205;133;150;185;218;222;315;324;510;413;253;87;0.0358;0.0959;0.0963;0.092;0.0709;0.0697;0.0536;0.0343;0.0307;0.0199;0.0225;0.0277;0.0327;0.0333;0.0472;0.0485;0.0764;0.0619;0.0379;0.013
2;1;D60-D64;Aplastische und sonstige Anämien;32046;5.9719;6.9463;185;359;274;229;244;152;213;254;332;411;656;1143;1525;2051;2654;3063;5524;5501;4452;2824;0.0058;0.0112;0.0086;0.0071;0.0076;0.0047;0.0066;0.0079;0.0104;0.0128;0.0205;0.0357;0.0476;0.064;0.0828;0.0956;0.1724;0.1717;0.1389;0.0881
2;1;D65-D69;Koagulopathien, Purpura und sonstige hämorrhagische Diathesen;17522;6.478;7.6446;270;1594;1559;612;486;312;320;343;340;324;457;675;794;904;1115;1341;2182;2023;1265;606;0.0154;0.091;0.089;0.0349;0.0277;0.0178;0.0183;0.0196;0.0194;0.0185;0.0261;0.0385;0.0453;0.0516;0.0636;0.0765;0.1245;0.1155;0.0722;0.0346
2;1;D70-D77;Sonstige Krankheiten des Blutes und der blutbildenden Organe;9467;7.1507;9.0939;139;187;95;126;227;254;232;253;299;334;579;707;891;1009;1093;1020;1152;571;249;50;0.0147;0.0198;0.01;0.0133;0.024;0.0268;0.0245;0.0267;0.0316;0.0353;0.0612;0.0747;0.0941;0.1066;0.1155;0.1077;0.1217;0.0603;0.0263;0.0053
2;1;D80-D90;Bestimmte Störungen mit Beteiligung des Immunsystems;12122;5.5387;7.7489;78;232;182;115;190;221;669;797;926;927;1232;1554;1347;1014;850;647;727;334;72;8;0.0064;0.0191;0.015;0.0095;0.0157;0.0182;0.0552;0.0657;0.0764;0.0765;0.1016;0.1282;0.1111;0.0836;0.0701;0.0534;0.06;0.0276;0.0059;0.0007
2;1;E00-E07;Krankheiten der Schilddrüse;83965;3.7217;2.9741;140;29;59;202;602;1001;2024;3198;4667;5890;9134;11680;10690;9289;8626;6345;6196;2864;1034;295;0.0017;0.0003;0.0007;0.0024;0.0072;0.0119;0.0241;0.0381;0.0556;0.0701;0.1088;0.1391;0.1273;0.1106;0.1027;0.0756;0.0738;0.0341;0.0123;0.0035
