Type;Bundesland_A;Stufe;Anzahl KH;mwFallzahlA;mwVWD;cmi;antSTF;BLCODE;BettenstufeSort
2;00_Deutschland;500 bis 599 Betten;37;601.4054;4.4755;0.7695;0.0098;00;b0599
2;00_Deutschland;600 bis 799 Betten;44;895.8182;3.1245;0.5486;0.0134;00;b0799
2;00_Deutschland;800 bis 999 Betten;12;711.1667;2.9097;0.5085;0.0084;00;b0999
2;00_Deutschland;1000 Betten und mehr;13;850.5385;4.4333;0.6868;0.0113;00;b1000+
2;00_Deutschland;Ohne Angabe;8;885.125;3.00;0.6163;0.0049;00;oA
1;01_Schleswig-Holstein;bis 49 Betten;11;547.7273;11.1273;0.8914;0.0458;01;b0049 
1;01_Schleswig-Holstein;50 bis 99 Betten;6;2321.50;14.5833;1.2935;0.0343;01;b0099 
1;01_Schleswig-Holstein;100 bis 149 Betten;3;7032.00;14.0667;1.4513;0.2551;01;b0149 
1;01_Schleswig-Holstein;150 bis 199 Betten;6;6786.3333;8.0333;1.1573;0.0269;01;b0199 
1;01_Schleswig-Holstein;200 bis 249 Betten;4;7608.75;6.65;1.1695;0.0318;01;b0249 
1;01_Schleswig-Holstein;250 bis 299 Betten;0;0.00;0.00;0.00;0.00;01;b0299 
1;01_Schleswig-Holstein;300 bis 399 Betten;6;16121.6667;6.3333;1.0933;0.0305;01;b0399 
1;01_Schleswig-Holstein;400 bis 499 Betten;2;18955.50;6.60;1.3485;0.0283;01;b0499 
1;01_Schleswig-Holstein;500 bis 599 Betten;3;24980.6667;6.0667;1.037;0.0588;01;b0599 
1;01_Schleswig-Holstein;600 bis 799 Betten;4;29278.50;6.25;1.034;0.051;01;b0799 
1;01_Schleswig-Holstein;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;01;b0999 
1;01_Schleswig-Holstein;1000 Betten und mehr;2;51240.00;6.25;1.4585;0.0449;01;b1000+
1;01_Schleswig-Holstein;Ohne Angabe;0;0.00;0.00;0.00;0.00;01;oA    
1;02_Hamburg;bis 49 Betten;2;1382.50;3.25;1.096;0.0004;02;b0049 
1;02_Hamburg;50 bis 99 Betten;-999;-999.00;-999.00;-999.00;-9.99;02;b0099 
1;02_Hamburg;100 bis 149 Betten;3;6337.6667;4.80;1.0693;0.004;02;b0149 
1;02_Hamburg;150 bis 199 Betten;4;10312.00;4.50;0.9675;0.0216;02;b0199 
1;02_Hamburg;200 bis 249 Betten;2;6878.00;8.80;1.609;0.0091;02;b0249 
1;02_Hamburg;250 bis 299 Betten;-999;-999.00;-999.00;-999.00;-9.99;02;b0299 
1;02_Hamburg;300 bis 399 Betten;5;13124.20;7.66;1.033;0.032;02;b0399 
1;02_Hamburg;400 bis 499 Betten;-999;-999.00;-999.00;-999.00;-9.99;02;b0499 
1;02_Hamburg;500 bis 599 Betten;2;25783.00;7.35;1.487;0.0319;02;b0599 
1;02_Hamburg;600 bis 799 Betten;7;27018.8571;7.7857;1.3537;0.0264;02;b0799 
1;02_Hamburg;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;02;b0999 
1;02_Hamburg;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;02;b1000+
1;02_Hamburg;Ohne Angabe;-999;-999.00;-999.00;-999.00;-9.99;02;oA    
1;03_Niedersachsen;bis 49 Betten;14;1216.6429;8.1429;0.8831;0.036;03;b0049 
1;03_Niedersachsen;50 bis 99 Betten;20;2677.20;12.295;1.2831;0.0315;03;b0099 
1;03_Niedersachsen;100 bis 149 Betten;23;5332.6957;6.8696;1.0032;0.0384;03;b0149 
1;03_Niedersachsen;150 bis 199 Betten;22;7907.7727;5.6909;1.0457;0.031;03;b0199 
1;03_Niedersachsen;200 bis 249 Betten;8;10857.50;8.10;1.2454;0.0296;03;b0249 
1;03_Niedersachsen;250 bis 299 Betten;13;14500.1538;5.5154;0.9649;0.0389;03;b0299 
1;03_Niedersachsen;300 bis 399 Betten;16;16916.8125;5.9875;0.9901;0.0301;03;b0399 
1;03_Niedersachsen;400 bis 499 Betten;9;19097.4444;5.8667;1.0688;0.0309;03;b0499 
1;03_Niedersachsen;500 bis 599 Betten;7;27677.4286;5.60;1.0489;0.0392;03;b0599 
1;03_Niedersachsen;600 bis 799 Betten;3;30631.3333;6.2667;1.136;0.0344;03;b0799 
1;03_Niedersachsen;800 bis 999 Betten;2;28595.50;5.55;1.131;0.0612;03;b0999 
1;03_Niedersachsen;1000 Betten und mehr;3;58249.3333;6.50;1.4803;0.0428;03;b1000+
1;03_Niedersachsen;Ohne Angabe;4;6190.50;7.475;1.0143;0.0207;03;oA    
1;04_Bremen;bis 49 Betten;0;0.00;0.00;0.00;0.00;04;b0049 
1;04_Bremen;50 bis 99 Betten;-999;-999.00;-999.00;-999.00;-9.99;04;b0099 
1;04_Bremen;100 bis 149 Betten;0;0.00;0.00;0.00;0.00;04;b0149 
1;04_Bremen;150 bis 199 Betten;2;6686.50;5.90;1.1235;0.0206;04;b0199 
1;04_Bremen;200 bis 249 Betten;-999;-999.00;-999.00;-999.00;-9.99;04;b0249 
1;04_Bremen;250 bis 299 Betten;0;0.00;0.00;0.00;0.00;04;b0299 
1;04_Bremen;300 bis 399 Betten;-999;-999.00;-999.00;-999.00;-9.99;04;b0399 
1;04_Bremen;400 bis 499 Betten;2;20570.00;5.80;0.946;0.0255;04;b0499 
1;04_Bremen;500 bis 599 Betten;2;25669.50;6.25;1.254;0.0363;04;b0599 
1;04_Bremen;600 bis 799 Betten;2;27315.50;7.15;1.1925;0.0337;04;b0799 
1;04_Bremen;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;04;b0999 
1;04_Bremen;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;04;b1000+
1;04_Bremen;Ohne Angabe;-999;-999.00;-999.00;-999.00;-9.99;04;oA    
1;05_Nordrhein-Westfalen;bis 49 Betten;13;960.8462;12.4538;1.3765;0.0151;05;b0049 
1;05_Nordrhein-Westfalen;50 bis 99 Betten;24;2383.9583;9.2958;1.1908;0.0192;05;b0099 
1;05_Nordrhein-Westfalen;100 bis 149 Betten;29;4966.7586;7.131;1.0803;0.0266;05;b0149 
1;05_Nordrhein-Westfalen;150 bis 199 Betten;23;6987.5217;7.0783;1.008;0.0298;05;b0199 
1;05_Nordrhein-Westfalen;200 bis 249 Betten;31;9165.2903;6.2258;0.9769;0.0267;05;b0249 
1;05_Nordrhein-Westfalen;250 bis 299 Betten;28;11604.6429;6.3036;1.0151;0.024;05;b0299 
1;05_Nordrhein-Westfalen;300 bis 399 Betten;55;15285.2182;6.2018;1.0198;0.0229;05;b0399 
1;05_Nordrhein-Westfalen;400 bis 499 Betten;24;18944.625;6.0625;1.0289;0.0225;05;b0499 
1;05_Nordrhein-Westfalen;500 bis 599 Betten;25;22282.84;6.372;1.1714;0.0201;05;b0599 
1;05_Nordrhein-Westfalen;600 bis 799 Betten;23;28498.5652;6.1739;1.064;0.0233;05;b0799 
1;05_Nordrhein-Westfalen;800 bis 999 Betten;5;34640.60;5.86;1.05;0.019;05;b0999 
1;05_Nordrhein-Westfalen;1000 Betten und mehr;16;46507.875;6.7563;1.3858;0.0214;05;b1000+
1;05_Nordrhein-Westfalen;Ohne Angabe;3;6948.3333;11.3333;0.7307;0.0289;05;oA    
1;06_Hessen;bis 49 Betten;15;757.60;15.2133;1.1175;0.0125;06;b0049 
1;06_Hessen;50 bis 99 Betten;10;2184.90;13.92;1.5166;0.021;06;b0099 
1;06_Hessen;100 bis 149 Betten;18;3520.2222;13.60;2.0556;0.0196;06;b0149 
1;06_Hessen;150 bis 199 Betten;12;6509.5833;6.7083;1.0633;0.0238;06;b0199 
1;06_Hessen;200 bis 249 Betten;11;9865.9091;5.7545;0.9985;0.035;06;b0249 
1;06_Hessen;250 bis 299 Betten;9;10811.5556;6.4111;0.9857;0.0244;06;b0299 
1;06_Hessen;300 bis 399 Betten;12;11960.5833;7.3667;1.1358;0.0289;06;b0399 
1;06_Hessen;400 bis 499 Betten;7;20208.7143;6.3143;1.2179;0.0322;06;b0499 
1;06_Hessen;500 bis 599 Betten;5;24461.80;5.96;1.0108;0.0229;06;b0599 
1;06_Hessen;600 bis 799 Betten;5;32168.80;6.08;1.118;0.032;06;b0799 
1;06_Hessen;800 bis 999 Betten;4;43549.50;6.025;1.2773;0.0178;06;b0999 
1;06_Hessen;1000 Betten und mehr;2;48588.50;6.60;1.466;0.0258;06;b1000+
1;06_Hessen;Ohne Angabe;-999;-999.00;-999.00;-999.00;-9.99;06;oA    
1;07_Rheinland-Pfalz;bis 49 Betten;3;1107.00;8.5333;1.2977;0.0012;07;b0049 
1;07_Rheinland-Pfalz;50 bis 99 Betten;7;2004.00;11.5143;1.1953;0.0164;07;b0099 
1;07_Rheinland-Pfalz;100 bis 149 Betten;12;3665.3333;8.35;0.9462;0.0311;07;b0149 
1;07_Rheinland-Pfalz;150 bis 199 Betten;11;6492.1818;6.3273;0.8625;0.036;07;b0199 
1;07_Rheinland-Pfalz;200 bis 249 Betten;7;8365.7143;6.1857;0.936;0.0271;07;b0249 
1;07_Rheinland-Pfalz;250 bis 299 Betten;3;11258.6667;5.90;0.926;0.0487;07;b0299 
1;07_Rheinland-Pfalz;300 bis 399 Betten;8;13738.375;5.6875;0.8794;0.0331;07;b0399 
1;07_Rheinland-Pfalz;400 bis 499 Betten;7;18474.7143;6.0143;0.952;0.0359;07;b0499 
1;07_Rheinland-Pfalz;500 bis 599 Betten;7;20263.2857;6.2143;1.1263;0.0277;07;b0599 
1;07_Rheinland-Pfalz;600 bis 799 Betten;3;31325.00;6.00;1.113;0.033;07;b0799 
1;07_Rheinland-Pfalz;800 bis 999 Betten;-999;-999.00;-999.00;-999.00;-9.99;07;b0999 
1;07_Rheinland-Pfalz;1000 Betten und mehr;3;53383.00;6.4333;1.2637;0.0319;07;b1000+
1;07_Rheinland-Pfalz;Ohne Angabe;-999;-999.00;-999.00;-999.00;-9.99;07;oA    
1;08_Baden-Württemberg;bis 49 Betten;14;1023.50;16.4929;1.1161;0.0114;08;b0049 
1;08_Baden-Württemberg;50 bis 99 Betten;31;2363.0323;12.3581;1.7228;0.0269;08;b0099 
1;08_Baden-Württemberg;100 bis 149 Betten;17;4072.6471;10.9353;1.1231;0.0212;08;b0149 
1;08_Baden-Württemberg;150 bis 199 Betten;17;7713.7647;5.9471;0.9192;0.0332;08;b0199 
1;08_Baden-Württemberg;200 bis 249 Betten;12;9718.5833;6.275;1.0762;0.0204;08;b0249 
1;08_Baden-Württemberg;250 bis 299 Betten;7;12721.4286;5.3429;0.8769;0.0456;08;b0299 
1;08_Baden-Württemberg;300 bis 399 Betten;16;15089.5625;6.075;1.1081;0.0301;08;b0399 
1;08_Baden-Württemberg;400 bis 499 Betten;15;21920.0667;5.70;1.0723;0.0367;08;b0499 
1;08_Baden-Württemberg;500 bis 599 Betten;6;27291.50;5.7333;1.013;0.0455;08;b0599 
1;08_Baden-Württemberg;600 bis 799 Betten;9;31990.00;5.9111;1.059;0.038;08;b0799 
1;08_Baden-Württemberg;800 bis 999 Betten;2;43427.50;6.25;1.1995;0.0189;08;b0999 
1;08_Baden-Württemberg;1000 Betten und mehr;8;59154.50;6.025;1.3811;0.0323;08;b1000+
1;08_Baden-Württemberg;Ohne Angabe;-999;-999.00;-999.00;-999.00;-9.99;08;oA    
1;09_Bayern;bis 49 Betten;32;1056.3438;11.1938;1.0563;0.017;09;b0049 
1;09_Bayern;50 bis 99 Betten;36;2477.5278;9.7528;1.2578;0.0154;09;b0099 
1;09_Bayern;100 bis 149 Betten;46;4675.8913;7.7587;1.1395;0.0348;09;b0149 
1;09_Bayern;150 bis 199 Betten;29;6680.5172;7.1379;1.0767;0.0378;09;b0199 
1;09_Bayern;200 bis 249 Betten;20;9118.60;5.75;1.1326;0.0338;09;b0249 
1;09_Bayern;250 bis 299 Betten;16;11081.9375;6.4688;1.0541;0.0274;09;b0299 
1;09_Bayern;300 bis 399 Betten;21;15326.4762;5.9429;1.083;0.0374;09;b0399 
1;09_Bayern;400 bis 499 Betten;12;19730.50;6.175;1.0223;0.0376;09;b0499 
1;09_Bayern;500 bis 599 Betten;11;25911.0909;5.8273;1.0368;0.0424;09;b0599 
1;09_Bayern;600 bis 799 Betten;10;32025.30;5.75;1.0296;0.0462;09;b0799 
1;09_Bayern;800 bis 999 Betten;7;39372.2857;6.40;1.3047;0.0269;09;b0999 
1;09_Bayern;1000 Betten und mehr;6;67083.1667;6.4667;1.3637;0.033;09;b1000+
1;09_Bayern;Ohne Angabe;2;3762.00;4.00;1.096;0.0194;09;oA    
1;10_Saarland;bis 49 Betten;2;486.50;18.45;1.604;0.0072;10;b0049 
1;10_Saarland;50 bis 99 Betten;-999;-999.00;-999.00;-999.00;-9.99;10;b0099 
1;10_Saarland;100 bis 149 Betten;2;5901.50;6.55;0.9845;0.0408;10;b0149 
1;10_Saarland;150 bis 199 Betten;6;7476.6667;8.7167;0.9705;0.0275;10;b0199 
1;10_Saarland;200 bis 249 Betten;2;11611.50;5.65;0.8595;0.0338;10;b0249 
1;10_Saarland;250 bis 299 Betten;2;13471.00;5.95;0.918;0.0168;10;b0299 
1;10_Saarland;300 bis 399 Betten;3;10401.6667;10.3667;1.6163;0.0278;10;b0399 
1;10_Saarland;400 bis 499 Betten;2;27041.00;5.70;0.951;0.0295;10;b0499 
1;10_Saarland;500 bis 599 Betten;-999;-999.00;-999.00;-999.00;-9.99;10;b0599 
1;10_Saarland;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;10;b0799 
1;10_Saarland;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;10;b0999 
1;10_Saarland;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;10;b1000+
1;10_Saarland;Ohne Angabe;0;0.00;0.00;0.00;0.00;10;oA    
1;11_Berlin;bis 49 Betten;5;940.80;16.18;2.2202;0.0049;11;b0049 
1;11_Berlin;50 bis 99 Betten;4;4092.00;6.05;1.037;0.0016;11;b0099 
1;11_Berlin;100 bis 149 Betten;5;3119.80;16.06;1.8272;0.0089;11;b0149 
1;11_Berlin;150 bis 199 Betten;7;7255.8571;8.5286;1.6954;0.0122;11;b0199 
1;11_Berlin;200 bis 249 Betten;2;13114.50;5.35;0.932;0.0305;11;b0249 
1;11_Berlin;250 bis 299 Betten;7;9348.2857;8.1286;1.1549;0.0147;11;b0299 
1;11_Berlin;300 bis 399 Betten;4;16215.75;6.65;1.0693;0.0169;11;b0399 
1;11_Berlin;400 bis 499 Betten;5;22768.00;6.04;1.067;0.0213;11;b0499 
1;11_Berlin;500 bis 599 Betten;3;24919.6667;6.6667;1.2827;0.0174;11;b0599 
1;11_Berlin;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;11;b0799 
1;11_Berlin;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;11;b0999 
1;11_Berlin;1000 Betten und mehr;3;132252.00;6.0667;1.3187;0.0476;11;b1000+
1;11_Berlin;Ohne Angabe;0;0.00;0.00;0.00;0.00;11;oA    
1;12_Brandenburg;bis 49 Betten;8;7801.875;10.825;1.0813;0.0435;12;b0049 
1;12_Brandenburg;50 bis 99 Betten;8;2227.75;12.15;1.2633;0.0354;12;b0099 
1;12_Brandenburg;100 bis 149 Betten;8;3571.75;17.0125;1.6976;0.0229;12;b0149 
1;12_Brandenburg;150 bis 199 Betten;6;4017.50;15.75;1.6267;0.0135;12;b0199 
1;12_Brandenburg;200 bis 249 Betten;3;11550.00;6.1667;0.9367;0.0211;12;b0249 
1;12_Brandenburg;250 bis 299 Betten;5;10941.00;6.74;1.148;0.0209;12;b0299 
1;12_Brandenburg;300 bis 399 Betten;3;13398.00;8.00;1.153;0.0175;12;b0399 
1;12_Brandenburg;400 bis 499 Betten;6;20403.8333;5.9667;0.9953;0.0187;12;b0499 
1;12_Brandenburg;500 bis 599 Betten;4;22726.25;6.475;1.111;0.0227;12;b0599 
1;12_Brandenburg;600 bis 799 Betten;-999;-999.00;-999.00;-999.00;-9.99;12;b0799 
1;12_Brandenburg;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;12;b0999 
1;12_Brandenburg;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;12;b1000+
1;12_Brandenburg;Ohne Angabe;0;0.00;0.00;0.00;0.00;12;oA    
1;13_Mecklenburg-Vorpommern;bis 49 Betten;2;1491.00;5.50;1.2725;0.0359;13;b0049 
1;13_Mecklenburg-Vorpommern;50 bis 99 Betten;6;2653.3333;13.0833;2.3153;0.0171;13;b0099 
1;13_Mecklenburg-Vorpommern;100 bis 149 Betten;3;6276.3333;5.40;0.8557;0.0298;13;b0149 
1;13_Mecklenburg-Vorpommern;150 bis 199 Betten;7;6330.8571;11.70;1.7311;0.0253;13;b0199 
1;13_Mecklenburg-Vorpommern;200 bis 249 Betten;5;10686.00;5.62;1.051;0.0262;13;b0249 
1;13_Mecklenburg-Vorpommern;250 bis 299 Betten;-999;-999.00;-999.00;-999.00;-9.99;13;b0299 
1;13_Mecklenburg-Vorpommern;300 bis 399 Betten;2;18360.00;5.45;0.9865;0.0202;13;b0399 
1;13_Mecklenburg-Vorpommern;400 bis 499 Betten;-999;-999.00;-999.00;-999.00;-9.99;13;b0499 
1;13_Mecklenburg-Vorpommern;500 bis 599 Betten;-999;-999.00;-999.00;-999.00;-9.99;13;b0599 
1;13_Mecklenburg-Vorpommern;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;13;b0799 
1;13_Mecklenburg-Vorpommern;800 bis 999 Betten;3;37432.6667;6.3667;1.3073;0.022;13;b0999 
1;13_Mecklenburg-Vorpommern;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;13;b1000+
1;13_Mecklenburg-Vorpommern;Ohne Angabe;0;0.00;0.00;0.00;0.00;13;oA    
1;14_Sachsen;bis 49 Betten;9;729.4444;17.3556;1.5901;0.0177;14;b0049 
1;14_Sachsen;50 bis 99 Betten;9;1900.2222;15.6667;1.4168;0.0119;14;b0099 
1;14_Sachsen;100 bis 149 Betten;5;3751.00;11.42;2.8926;0.0066;14;b0149 
1;14_Sachsen;150 bis 199 Betten;14;7572.4286;6.10;1.1317;0.0182;14;b0199 
1;14_Sachsen;200 bis 249 Betten;8;11419.625;5.775;0.917;0.0149;14;b0249 
1;14_Sachsen;250 bis 299 Betten;5;10946.60;6.68;1.0512;0.0155;14;b0299 
1;14_Sachsen;300 bis 399 Betten;12;15300.8333;6.0167;1.0015;0.0166;14;b0399 
1;14_Sachsen;400 bis 499 Betten;6;21060.3333;5.9833;1.3237;0.0205;14;b0499 
1;14_Sachsen;500 bis 599 Betten;3;24386.3333;5.8667;0.9563;0.013;14;b0599 
1;14_Sachsen;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;14;b0799 
1;14_Sachsen;800 bis 999 Betten;3;37480.6667;6.9667;1.2003;0.0124;14;b0999 
1;14_Sachsen;1000 Betten und mehr;3;56084.6667;7.0333;1.4363;0.0234;14;b1000+
1;14_Sachsen;Ohne Angabe;0;0.00;0.00;0.00;0.00;14;oA    
1;15_Sachsen-Anhalt;bis 49 Betten;4;779.25;8.325;0.82;0.0115;15;b0049 
1;15_Sachsen-Anhalt;50 bis 99 Betten;3;1510.6667;9.60;0.6813;0.0194;15;b0099 
1;15_Sachsen-Anhalt;100 bis 149 Betten;7;4204.4286;13.7143;1.8337;0.0125;15;b0149 
1;15_Sachsen-Anhalt;150 bis 199 Betten;4;6978.00;6.05;1.022;0.0143;15;b0199 
1;15_Sachsen-Anhalt;200 bis 249 Betten;-999;-999.00;-999.00;-999.00;-9.99;15;b0249 
1;15_Sachsen-Anhalt;250 bis 299 Betten;5;11480.60;5.38;0.96;0.0245;15;b0299 
1;15_Sachsen-Anhalt;300 bis 399 Betten;4;16150.00;5.55;0.9488;0.0266;15;b0399 
1;15_Sachsen-Anhalt;400 bis 499 Betten;4;18081.75;5.625;0.9213;0.0214;15;b0499 
1;15_Sachsen-Anhalt;500 bis 599 Betten;4;18578.75;7.25;1.229;0.014;15;b0599 
1;15_Sachsen-Anhalt;600 bis 799 Betten;5;28920.40;6.02;1.0084;0.0193;15;b0799 
1;15_Sachsen-Anhalt;800 bis 999 Betten;-999;-999.00;-999.00;-999.00;-9.99;15;b0999 
1;15_Sachsen-Anhalt;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;15;b1000+
1;15_Sachsen-Anhalt;Ohne Angabe;0;0.00;0.00;0.00;0.00;15;oA    
1;16_Thüringen;bis 49 Betten;4;1581.50;14.35;0.7558;0.0232;16;b0049 
1;16_Thüringen;50 bis 99 Betten;7;1186.4286;26.60;2.1979;0.0019;16;b0099 
1;16_Thüringen;100 bis 149 Betten;6;3365.00;13.00;1.5018;0.0126;16;b0149 
1;16_Thüringen;150 bis 199 Betten;4;8718.50;5.65;0.8875;0.024;16;b0199 
1;16_Thüringen;200 bis 249 Betten;-999;-999.00;-999.00;-999.00;-9.99;16;b0249 
1;16_Thüringen;250 bis 299 Betten;0;0.00;0.00;0.00;0.00;16;b0299 
1;16_Thüringen;300 bis 399 Betten;6;16599.8333;5.70;0.9475;0.0181;16;b0399 
1;16_Thüringen;400 bis 499 Betten;6;20125.8333;5.90;0.9528;0.0199;16;b0499 
1;16_Thüringen;500 bis 599 Betten;2;24523.00;6.15;1.036;0.0123;16;b0599 
1;16_Thüringen;600 bis 799 Betten;3;24485.3333;7.60;1.3683;0.0115;16;b0799 
1;16_Thüringen;800 bis 999 Betten;-999;-999.00;-999.00;-999.00;-9.99;16;b0999 
1;16_Thüringen;1000 Betten und mehr;2;51492.00;6.85;1.3825;0.0144;16;b1000+
1;16_Thüringen;Ohne Angabe;0;0.00;0.00;0.00;0.00;16;oA    
2;01_Schleswig-Holstein;bis 49 Betten;8;1379.75;2.4875;0.5726;0.0172;01;b0049 
2;01_Schleswig-Holstein;50 bis 99 Betten;3;2277.3333;3.5667;0.728;0.0202;01;b0099 
2;01_Schleswig-Holstein;100 bis 149 Betten;0;0.00;0.00;0.00;0.00;01;b0149 
2;01_Schleswig-Holstein;150 bis 199 Betten;3;393.6667;2.50;0.465;0.0356;01;b0199 
2;01_Schleswig-Holstein;200 bis 249 Betten;-999;-999.00;-999.00;-999.00;-9.99;01;b0249 
2;01_Schleswig-Holstein;250 bis 299 Betten;0;0.00;0.00;0.00;0.00;01;b0299 
2;01_Schleswig-Holstein;300 bis 399 Betten;6;230.50;2.0833;0.4625;0.0094;01;b0399 
2;01_Schleswig-Holstein;400 bis 499 Betten;2;914.00;4.60;0.8215;0.0279;01;b0499 
2;01_Schleswig-Holstein;500 bis 599 Betten;3;164.6667;4.5333;0.6493;0.0081;01;b0599 
2;01_Schleswig-Holstein;600 bis 799 Betten;3;1235.6667;2.40;0.4807;0.014;01;b0799 
2;01_Schleswig-Holstein;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;01;b0999 
2;01_Schleswig-Holstein;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;01;b1000+
2;01_Schleswig-Holstein;Ohne Angabe;-999;-999.00;-999.00;-999.00;-9.99;01;oA    
2;02_Hamburg;bis 49 Betten;3;927.3333;3.60;0.864;0.0068;02;b0049 
2;02_Hamburg;50 bis 99 Betten;-999;-999.00;-999.00;-999.00;-9.99;02;b0099 
2;02_Hamburg;100 bis 149 Betten;0;0.00;0.00;0.00;0.00;02;b0149 
2;02_Hamburg;150 bis 199 Betten;0;0.00;0.00;0.00;0.00;02;b0199 
2;02_Hamburg;200 bis 249 Betten;0;0.00;0.00;0.00;0.00;02;b0249 
2;02_Hamburg;250 bis 299 Betten;0;0.00;0.00;0.00;0.00;02;b0299 
2;02_Hamburg;300 bis 399 Betten;-999;-999.00;-999.00;-999.00;-9.99;02;b0399 
2;02_Hamburg;400 bis 499 Betten;0;0.00;0.00;0.00;0.00;02;b0499 
2;02_Hamburg;500 bis 599 Betten;0;0.00;0.00;0.00;0.00;02;b0599 
2;02_Hamburg;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;02;b0799 
2;02_Hamburg;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;02;b0999 
2;02_Hamburg;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;02;b1000+
2;02_Hamburg;Ohne Angabe;0;0.00;0.00;0.00;0.00;02;oA    
2;03_Niedersachsen;bis 49 Betten;5;885.00;4.08;0.6166;0.0007;03;b0049 
2;03_Niedersachsen;50 bis 99 Betten;3;443.3333;5.80;0.8433;0.0023;03;b0099 
2;03_Niedersachsen;100 bis 149 Betten;14;1217.4286;3.2929;0.548;0.0065;03;b0149 
2;03_Niedersachsen;150 bis 199 Betten;17;645.8235;3.10;0.5213;0.0128;03;b0199 
2;03_Niedersachsen;200 bis 249 Betten;5;177.80;3.08;0.4506;0.018;03;b0249 
2;03_Niedersachsen;250 bis 299 Betten;8;473.00;2.8125;0.4699;0.0111;03;b0299 
2;03_Niedersachsen;300 bis 399 Betten;9;235.7778;2.3889;0.4082;0.0085;03;b0399 
2;03_Niedersachsen;400 bis 499 Betten;4;444.25;3.20;0.5448;0.0068;03;b0499 
2;03_Niedersachsen;500 bis 599 Betten;5;514.80;2.88;0.6034;0.0047;03;b0599 
2;03_Niedersachsen;600 bis 799 Betten;-999;-999.00;-999.00;-999.00;-9.99;03;b0799 
2;03_Niedersachsen;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;03;b0999 
2;03_Niedersachsen;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;03;b1000+
2;03_Niedersachsen;Ohne Angabe;2;1102.00;3.10;0.434;0.01;03;oA    
