Type;drg;name;AnzahlA;mwVwd;vwdStd;AnzKLA;AntKLA;AnzLLA;AntLLA
1;A03A;Lungentransplantation mit Beatmung > 179 Stunden;71;53.493;29.9928;3;0.0423;27;0.3803
1;A03B;Lungentransplantation ohne Beatmung > 179 Stunden;195;27.7385;19.3933;12;0.0615;28;0.1436
1;A04A;Knochenmarktransplantation / Stammzelltransfusion, allogen, mit zweiter Knochenmarktransplantation / Stammzelltransfusion im selben Aufenthalt;19;105.5263;35.102;0;0.00;0;0.00
1;A04B;Knochenmarktransplantation / Stammzelltransfusion, allogen, außer bei Plasmozytom oder mit Graft-versus-Host-Krankheit Grad III und IV, mit Gabe bestimmter Stammzellen oder Alter < 16 Jahre, mit bestimmter Entnahme oder Stammzellboost;70;63.40;41.2983;2;0.0286;16;0.2286
1;A04C;Knochenmarktransplantation / Stammzelltransfusion, allogen, < 16 J., od. GVHD Grad III/IV od. auß. b. Plasmozytom, mit Gabe best. Stammz. od. GVHD III/IV od. HLA-versch., mit best. Entn. od. SZ-Boost, od. m. intensivm. Komplexbeh. > 1764 / 1932 / 2760 P.;300;66.7533;40.3601;0;0.00;82;0.2733
1;A04D;Knochenmarktransplantation / Stammzelltransfusion, allogen, mit Graft-versus-Host-Krankheit Grad III und IV, oder außer bei Plasmozytom, HLA-verschieden oder mit Komplexbehandlung bei multiresistenten Erregern;895;48.2615;27.3949;3;0.0034;168;0.1877
1;A04E;Knochenmarktransplantation / Stammzelltransfusion, allogen, außer bei Plasmozytom;1629;39.7888;18.6568;4;0.0025;194;0.1191
1;A04F;Knochenmarktransplantation / Stammzelltransfusion, allogen, bei Plasmozytom, ohne Graft-versus-Host-Krankheit Grad III und IV, Alter > 15 Jahre;101;37.6139;14.1901;0;0.00;18;0.1782
1;A05A;Herztransplantation mit Beatmung > 179 Stunden oder intensivmedizinischer Komplexbehandlung > 2646 / 2484 / - Aufwandspunkte;81;171.2963;126.9234;3;0.037;52;0.642
1;A05B;Herztransplantation ohne Beatmung > 179 Stunden, ohne intensivmedizinische Komplexbehandlung > 2646 / 2484 / - Aufwandspunkte;154;91.4351;84.1851;7;0.0455;64;0.4156
1;A06A;Beatmung > 1799 Stunden mit intensivmedizinischer Komplexbehandlung > 2940 / 3680 / 5520 Aufwandspunkte oder mit hochkomplexem Eingriff;586;148.9778;60.1696;0;0.00;306;0.5222
1;A06B;Beatmung > 1799 Stunden mit komplexer OR-Prozedur oder Polytrauma, ohne hochkomplexen Eingriff, ohne intensivmedizinische Komplexbehandlung > 2940 / 3680 / 5520 Aufwandspunkte;108;124.7407;54.2239;0;0.00;34;0.3148
1;A06C;Beatmung > 1799 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, ohne intensivmedizinische Komplexbehandlung > 2940 / 5520 / - Aufwandspunkte;962;110.3337;33.5666;0;0.00;319;0.3316
1;A07A;Beatmung > 999 Stunden oder > 499 Stunden mit intensivmedizinischer Komplexbehandlung > 4900 / 4600 / 4600 Aufwandspunkte, mit komplexer OR-Prozedur oder Polytrauma und int. Komplexbeh. > 3920 / 3680 / 3680 P. oder mit hochkompl. oder dreizeitigem Eingr.;800;91.9063;42.0477;0;0.00;306;0.3825
1;A07B;Beatmung > 999 Stunden oder > 499 Stunden mit intensivmed. Komplexbeh. > 4900 / 4600 / 4600 Punkte, mit kompl. OR-Proz. und kompliz. Konst. od. ECMO ab 384 Stunden od. mit Polytrauma od. Alter < 16 J. oder intensivmed. Komplexbeh. > - / 3220 / - Punkte;1632;77.9565;36.3275;0;0.00;423;0.2592
1;A07C;Beatmung > 999 Stunden oder > 499 Stunden mit intensivmed. Komplexbeh. > 4900 / 4600 / 4600 Punkte, mit komplexer OR-Prozedur, ohne ECMO ab 384 Stunden, ohne Polytrauma, Alter > 15 Jahre oder mit intensivmed. Komplexbeh. > 2352 / 1932 / 2484 Punkte;2451;70.7001;27.6201;0;0.00;629;0.2566
1;A07D;Beatmung > 999 Stunden ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, mit intensivmedizinischer Komplexbehandlung > 1176 / 1656 / - und < 2353 / 1933 / 2485 Aufwandspunkte, mit komplexer Diagnose oder komplizierender Konstellation;273;67.3883;31.2975;0;0.00;52;0.1905
1;A07E;Beatmung > 999 Stunden ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne intensivmedizinische Komplexbehandlung > 1176 / 1656 / - Aufwandspunkte, ohne komplexe Diagnose, ohne komplizierende Konstellation;1653;66.7943;25.7999;0;0.00;381;0.2305
1;A09A;Beatmung > 499 Stunden oder > 249 Stunden mit IntK > 2352 / 1932 / 2208 P., mit hochkomplexem Eingriff oder kompl. OR-Proz. und Alter < 16 Jahre, mit IntK > 1764 / 1932 / - P. oder mit sehr kompl. Eingr. und IntK > - / 2208 / - P.;1484;68.9063;34.0987;0;0.00;489;0.3295
1;A09B;Beatmung > 499 Stunden oder > 249 Stunden mit int. Komplexbeh. > 2352 / 1932 / 2208 P., mit angeb. Fehlbild. od. Tumorerkr., Alter < 3 J. oder mit hochkompl. Eingr. oder mit kompl. OR-Proz. oder int. Komplexbeh. > 1764 / 1932 / - P. und Alter < 16 Jahre;6009;50.6795;27.227;0;0.00;1507;0.2508
1;A09C;Beatmung > 499 Stunden oder > 249 Stunden mit int. Komplexbeh. > 2352 / 1932 / 2208 P., mit komplexer OR-Prozedur oder Polytrauma oder int. Komplexbeh. > 1764 / 1656 / 2208 P. oder mit komplizierender Konstellation oder Alter < 16 Jahre;6016;44.825;26.1688;0;0.00;1284;0.2134
1;A09D;Beatmung > 499 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne komplizierende Konstellation, mit intensivmedizinischer Komplexbehandlung > 1470 / 1380 / 1656 und < 1765 / 1657 / 2209 Aufwandspunkte;2042;45.1929;20.7981;0;0.00;324;0.1587
1;A09E;Beatmung > 499 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne komplizierende Konstellation, mit intensivmedizinischer Komplexbehandlung > 1176 / 1104 / 1380 u. < 1471 / 1381 / 1657 Punkte, mit komplexer Diagnose oder Prozedur;2440;39.7664;20.7433;0;0.00;351;0.1439
1;A09F;Beatmung > 499 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne komplizierende Konstellation, ohne intensivmedizinische Komplexbehandlung > 1176 / 1104 / 1380 Aufwandspunkte, ohne komplexe Diagnose oder Prozedur;5636;42.846;24.8519;0;0.00;1218;0.2161
1;A11A;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1932 Aufwandspunkte mit kompliz. Konstellation und best. OR-Prozedur, Alter < 16 Jahre;957;63.8485;38.0809;8;0.0084;319;0.3333
1;A11B;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte, mit hochkomplexem Eingriff oder Alter < 2 Jahre bei angeborener Fehlbildung;919;40.4625;29.7436;10;0.0109;206;0.2242
1;A11C;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmed. Komplexbeh. > 1764 / 1656 / 1656 Punkte., mit kompl. OR-Proz. und Alter < 16 J. oder kompliz. Konst., od. bei Tumor od. angeb. Fehlbild., Alt. < 3 J. od. intensivmed. Komplexbeh. > - / 1104 / - P.;4998;33.5776;23.2235;0;0.00;953;0.1907
1;A11D;Beatmung > 249 Stunden, ohne komplexe OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 1764 / 1656 / 1932 Aufwandspunkte, mit komplizierender Konstellation und bestimmter OR-Prozedur, Alter > 15 Jahre;750;31.672;24.9014;0;0.00;152;0.2027
1;A11E;Beatmung > 249 Stunden, mit komplexer OR-Prozedur, ohne hochkomplexen Eingriff, ohne int. Komplexbeh. > 1764 / 1656 / 1656 P., ohne kompliz. Konstellation, Alter > 15 Jahre oder mit intensivmedizinischer Komplexbehandlung > 588 / 828 / - Aufwandspunkte;8133;26.9255;17.6783;0;0.00;1101;0.1354
1;A11F;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte, mit bestimmter OR-Prozedur oder kompliz. Konstellation oder intensivmed. Komplexbehandlung > - / - / 1104 P. oder Alter < 6 Jahre;3529;30.7523;18.989;0;0.00;661;0.1873
1;A11G;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 588 / 828 / 1104 Punkte, ohne kompliz. Konstellation, Alter > 5 Jahre, mit kompl. Diagnose oder Prozedur oder Alter < 16 J. oder schwerste CC;301;26.6678;24.2213;0;0.00;55;0.1827
1;A11H;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne IntK > 588 / 828 / 1104 Punkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne schwerste CC, mit äußerst schweren CC;3201;30.0878;24.446;0;0.00;585;0.1828
1;A11I;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne IntK > 588 / 828 / 1104 Punkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne schwerste CC, ohne äußerst schwere CC;6269;26.4875;21.9256;0;0.00;1121;0.1788
1;A13A;Beatmung > 95 Std. mit hochkompl. Eingr. od. mit kompl. OR-Proz. u. int. Komplexbeh. > 1176 / 1380 / 1656 P. od. mit kompl. OR-Proz. u. int. Komplexbeh. > - / 1104 / 1104 P. od. b. Lymphom und Leukämie, m. kompliz. Konst. u. best. OR-Proz., Alter < 16 J.;1646;34.0431;28.5677;222;0.1349;375;0.2278
1;A13B;Beatmung > 95 Stunden mit sehr komplexem Eingriff oder mit komplexer OR-Prozedur und komplizierender Konstellation oder mit best. OR-Proz. und kompliz. Konst., Alter < 16 Jahre od. mit intensivmed. Komplexbeh. > - / 1104 / 1104 Punkte und kompliz. Konst.;4391;24.645;22.6561;601;0.1369;665;0.1514
1;A13C;Beatmung > 95 Stunden ohne komplexe OR-Prozedur, mit bestimmter OR-Proz. und kompliz. Konstellation, Alter > 15 J. oder mit intensivmed. Komplexbeh. > - / 1104 / 1104 Punkte od. Alter < 16 J., außer bei Lymphom und Leukämie, ohne kompliz. Konstellation;1045;33.5263;23.8854;0;0.00;232;0.222
1;A13D;Beatmung > 95 Stunden mit komplexer OR-Prozedur, ohne hochkompl. od. sehr kompl. Eingriff, ohne intensivmed. Komplexbeh. > 1176 / 1104 / 1104 Punkte, ohne kompliz. Konst., ohne Eingr. bei angeb. Fehlbild. od. mit intensivmed. Komplexbeh. > - / 828 / - P.;7747;20.8499;16.831;800;0.1033;849;0.1096
1;A13E;Beatmung > 95 Stunden, ohne komplexe OR-Prozedur, mit bestimmter OR-Prozedur oder komplizierender Konstellation oder mit intensivmedizinischer Komplexbehandlung > 588 / 552 / 552 Aufwandspunkte und < 1177 / 829 / 1105 Aufwandspunkte od. Alter < 16 Jahre;9022;23.6645;17.3799;201;0.0223;1248;0.1383
1;A13F;Beatmung > 95 Stunden, ohne bestimmte OR-Prozedur, ohne komplizierende Konstellation, ohne intensivmed. Komplexbeh. > 588 / 552 / 552 Aufwandspunkte, Alter > 15 Jahre, mit komplexer Diagnose oder Prozedur od. intensivmed. Komplexbeh. > - / 368 / - Punkte;8967;14.7494;9.988;132;0.0147;812;0.0906
1;A13G;Beatmung > 95 Stunden, mit bestimmter OR-Prozedur oder kompliz. Konstellation, mit äußerst schweren CC, verstorben oder verlegt < 9 Tage oder ohne best. OR-Proz., ohne kompliz. Konst., Alter > 15 J., ohne kompliz. Diagnose od. Prozedur, mit äuß. schw. CC;6646;17.4206;18.4722;232;0.0349;744;0.1119
1;A13H;Beatmung > 95 Stunden mit bestimmter OR-Prozedur oder kompliz. Konstellation, ohne äußerst schwere CC, verstorben oder verlegt < 9 Tage oder ohne best. OR-Proz., ohne kompliz. Konst., Alter > 15 J., ohne kompliz. Diagnose oder Proz., ohne äuß. schw. CC;15319;14.0077;12.4812;0;0.00;1595;0.1041
1;A15A;Knochenmarktransplantation / Stammzelltransfusion, autogen, mit zweiter Knochenmarktransplantation / Stammzelltransfusion im selben Aufenthalt;-999;-999.00;-999.00;-999;-999.00;-999;-999.00
1;A15B;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter < 16 Jahre oder bestimmte Entnahme oder Stammzellboost oder intensivmedizinische Komplexbehandlung > 588 / 552 / 552 Aufwandspunkte;121;28.0331;13.0773;8;0.0661;12;0.0992
1;A15C;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter > 15 Jahre, ohne bestimmte Entnahme, ohne Stammzellboost oder bei Plasmozytom, mit bestimmter Entnahme oder Stammzellboost oder IntK > 392 / 368 / 368 Punkte;1644;24.6375;10.5528;12;0.0073;143;0.087
1;A15D;Knochenmarktransplantation / Stammzelltransfusion, autogen, bei Plasmozytom, ohne bestimmte Entnahme, ohne Stammzellboost;2558;20.1161;6.0059;3;0.0012;189;0.0739
1;A16A;Transplantation von Darm oder Pankreas;2;123.00;149.9066;0;0.00;0;0.00
1;A16B;Injektion von Pankreasgewebe;3;23.3333;16.2891;0;0.00;0;0.00
1;A17A;Nierentransplantation mit postoperativem Versagen des Nierentransplantates oder Alter < 16 Jahre oder AB0-inkompatible Transplantation oder schwerste CC;651;28.7803;16.5903;8;0.0123;129;0.1982
1;A17B;Nierentransplantation ohne postoperatives Versagen des Nierentransplantates, Alter > 15 Jahre oder ohne AB0-inkompatible Transplantation, ohne schwerste CC;1128;17.6534;7.3119;2;0.0018;128;0.1135
1;A18Z;Beatmung > 999 Stunden und Transplantation von Leber, Lunge, Herz und Knochenmark oder Stammzelltransfusion;124;143.1532;79.5182;0;0.00;74;0.5968
1;A22Z;Korrektureingriff bei Doppelfehlbildung;-999;-999.00;-999.00;-999;-999.00;-999;-999.00
1;A36A;Intensivmedizinische Komplexbehandlung > 980 / 1104 / 1656 Aufwandspunkte bei bestimmten Krankheiten und Störungen oder intensivmedizinische Komplexbehandlung > 588 / 552 / 552 P. bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen;1323;49.5011;29.047;1;0.0008;344;0.26
1;A36B;Intensivmedizinische Komplexbehandlung > 588 / 552 / 828 und < 981 / 1105 / 1657 Aufwandspunkte bei bestimmten Krankheiten und Störungen oder komplizierende Konstellation bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen;1965;36.1344;26.7819;69;0.0351;447;0.2275
1;A36C;Intensivmedizinische Komplexbehandlung > - / - / 552 und < - / - / 829 Aufwandspunkte bei bestimmten Krankheiten und Störungen;362;28.1934;17.6045;1;0.0028;38;0.105
1;A42A;Stammzellentnahme bei Eigenspender mit Chemotherapie oder mit schwersten CC, Alter > 15 Jahre;1238;17.1107;6.7895;33;0.0267;59;0.0477
1;A42B;Stammzellentnahme bei Eigenspender, Alter < 16 Jahre;147;7.068;10.5179;50;0.3401;8;0.0544
1;A42C;Stammzellentnahme bei Eigenspender ohne Chemotherapie, Alter > 15 Jahre, ohne schwerste CC;2131;4.2037;3.3525;451;0.2116;61;0.0286
1;A43Z;Frührehabilitation bei Wachkoma und Locked-in-Syndrom;344;69.436;46.9659;0;0.00;0;0.00
1;A60A;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, mit Entfernung eines Organtransplantates oder komplexer OR-Prozedur oder äußerst schweren CC oder komplizierender Konstellation;1255;17.3363;15.9832;111;0.0884;190;0.1514
1;A60B;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, ohne komplizierende Konstellation, Alter < 16 Jahre;188;5.617;5.8723;0;0.00;21;0.1117
1;A60C;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, ohne komplizierende Konstellation, Alter > 15 Jahre;4582;6.9703;6.8825;0;0.00;498;0.1087
1;A60D;Versagen und Abstoßung eines Organtransplantates, ein Belegungstag;2551;1.00;0.00;0;0.00;0;0.00
1;A61A;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, mit äußerst schweren CC;314;17.8567;18.5913;82;0.2611;47;0.1497
1;A61B;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, ohne äußerst schwere CC;3247;2.9409;5.4242;2166;0.6671;187;0.0576
1;A62Z;Evaluierungsaufenthalt vor Herztransplantation;148;19.9054;21.4347;24;0.1622;25;0.1689
1;A63Z;Evaluierungsaufenthalt vor Lungen- oder Herz-Lungen-Transplantation;127;14.378;17.8912;25;0.1969;14;0.1102
1;A64Z;Evaluierungsaufenthalt vor Leber-, Dünndarm- oder Nieren-Pankreas-Transplantation;648;12.5278;13.0072;94;0.1451;82;0.1265
1;A66Z;Evaluierungsaufenthalt vor anderer Organtransplantation;624;3.8686;5.8583;55;0.0881;58;0.0929
1;A69Z;Evaluierungsaufenthalt vor Organtransplantation ohne Aufnahme auf eine Warteliste;731;12.513;10.1166;75;0.1026;76;0.104
1;A90A;Teilstationäre geriatrische Komplexbehandlung, umfassende Behandlung;0;0.00;0;0;0.00;0;0.00
1;A90B;Teilstationäre geriatrische Komplexbehandlung, Basisbehandlung;0;0.00;0;0;0.00;0;0.00
1;B01A;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen des Nervensystems, Alter < 18 Jahre;198;25.2626;16.5432;2;0.0101;32;0.1616
1;B01B;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen des Nervensystems, Alter > 17 Jahre;2158;24.5704;15.1176;85;0.0394;256;0.1186
1;B02A;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mehr als 8 Bestrahlungen, bei bestimmter Neubildung oder mit schwersten CC, oder mit bestimmtem kompl. Eingriff bei Neubildung oder int. Komplexbeh. > 392 / 368 / - P., Alter < 6 J. oder mit schwersten CC;793;41.9281;24.2898;43;0.0542;222;0.2799
1;B02B;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mehr als 8 Bestrahlungen oder mit bestimmtem komplexen Eingriff bei Neubildung oder intensivmedizinischer Komplexbehandlung > 392 / 368 / - Aufwandspunkte;982;26.887;15.1619;14;0.0143;151;0.1538
1;B02C;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mit bestimmtem komplexen Eingriff außer bei Neubildung oder Alter < 6 Jahre oder mit bestimmtem Eingriff, Alter < 18 Jahre oder mit bestimmten komplizierenden Faktoren;7965;14.4914;10.4079;505;0.0634;832;0.1045
1;B02D;Komplexe Kraniotomie oder Wirbelsäulen-Operation, ohne bestimmten komplexen Eingriff, Alter > 5 Jahre, ohne bestimmte komplizierende Faktoren;5503;12.8103;11.5596;870;0.1581;543;0.0987
1;B03Z;Eingriffe an Wirbelsäule und Rückenmark bei bösartiger Neubildung oder mit schweren CC oder mit intraoperativem Monitoring od. Eingriffe bei zerebraler Lähmung, Muskeldystrophie, Neuropathie oder nicht akuter Para- / Tetraplegie mit äuß. schw. CC;3237;15.818;11.5204;117;0.0361;378;0.1168
1;B04A;Interventionelle oder beidseitige Eingriffe an den extrakraniellen Gefäßen mit äußerst schweren CC;886;13.579;9.5442;88;0.0993;120;0.1354
1;B04B;Beidseitige Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere CC oder mehrzeitige Eingriffe an den extrakraniellen Gefäßen oder äußerst schwere CC;1463;13.8469;8.5288;96;0.0656;74;0.0506
1;B04C;Bestimmte interventionelle Eingriffe an den extrakraniellen Gefäßen, ohne mehrzeitige Eingriffe, ohne beidseitige Eingriffe, ohne äußerst schwere CC;3985;4.3455;3.7871;578;0.145;317;0.0795
1;B04D;Eingriffe an den extrakraniellen Gefäßen, ohne mehrzeitige Eingriffe, ohne beidseitige Eingriffe, ohne äußerst schwere CC, ohne bestimmte interventionelle Eingriffe;18593;6.382;3.093;127;0.0068;1430;0.0769
1;B05Z;Dekompression bei Karpaltunnelsyndrom;7729;1.577;1.587;5599;0.7244;236;0.0305
1;B07Z;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems mit äußerst schweren CC oder komplizierender Diagnose;1860;20.4774;18.197;283;0.1522;266;0.143
1;B09Z;Andere Eingriffe am Schädel;4764;5.9429;4.1392;132;0.0277;253;0.0531
1;B11Z;Frührehabilitation mit bestimmter OR-Prozedur;786;59.4109;37.6042;0;0.00;0;0.00
1;B12Z;Implantation eines Herzschrittmachers bei Krankheiten und Störungen des Nervensystems oder perkutan-transluminale Gefäßintervention an Herz und Koronargefäßen;2524;14.1256;8.8083;152;0.0602;229;0.0907
1;B13Z;Epilepsiechirurgie mit invasivem präoperativen Video-EEG;148;22.8784;15.3636;0;0.00;0;0.00
1;B15Z;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, Bestrahlungen an mindestens 8 Tagen;3584;23.3569;12.3772;6;0.0017;463;0.1292
1;B16A;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, Bestrahlungen an mindestens 5 Tagen oder mindestens 11 Bestrahlungen;1757;10.5327;7.1258;7;0.004;218;0.1241
1;B16B;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, Bestrahlungen an weniger als 5 Tagen, weniger als 11 Bestrahlungen;3130;6.7265;6.3022;0;0.00;373;0.1192
1;B17A;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, mit komplizierender Diagnose oder Implantation Ereignis-Rekorder;4107;9.5478;5.4305;221;0.0538;300;0.073
1;B17B;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, ohne komplizierende Diagnose, ohne Implantation Ereignis-Rekorder, mit komplexem Eingriff;2060;4.117;3.5635;337;0.1636;119;0.0578
1;B17C;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neurop., oh. kompl. Diagn., oh. Impl. Ereign.-Rek., ohne kompl. Eingr., Alt. < 19 J. od. m. schw. CC, Alt. > 15 J.;1154;9.2348;8.7889;202;0.175;91;0.0789
1;B17D;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, ohne kompl. Diagnose, ohne Impl. Ereign.-Rek., ohne schw. CC, Alt. > 18 J., mit mäßig kompl. Eingr.;9110;4.44;4.9932;2099;0.2304;616;0.0676
1;B17E;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebr. Lähmung, Muskeldystrophie od. Neuropathie, ohne kompl. Diagnose, ohne mäßig kompl. od. kompl. Eingr., ohne äuß. schw. oder schw. CC, Alter > 18 J.;6579;2.3002;2.7069;3290;0.5001;268;0.0407
1;B18Z;Eingriffe an Wirbelsäule und Rückenmark außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC oder Revision eines Ventrikelshuntes oder operative Eingriffe bei nicht akuter Para- / Tetraplegie;8213;7.1582;5.8922;1278;0.1556;516;0.0628
1;B20A;Kraniotomie oder große Wirbelsäulen-Operation mit bestimmter komplexer Prozedur, Alter < 16 Jahre;295;9.3898;4.968;8;0.0271;32;0.1085
1;B20B;Kraniotomie oder große WS-Operation mit komplexer Prozedur, Alter > 15 Jahre oder ohne best. komplexe Prozedur, mit intraop. neurophysiol. Monitoring oder komplexer Diagnose oder best. Gefäßinterventionen oder Bohrlochtrepanation mit äußerst schweren CC;20269;10.6576;6.2519;888;0.0438;1551;0.0765
1;B20C;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter < 3 Jahre oder Alter < 18 Jahre mit großem intrakraniellen Eingriff;1619;7.0154;5.5562;49;0.0303;155;0.0957
