Type;Bereich;Bezeichnung;Anzahl KH;AnzahlTS
2;B20-B24;HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];15;2380
2;B25-B34;Sonstige Viruskrankheiten;27;68
2;B35-B49;Mykosen;42;191
2;B50-B64;Protozoenkrankheiten;14;20
2;B65-B83;Helminthosen;8;19
2;B85-B89;Pedikulose [Läusebefall], Akarinose [Milbenbefall] und sonstiger Parasitenbefall der Haut;19;56
2;B90-B94;Folgezustände von infektiösen und parasitären Krankheiten;3;4
2;B95-B98;Bakterien, Viren und sonstige Infektionserreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
2;B99-B99;Sonstige Infektionskrankheiten;23;88
2;C00-C14;Bösartige Neubildungen der Lippe, der Mundhöhle und des Pharynx;77;2943
2;C15-C26;Bösartige Neubildungen der Verdauungsorgane;152;26529
2;C30-C39;Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe;123;14500
2;C40-C41;Bösartige Neubildungen des Knochens und des Gelenkknorpels;57;1493
2;C43-C44;Melanom und sonstige bösartige Neubildungen der Haut;76;8487
2;C45-C49;Bösartige Neubildungen des mesothelialen Gewebes und des Weichteilgewebes;99;3734
2;C50-C50;Bösartige Neubildungen der Brustdrüse [Mamma];113;23576
2;C51-C58;Bösartige Neubildungen der weiblichen Genitalorgane;106;7052
2;C60-C63;Bösartige Neubildungen der männlichen Genitalorgane;107;4411
2;C64-C68;Bösartige Neubildungen der Harnorgane;116;2765
2;C69-C72;Bösartige Neubildungen des Auges, des Gehirns und sonstiger Teile des Zentralnervensystems;79;4644
2;C73-C75;Bösartige Neubildungen der Schilddrüse und sonstiger endokriner Drüsen;63;959
2;C76-C80;Bösartige Neubildungen ungenau bezeichneter, sekundärer und nicht näher bezeichneter Lokalisationen;127;4840
2;C81-C96;Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes, als primär festgestellt oder vermutet;135;34479
2;C97-C97;Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen;0;0
2;D00-D09;In-situ-Neubildungen;47;777
2;D10-D36;Gutartige Neubildungen;105;4651
2;D37-D48;Neubildungen unsicheren oder unbekannten Verhaltens;136;6870
2;D50-D53;Alimentäre Anämien;87;430
2;D55-D59;Hämolytische Anämien;73;1941
2;D60-D64;Aplastische und sonstige Anämien;99;1997
2;D65-D69;Koagulopathien, Purpura und sonstige hämorrhagische Diathesen;100;1336
2;D70-D77;Sonstige Krankheiten des Blutes und der blutbildenden Organe;70;387
2;D80-D90;Bestimmte Störungen mit Beteiligung des Immunsystems;85;1225
2;E00-E07;Krankheiten der Schilddrüse;48;993
2;E10-E14;Diabetes mellitus;155;4929
2;E15-E16;Sonstige Störungen der Blutglukose-Regulation und der inneren Sekretion des Pankreas;30;87
2;E20-E35;Krankheiten sonstiger endokriner Drüsen;64;2506
2;E40-E46;Mangelernährung;19;59
2;E50-E64;Sonstige alimentäre Mangelzustände;43;133
2;E65-E68;Adipositas und sonstige Überernährung;59;1820
2;E70-E90;Stoffwechselstörungen;124;4484
2;F00-F09;Organische, einschließlich symptomatischer psychischer Störungen;126;1497
2;F10-F19;Psychische und Verhaltensstörungen durch psychotrope Substanzen;22;80
2;F20-F29;Schizophrenie, schizotype und wahnhafte Störungen;17;25
2;F30-F39;Affektive Störungen;117;635
2;F40-F48;Neurotische, Belastungs- und somatoforme Störungen;156;11225
2;F50-F59;Verhaltensauffälligkeiten mit körperlichen Störungen und Faktoren;46;513
2;F60-F69;Persönlichkeits- und Verhaltensstörungen;26;93
2;F70-F79;Intelligenzstörung;13;33
2;F80-F89;Entwicklungsstörungen;47;3492
2;F90-F98;Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend;46;1434
2;F99-F99;Nicht näher bezeichnete psychische Störungen;4;5
2;G00-G09;Entzündliche Krankheiten des Zentralnervensystems;48;491
2;G10-G14;Systematrophien, die vorwiegend das Zentralnervensystem betreffen;57;312
2;G20-G26;Extrapyramidale Krankheiten und Bewegungsstörungen;172;1883
2;G30-G32;Sonstige degenerative Krankheiten des Nervensystems;107;1035
2;G35-G37;Demyelinisierende Krankheiten des Zentralnervensystems;80;3481
2;G40-G47;Episodische und paroxysmale Krankheiten des Nervensystems;176;24550
2;G50-G59;Krankheiten von Nerven, Nervenwurzeln und Nervenplexus;110;1284
2;G60-G64;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems;115;2214
2;G70-G73;Krankheiten im Bereich der neuromuskulären Synapse und des Muskels;68;475
2;G80-G83;Zerebrale Lähmung und sonstige Lähmungssyndrome;126;1299
2;G90-G99;Sonstige Krankheiten des Nervensystems;117;1103
2;H00-H06;Affektionen des Augenlides, des Tränenapparates und der Orbita;30;517
2;H10-H13;Affektionen der Konjunktiva;10;33
2;H15-H22;Affektionen der Sklera, der Hornhaut, der Iris und des Ziliarkörpers;21;91
2;H25-H28;Affektionen der Linse;10;2864
2;H30-H36;Affektionen der Aderhaut und der Netzhaut;16;1906
2;H40-H42;Glaukom;10;49
2;H43-H45;Affektionen des Glaskörpers und des Augapfels;7;10
2;H46-H48;Affektionen des N. opticus und der Sehbahn;33;157
2;H49-H52;Affektionen der Augenmuskeln, Störungen der Blickbewegungen sowie Akkommodationsstörungen und Refraktionsfehler;38;147
2;H53-H54;Sehstörungen und Blindheit;38;197
2;H55-H59;Sonstige Affektionen des Auges und der Augenanhangsgebilde;34;89
2;H60-H62;Krankheiten des äußeren Ohres;15;54
2;H65-H75;Krankheiten des Mittelohres und des Warzenfortsatzes;26;219
2;H80-H83;Krankheiten des Innenohres;71;1021
2;H90-H95;Sonstige Krankheiten des Ohres;45;7258
2;I00-I02;Akutes rheumatisches Fieber;-999;-999
2;I05-I09;Chronische rheumatische Herzkrankheiten;12;23
2;I10-I15;Hypertonie [Hochdruckkrankheit];104;865
2;I20-I25;Ischämische Herzkrankheiten;116;1380
2;I26-I28;Pulmonale Herzkrankheit und Krankheiten des Lungenkreislaufes;56;110
2;I30-I52;Sonstige Formen der Herzkrankheit;164;3305
2;I60-I69;Zerebrovaskuläre Krankheiten;174;3252
2;I70-I79;Krankheiten der Arterien, Arteriolen und Kapillaren;142;1504
2;I80-I89;Krankheiten der Venen, der Lymphgefäße und der Lymphknoten, anderenorts nicht klassifiziert;85;1010
2;I95-I99;Sonstige und nicht näher bezeichnete Krankheiten des Kreislaufsystems;50;132
2;J00-J06;Akute Infektionen der oberen Atemwege;31;172
2;J09-J18;Grippe und Pneumonie;85;359
2;J20-J22;Sonstige akute Infektionen der unteren Atemwege;50;159
2;J30-J39;Sonstige Krankheiten der oberen Atemwege;56;818
2;J40-J47;Chronische Krankheiten der unteren Atemwege;139;3187
2;J60-J70;Lungenkrankheiten durch exogene Substanzen;20;27
2;J80-J84;Sonstige Krankheiten der Atmungsorgane, die hauptsächlich das Interstitium betreffen;28;110
2;J85-J86;Purulente und nekrotisierende Krankheitszustände der unteren Atemwege;19;35
2;J90-J94;Sonstige Krankheiten der Pleura;23;57
2;J95-J99;Sonstige Krankheiten des Atmungssystems;57;810
2;K00-K14;Krankheiten der Mundhöhle, der Speicheldrüsen und der Kiefer;56;1003
2;K20-K31;Krankheiten des Ösophagus, des Magens und des Duodenums;104;2502
2;K35-K38;Krankheiten der Appendix;7;8
2;K40-K46;Hernien;37;131
2;K50-K52;Nichtinfektiöse Enteritis und Kolitis;92;3950
2;K55-K64;Sonstige Krankheiten des Darmes;111;2512
2;K65-K67;Krankheiten des Peritoneums;11;14
2;K70-K77;Krankheiten der Leber;60;568
2;K80-K87;Krankheiten der Gallenblase, der Gallenwege und des Pankreas;70;513
2;K90-K93;Sonstige Krankheiten des Verdauungssystems;67;1542
2;L00-L08;Infektionen der Haut und der Unterhaut;59;258
2;L10-L14;Bullöse Dermatosen;34;327
2;L20-L30;Dermatitis und Ekzem;58;6219
2;L40-L45;Papulosquamöse Hautkrankheiten;74;6354
2;L50-L54;Urtikaria und Erythem;42;686
2;L55-L59;Krankheiten der Haut und der Unterhaut durch Strahleneinwirkung;35;1925
2;L60-L75;Krankheiten der Hautanhangsgebilde;54;1078
2;L80-L99;Sonstige Krankheiten der Haut und der Unterhaut;81;3638
2;M00-M03;Infektiöse Arthropathien;40;85
2;M05-M14;Entzündliche Polyarthropathien;128;3418
2;M15-M19;Arthrose;167;2108
2;M20-M25;Sonstige Gelenkkrankheiten;122;1088
2;M30-M36;Systemkrankheiten des Bindegewebes;129;2543
2;M40-M43;Deformitäten der Wirbelsäule und des Rückens;94;842
2;M45-M49;Spondylopathien;180;3372
2;M50-M54;Sonstige Krankheiten der Wirbelsäule und des Rückens;199;6774
2;M60-M63;Krankheiten der Muskeln;87;584
2;M65-M68;Krankheiten der Synovialis und der Sehnen;27;49
2;M70-M79;Sonstige Krankheiten des Weichteilgewebes;156;3201
2;M80-M85;Veränderungen der Knochendichte und -struktur;137;762
2;M86-M90;Sonstige Osteopathien;81;1145
2;M91-M94;Chondropathien;21;31
2;M95-M99;Sonstige Krankheiten des Muskel-Skelett-Systems und des Bindegewebes;73;550
2;N00-N08;Glomeruläre Krankheiten;32;139
2;N10-N16;Tubulointerstitielle Nierenkrankheiten;52;1002
2;N17-N19;Niereninsuffizienz;140;6290
2;N20-N23;Urolithiasis;14;323
2;N25-N29;Sonstige Krankheiten der Niere und des Ureters;32;314
2;N30-N39;Sonstige Krankheiten des Harnsystems;78;3985
2;N40-N51;Krankheiten der männlichen Genitalorgane;43;296
2;N60-N64;Krankheiten der Mamma [Brustdrüse];20;358
2;N70-N77;Entzündliche Krankheiten der weiblichen Beckenorgane;9;23
2;N80-N98;Nichtentzündliche Krankheiten des weiblichen Genitaltraktes;44;330
2;N99-N99;Sonstige Krankheiten des Urogenitalsystems;5;9
2;O00-O08;Schwangerschaft mit abortivem Ausgang;7;24
2;O09-O09;Schwangerschaftsdauer;0;0
2;O10-O16;Ödeme, Proteinurie und Hypertonie während der Schwangerschaft, der Geburt und des Wochenbettes;0;0
2;O20-O29;Sonstige Krankheiten der Mutter, die vorwiegend mit der Schwangerschaft verbunden sind;14;339
2;O30-O48;Betreuung der Mutter im Hinblick auf den Feten und die Amnionhöhle sowie mögliche Entbindungskomplikationen;7;346
2;O60-O75;Komplikationen bei Wehentätigkeit und Entbindung;2;11
2;O80-O82;Entbindung;0;0
2;O85-O92;Komplikationen, die vorwiegend im Wochenbett auftreten;2;9
2;O94-O99;Sonstige Krankheitszustände während der Gestationsperiode, die anderenorts nicht klassifiziert sind;14;40
2;P00-P04;Schädigung des Feten und Neugeborenen durch mütterliche Faktoren und durch Komplikationen bei Schwangerschaft, Wehentätigkeit und Entbindung;-999;-999
2;P05-P08;Störungen im Zusammenhang mit der Schwangerschaftsdauer und dem fetalen Wachstum;5;13
2;P10-P15;Geburtstrauma;3;4
2;P20-P29;Krankheiten des Atmungs- und Herz-Kreislaufsystems, die für die Perinatalperiode spezifisch sind;11;33
2;P35-P39;Infektionen, die für die Perinatalperiode spezifisch sind;6;6
2;P50-P61;Hämorrhagische und hämatologische Krankheiten beim Feten und Neugeborenen;14;38
2;P70-P74;Transitorische endokrine und Stoffwechselstörungen, die für den Feten und das Neugeborene spezifisch sind;2;2
2;P75-P78;Krankheiten des Verdauungssystems beim Feten und Neugeborenen;0;0
2;P80-P83;Krankheitszustände mit Beteiligung der Haut und der Temperaturregulation beim Feten und Neugeborenen;0;0
2;P90-P96;Sonstige Störungen, die ihren Ursprung in der Perinatalperiode haben;17;33
2;Q00-Q07;Angeborene Fehlbildungen des Nervensystems;49;613
2;Q10-Q18;Angeborene Fehlbildungen des Auges, des Ohres, des Gesichtes und des Halses;26;175
2;Q20-Q28;Angeborene Fehlbildungen des Kreislaufsystems;33;810
2;Q30-Q34;Angeborene Fehlbildungen des Atmungssystems;23;51
2;Q35-Q37;Lippen-, Kiefer- und Gaumenspalte;5;26
2;Q38-Q45;Sonstige angeborene Fehlbildungen des Verdauungssystems;42;256
2;Q50-Q56;Angeborene Fehlbildungen der Genitalorgane;23;64
2;Q60-Q64;Angeborene Fehlbildungen des Harnsystems;46;1552
2;Q65-Q79;Angeborene Fehlbildungen und Deformitäten des Muskel-Skelett-Systems;55;497
2;Q80-Q89;Sonstige angeborene Fehlbildungen;71;1174
2;Q90-Q99;Chromosomenanomalien, anderenorts nicht klassifiziert;31;135
2;R00-R09;Symptome, die das Kreislaufsystem und das Atmungssystem betreffen;98;2084
2;R10-R19;Symptome, die das Verdauungssystem und das Abdomen betreffen;109;4136
2;R20-R23;Symptome, die die Haut und das Unterhautgewebe betreffen;68;702
2;R25-R29;Symptome, die das Nervensystem und das Muskel-Skelett-System betreffen;190;11281
2;R30-R39;Symptome, die das Harnsystem betreffen;42;1108
2;R40-R46;Symptome, die das Erkennungs- und Wahrnehmungsvermögen, die Stimmung und das Verhalten betreffen;122;1911
2;R47-R49;Symptome, die die Sprache und die Stimme betreffen;45;237
2;R50-R69;Allgemeinsymptome;202;4355
2;R70-R79;Abnorme Blutuntersuchungsbefunde ohne Vorliegen einer Diagnose;51;545
2;R80-R82;Abnorme Urinuntersuchungsbefunde ohne Vorliegen einer Diagnose;11;28
2;R83-R89;Abnorme Befunde ohne Vorliegen einer Diagnose bei der Untersuchung anderer Körperflüssigkeiten, Substanzen und Gewebe;5;25
2;R90-R94;Abnorme Befunde ohne Vorliegen einer Diagnose bei bildgebender Diagnostik und Funktionsprüfungen;60;396
2;R95-R99;Ungenau bezeichnete und unbekannte Todesursachen;-999;-999
2;S00-S09;Verletzungen des Kopfes;100;1387
2;S10-S19;Verletzungen des Halses;30;83
2;S20-S29;Verletzungen des Thorax;82;277
2;S30-S39;Verletzungen des Abdomens, der Lumbosakralgegend, der Lendenwirbelsäule und des Beckens;130;813
2;S40-S49;Verletzungen der Schulter und des Oberarmes;125;756
2;S50-S59;Verletzungen des Ellenbogens und des Unterarmes;83;210
2;S60-S69;Verletzungen des Handgelenkes und der Hand;20;51
2;S70-S79;Verletzungen der Hüfte und des Oberschenkels;128;1725
2;S80-S89;Verletzungen des Knies und des Unterschenkels;101;345
2;S90-S99;Verletzungen der Knöchelregion und des Fußes;37;63
2;T00-T07;Verletzungen mit Beteiligung mehrerer Körperregionen;5;5
2;T08-T14;Verletzungen nicht näher bezeichneter Teile des Rumpfes, der Extremitäten oder anderer Körperregionen;26;62
2;T15-T19;Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung;31;166
2;T20-T25;Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet;11;94
2;T26-T28;Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind;6;8
2;T29-T32;Verbrennungen oder Verätzungen mehrerer und nicht näher bezeichneter Körperregionen;9;11
2;T33-T35;Erfrierungen;0;0
2;T36-T50;Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen;13;24
2;T51-T65;Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen;33;248
2;T66-T78;Sonstige und nicht näher bezeichnete Schäden durch äußere Ursachen;50;1222
2;T79-T79;Bestimmte Frühkomplikationen eines Traumas;12;14
2;T80-T88;Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert;132;1721
2;T89-T89;Sonstige Komplikationen eines Traumas, anderenorts nicht klassifiziert;3;24
2;T90-T98;Folgen von Verletzungen, Vergiftungen und sonstigen Auswirkungen äußerer Ursachen;8;13
2;U00-U49;Vorläufige Zuordnungen für Krankheiten mit unklarer Ätiologie und nicht belegte Schlüsselnummern;0;0
2;U50-U52;Funktionseinschränkung;6;14
2;U55-U55;Erfolgte Registrierung zur Organtransplantation;-999;-999
2;U60-U61;Stadieneinteilung der HIV-Infektion;0;0
2;U69-U69;Sonstige sekundäre Schlüsselnummern für besondere Zwecke;0;0
2;U80-U85;Infektionserreger mit Resistenzen gegen bestimmte Antibiotika oder Chemotherapeutika;0;0
2;U99-U99;Nicht belegte Schlüsselnummern;0;0
2;V01-X59;Unfälle;0;0
2;X60-X84;Vorsätzliche Selbstbeschädigung;0;0
2;X85-Y09;Tätlicher Angriff;0;0
2;Y10-Y34;Ereignis, dessen nähere Umstände unbestimmt sind;0;0
2;Y35-Y36;Gesetzliche Maßnahmen und Kriegshandlungen;0;0
2;Y40-Y84;Komplikationen bei der medizinischen und chirurgischen Behandlung;0;0
2;Z00-Z13;Personen, die das Gesundheitswesen zur Untersuchung und Abklärung in Anspruch nehmen;104;7874
2;Z20-Z29;Personen mit potentiellen Gesundheitsrisiken hinsichtlich übertragbarer Krankheiten;29;464
2;Z30-Z39;Personen, die das Gesundheitswesen im Zusammenhang mit Problemen der Reproduktion in Anspruch nehmen;2;9
2;Z40-Z54;Personen, die das Gesundheitswesen zum Zwecke spezifischer Maßnahmen und zur medizinischen Betreuung in Anspruch nehmen;163;28899
2;Z55-Z65;Personen mit potentiellen Gesundheitsrisiken aufgrund sozioökonomischer oder psychosozialer Umstände;4;13
2;Z70-Z76;Personen, die das Gesundheitswesen aus sonstigen Gründen in Anspruch nehmen;12;146
2;Z80-Z99;Personen mit potentiellen Gesundheitsrisiken aufgrund der Familien- oder Eigenanamnese und bestimmte Zustände, die den Gesundheitszustand beeinflussen;73;1315
3;A00;Cholera;0;0
3;A01;Typhus abdominalis und Paratyphus;0;0
3;A02;Sonstige Salmonelleninfektionen;-999;-999
3;A03;Shigellose [Bakterielle Ruhr];0;0
3;A04;Sonstige bakterielle Darminfektionen;24;38
3;A05;Sonstige bakteriell bedingte Lebensmittelvergiftungen, anderenorts nicht klassifiziert;2;2
3;A06;Amöbiasis;2;2
3;A07;Sonstige Darmkrankheiten durch Protozoen;5;6
3;A08;Virusbedingte und sonstige näher bezeichnete Darminfektionen;4;13
3;A09;Sonstige und nicht näher bezeichnete Gastroenteritis und Kolitis infektiösen und nicht näher bezeichneten Ursprungs;41;205
3;A15;Tuberkulose der Atmungsorgane, bakteriologisch, molekularbiologisch oder histologisch gesichert;4;7
3;A16;Tuberkulose der Atmungsorgane, weder bakteriologisch, molekularbiologisch noch histologisch gesichert;9;28
3;A17;Tuberkulose des Nervensystems;5;6
3;A18;Tuberkulose sonstiger Organe;7;20
3;A19;Miliartuberkulose;-999;-999
3;A20;Pest;0;0
3;A21;Tularämie;0;0
3;A22;Anthrax [Milzbrand];0;0
3;A23;Brucellose;3;4
3;A24;Rotz [Malleus] und Melioidose [Pseudorotz];0;0
3;A25;Rattenbisskrankheiten;0;0
3;A26;Erysipeloid;2;2
3;A27;Leptospirose;0;0
3;A28;Sonstige bakterielle Zoonosen, anderenorts nicht klassifiziert;0;0
3;A30;Lepra [Aussatz];0;0
3;A31;Infektion durch sonstige Mykobakterien;8;14
3;A32;Listeriose;0;0
3;A33;Tetanus neonatorum;0;0
3;A34;Tetanus während der Schwangerschaft, der Geburt und des Wochenbettes;0;0
3;A35;Sonstiger Tetanus;0;0
3;A36;Diphtherie;-999;-999
3;A37;Keuchhusten;3;6
3;A38;Scharlach;-999;-999
3;A39;Meningokokkeninfektion;-999;-999
3;A40;Streptokokkensepsis;3;3
3;A41;Sonstige Sepsis;26;35
3;A42;Aktinomykose;2;4
3;A43;Nokardiose;0;0
3;A44;Bartonellose;-999;-999
3;A46;Erysipel [Wundrose];38;79
3;A48;Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert;4;6
3;A49;Bakterielle Infektion nicht näher bezeichneter Lokalisation;10;155
3;A50;Syphilis connata;-999;-999
3;A51;Frühsyphilis;15;72
3;A52;Spätsyphilis;13;23
3;A53;Sonstige und nicht näher bezeichnete Syphilis;14;57
3;A54;Gonokokkeninfektion;3;3
3;A55;Lymphogranuloma inguinale (venereum) durch Chlamydien;-999;-999
3;A56;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten;2;2
3;A57;Ulcus molle (venereum);2;4
3;A58;Granuloma venereum (inguinale);0;0
3;A59;Trichomoniasis;0;0
3;A60;Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex];2;2
3;A63;Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert;13;65
3;A64;Durch Geschlechtsverkehr übertragene Krankheiten, nicht näher bezeichnet;0;0
3;A65;Nichtvenerische Syphilis;0;0
3;A66;Frambösie;0;0
3;A67;Pinta [Carate];0;0
3;A68;Rückfallfieber;2;4
3;A69;Sonstige Spirochäteninfektionen;46;212
3;A70;Infektionen durch Chlamydia psittaci;0;0
3;A71;Trachom;0;0
3;A74;Sonstige Krankheiten durch Chlamydien;2;2
3;A75;Fleckfieber;0;0
3;A77;Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen];0;0
3;A78;Q-Fieber;0;0
3;A79;Sonstige Rickettsiosen;0;0
3;A80;Akute Poliomyelitis [Spinale Kinderlähmung];0;0
3;A81;Atypische Virusinfektionen des Zentralnervensystems;10;20
3;A82;Tollwut [Rabies];0;0
3;A83;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen;0;0
3;A84;Virusenzephalitis, durch Zecken übertragen;-999;-999
3;A85;Sonstige Virusenzephalitis, anderenorts nicht klassifiziert;-999;-999
3;A86;Virusenzephalitis, nicht näher bezeichnet;2;2
3;A87;Virusmeningitis;6;11
3;A88;Sonstige Virusinfektionen des Zentralnervensystems, anderenorts nicht klassifiziert;0;0
3;A89;Virusinfektion des Zentralnervensystems, nicht näher bezeichnet;0;0
3;A90;Dengue-Fieber [Klassische Dengue];-999;-999
3;A91;Hämorrhagisches Dengue-Fieber;0;0
3;A92;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten;2;2
3;A93;Sonstige durch Arthropoden übertragene Viruskrankheiten, anderenorts nicht klassifiziert;0;0
3;A94;Durch Arthropoden übertragene Viruskrankheit, nicht näher bezeichnet;0;0
3;A95;Gelbfieber;0;0
3;A96;Hämorrhagisches Fieber durch Arenaviren;0;0
3;A98;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert;-999;-999
3;A99;Nicht näher bezeichnete hämorrhagische Viruskrankheit;0;0
3;B00;Infektionen durch Herpesviren [Herpes simplex];10;25
3;B01;Varizellen [Windpocken];3;3
3;B02;Zoster [Herpes zoster];42;131
3;B03;Pocken;0;0
3;B04;Affenpocken;0;0
3;B05;Masern;0;0
3;B06;Röteln [Rubeola] [Rubella];0;0
3;B07;Viruswarzen;29;391
3;B08;Sonstige Virusinfektionen, die durch Haut- und Schleimhautläsionen gekennzeichnet sind, anderenorts nicht klassifiziert;26;123
3;B09;Nicht näher bezeichnete Virusinfektion, die durch Haut- und Schleimhautläsionen gekennzeichnet ist;2;2
3;B15;Akute Virushepatitis A;0;0
3;B16;Akute Virushepatitis B;2;2
3;B17;Sonstige akute Virushepatitis;4;4
3;B18;Chronische Virushepatitis;16;311
3;B19;Nicht näher bezeichnete Virushepatitis;0;0
3;B20;Infektiöse und parasitäre Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];4;127
3;B21;Bösartige Neubildungen infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];7;94
3;B22;Sonstige näher bezeichnete Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];6;155
3;B23;Sonstige Krankheitszustände infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];8;912
3;B24;Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];10;1092
3;B25;Zytomegalie;9;13
3;B26;Mumps;0;0
3;B27;Infektiöse Mononukleose;17;27
3;B30;Viruskonjunktivitis;0;0
3;B33;Sonstige Viruskrankheiten, anderenorts nicht klassifiziert;4;9
3;B34;Viruskrankheit nicht näher bezeichneter Lokalisation;10;19
3;B35;Dermatophytose [Tinea];23;88
3;B36;Sonstige oberflächliche Mykosen;5;5
3;B37;Kandidose;21;34
3;B38;Kokzidioidomykose;0;0
3;B39;Histoplasmose;0;0
3;B40;Blastomykose;0;0
3;B41;Parakokzidioidomykose;0;0
3;B42;Sporotrichose;0;0
3;B43;Chromomykose und chromomykotischer Abszess;0;0
3;B44;Aspergillose;7;54
3;B45;Kryptokokkose;-999;-999
3;B46;Zygomykose;-999;-999
3;B47;Myzetom;0;0
3;B48;Sonstige Mykosen, anderenorts nicht klassifiziert;-999;-999
3;B49;Nicht näher bezeichnete Mykose;-999;-999
3;B50;Malaria tropica durch Plasmodium falciparum;0;0
3;B51;Malaria tertiana durch Plasmodium vivax;0;0
3;B52;Malaria quartana durch Plasmodium malariae;0;0
3;B53;Sonstige parasitologisch bestätigte Malaria;0;0
3;B54;Malaria, nicht näher bezeichnet;2;2
3;B55;Leishmaniose;6;6
3;B56;Afrikanische Trypanosomiasis;0;0
3;B57;Chagas-Krankheit;-999;-999
3;B58;Toxoplasmose;6;11
3;B59;Pneumozystose;0;0
3;B60;Sonstige Protozoenkrankheiten, anderenorts nicht klassifiziert;0;0
3;B64;Nicht näher bezeichnete Protozoenkrankheit;0;0
3;B65;Schistosomiasis [Bilharziose];0;0
3;B66;Befall durch sonstige Trematoden [Egel];0;0
3;B67;Echinokokkose;4;14
3;B68;Taeniasis;0;0
3;B69;Zystizerkose;0;0
3;B70;Diphyllobothriose und Sparganose;0;0
3;B71;Befall durch sonstige Zestoden;0;0
3;B72;Drakunkulose;0;0
3;B73;Onchozerkose;0;0
3;B74;Filariose;0;0
3;B75;Trichinellose;0;0
3;B76;Hakenwurm-Krankheit;2;2
3;B77;Askaridose;0;0
