Type;Type2;Bereich;Bereichsname;Anzahl;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
1;1;17;Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien;98516;5.4883;10.025;30389;17622;9435;7319;6110;3887;3312;2723;2258;2285;2749;2712;2188;1661;1171;1164;937;398;145;51;0.3085;0.1789;0.0958;0.0743;0.062;0.0395;0.0336;0.0276;0.0229;0.0232;0.0279;0.0275;0.0222;0.0169;0.0119;0.0118;0.0095;0.004;0.0015;0.0005
1;1;18;Symptome und abnorme klinische und Laborbefunde, die anderenorts nicht klassifiziert sind;931587;3.8087;4.6938;17084;17100;17448;33482;49773;37354;36144;34049;34342;38450;51247;59522;58189;57052;54361;74121;100168;77999;56433;27269;0.0183;0.0184;0.0187;0.0359;0.0534;0.0401;0.0388;0.0365;0.0369;0.0413;0.055;0.0639;0.0625;0.0612;0.0584;0.0796;0.1075;0.0837;0.0606;0.0293
1;1;19;Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen;1907892;6.9163;9.5853;24853;62884;52199;62004;83454;79178;71747;60981;56566;62752;89415;108404;110184;111087;105654;141876;195457;173993;154073;101131;0.013;0.033;0.0274;0.0325;0.0437;0.0415;0.0376;0.032;0.0296;0.0329;0.0469;0.0568;0.0578;0.0582;0.0554;0.0744;0.1024;0.0912;0.0808;0.053
1;1;20;Äußere Ursachen von Morbidität und Mortalität;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
1;1;21;Faktoren, die den Gesundheitszustand beeinflussen und zur Inanspruchnahme des Gesundheitswesens führen;619420;3.0136;1.9799;510175;5299;2594;2187;3109;2673;3920;4267;3798;3962;5991;7430;8271;8632;8121;9950;11970;8557;5824;2690;0.8236;0.0086;0.0042;0.0035;0.005;0.0043;0.0063;0.0069;0.0061;0.0064;0.0097;0.012;0.0134;0.0139;0.0131;0.0161;0.0193;0.0138;0.0094;0.0043
1;1;22;Schlüsselnummern für besondere Zwecke;7;24.2857;10.226;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.1429;0.2857;0.1429;0.2857;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.1429;0;0.00;0.00
2;1;A00-A09;Infektiöse Darmkrankheiten;263891;4.6398;5.1784;16674;36927;15182;11433;13114;12321;10908;8522;6605;6081;7581;8783;8687;9268;9541;13825;21215;19759;17336;10129;0.0632;0.1399;0.0575;0.0433;0.0497;0.0467;0.0413;0.0323;0.025;0.023;0.0287;0.0333;0.0329;0.0351;0.0362;0.0524;0.0804;0.0749;0.0657;0.0384
2;1;A15-A19;Tuberkulose;7905;23.4837;30.3828;36;165;162;169;755;924;933;648;525;456;436;474;373;399;266;328;380;284;151;41;0.0046;0.0209;0.0205;0.0214;0.0955;0.1169;0.118;0.082;0.0664;0.0577;0.0552;0.06;0.0472;0.0505;0.0336;0.0415;0.0481;0.0359;0.0191;0.0052
2;1;A20-A28;Bestimmte bakterielle Zoonosen;898;6.9065;7.0006;3;36;36;44;45;52;69;51;39;60;59;63;66;50;48;54;48;40;22;13;0.0033;0.0401;0.0401;0.049;0.0501;0.0579;0.0768;0.0568;0.0434;0.0668;0.0657;0.0702;0.0735;0.0557;0.0535;0.0601;0.0535;0.0445;0.0245;0.0145
2;1;A30-A49;Sonstige bakterielle Krankheiten;210343;10.6362;10.2229;1824;2551;1592;1169;1825;2071;2496;2885;3525;4644;7598;10747;13040;15798;17481;24535;34454;28987;21991;11130;0.0087;0.0121;0.0076;0.0056;0.0087;0.0098;0.0119;0.0137;0.0168;0.0221;0.0361;0.0511;0.062;0.0751;0.0831;0.1166;0.1638;0.1378;0.1045;0.0529
2;1;A50-A64;Infektionen, die vorwiegend durch Geschlechtsverkehr übertragen werden;2715;5.5643;5.2839;19;6;2;28;484;532;375;245;185;155;197;188;82;61;47;45;31;21;9;3;0.007;0.0022;0.0007;0.0103;0.1783;0.1959;0.1381;0.0902;0.0681;0.0571;0.0726;0.0692;0.0302;0.0225;0.0173;0.0166;0.0114;0.0077;0.0033;0.0011
2;1;A65-A69;Sonstige Spirochätenkrankheiten;5067;8.7944;6.3214;3;174;571;430;206;146;179;189;167;214;335;404;381;389;290;416;345;157;61;10;0.0006;0.0343;0.1127;0.0849;0.0407;0.0288;0.0353;0.0373;0.033;0.0422;0.0661;0.0797;0.0752;0.0768;0.0572;0.0821;0.0681;0.031;0.012;0.002
2;1;A70-A74;Sonstige Krankheiten durch Chlamydien;155;6.3484;4.8236;3;4;3;8;22;17;13;8;12;8;13;6;10;4;4;8;8;4;0;0;0.0194;0.0258;0.0194;0.0516;0.1419;0.1097;0.0839;0.0516;0.0774;0.0516;0.0839;0.0387;0.0645;0.0258;0.0258;0.0516;0.0516;0.0258;0;0.00
2;1;A75-A79;Rickettsiosen;111;8.9459;7.0076;0;0;0;0;4;3;11;4;6;6;14;14;13;13;6;8;4;4;1;0;0;0.00;0;0.00;0.036;0.027;0.0991;0.036;0.0541;0.0541;0.1261;0.1261;0.1171;0.1171;0.0541;0.0721;0.036;0.036;0.009;0.00
2;1;A80-A89;Virusinfektionen des Zentralnervensystems;4989;9.2566;9.2742;173;207;299;162;214;346;426;421;359;322;321;336;245;251;194;225;265;150;55;18;0.0347;0.0415;0.0599;0.0325;0.0429;0.0694;0.0854;0.0844;0.072;0.0645;0.0643;0.0673;0.0491;0.0503;0.0389;0.0451;0.0531;0.0301;0.011;0.0036
2;1;A90-A99;Durch Arthropoden übertragene Viruskrankheiten und virale hämorrhagische Fieber;826;6.4068;4.6425;1;1;1;8;41;93;100;88;78;65;94;89;63;45;20;18;11;8;2;0;0.0012;0.0012;0.0012;0.0097;0.0496;0.1126;0.1211;0.1065;0.0944;0.0787;0.1138;0.1077;0.0763;0.0545;0.0242;0.0218;0.0133;0.0097;0.0024;0.00
2;1;B00-B09;Virusinfektionen, die durch Haut- und Schleimhautläsionen gekennzeichnet sind;36131;7.2074;6.4954;1722;3268;869;736;862;962;1065;1011;901;929;1239;1610;1844;2233;2396;3526;4474;3283;2174;1027;0.0477;0.0904;0.0241;0.0204;0.0239;0.0266;0.0295;0.028;0.0249;0.0257;0.0343;0.0446;0.051;0.0618;0.0663;0.0976;0.1238;0.0909;0.0602;0.0284
2;1;B15-B19;Virushepatitis;3520;5.4597;5.5382;5;54;116;90;132;151;225;238;302;271;351;350;363;254;199;148;145;81;38;7;0.0014;0.0153;0.033;0.0256;0.0375;0.0429;0.0639;0.0676;0.0858;0.077;0.0997;0.0994;0.1031;0.0722;0.0565;0.042;0.0412;0.023;0.0108;0.002
2;1;B20-B24;HIV-Krankheit [Humane Immundefizienz-Viruskrankheit];1043;12.3672;13.4009;4;2;2;6;5;27;70;109;124;134;161;157;106;68;33;22;10;3;0;0;0.0038;0.0019;0.0019;0.0058;0.0048;0.0259;0.0671;0.1045;0.1189;0.1285;0.1544;0.1505;0.1016;0.0652;0.0316;0.0211;0.0096;0.0029;0;0.00
2;1;B25-B34;Sonstige Viruskrankheiten;24878;4.492;6.2244;2579;4212;2035;1879;3937;1955;1244;903;720;614;731;710;563;564;488;509;594;377;203;61;0.1037;0.1693;0.0818;0.0755;0.1583;0.0786;0.05;0.0363;0.0289;0.0247;0.0294;0.0285;0.0226;0.0227;0.0196;0.0205;0.0239;0.0152;0.0082;0.0025
2;1;B35-B49;Mykosen;10804;10.5568;13.0906;245;132;88;74;140;155;189;203;252;284;469;713;848;990;927;1352;1542;1138;742;321;0.0227;0.0122;0.0081;0.0068;0.013;0.0143;0.0175;0.0188;0.0233;0.0263;0.0434;0.066;0.0785;0.0916;0.0858;0.1251;0.1427;0.1053;0.0687;0.0297
2;1;B50-B64;Protozoenkrankheiten;2871;12.2327;14.2051;17;40;28;69;250;248;212;208;198;218;258;212;184;161;171;167;159;55;16;0;0.0059;0.0139;0.0098;0.024;0.0871;0.0864;0.0738;0.0724;0.069;0.0759;0.0899;0.0738;0.0641;0.0561;0.0596;0.0582;0.0554;0.0192;0.0056;0.00
2;1;B65-B83;Helminthosen;1322;6.2753;8.5265;1;53;136;218;199;102;95;64;66;47;74;45;38;39;41;45;32;19;6;2;0.0008;0.0401;0.1029;0.1649;0.1505;0.0772;0.0719;0.0484;0.0499;0.0356;0.056;0.034;0.0287;0.0295;0.031;0.034;0.0242;0.0144;0.0045;0.0015
2;1;B85-B89;Pedikulose [Läusebefall], Akarinose [Milbenbefall] und sonstiger Parasitenbefall der Haut;2855;3.4053;2.9822;405;366;208;176;475;292;187;112;67;71;54;51;48;36;47;57;76;58;47;22;0.1419;0.1282;0.0729;0.0616;0.1664;0.1023;0.0655;0.0392;0.0235;0.0249;0.0189;0.0179;0.0168;0.0126;0.0165;0.02;0.0266;0.0203;0.0165;0.0077
2;1;B90-B94;Folgezustände von infektiösen und parasitären Krankheiten;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
2;1;B95-B98;Bakterien, Viren und sonstige Infektionserreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
2;1;B99-B99;Sonstige Infektionskrankheiten;34755;6.0087;5.6727;1674;2038;856;493;923;1006;1011;843;818;808;1159;1439;1649;1940;2178;3267;4549;3744;2863;1497;0.0482;0.0586;0.0246;0.0142;0.0266;0.0289;0.0291;0.0243;0.0235;0.0232;0.0333;0.0414;0.0474;0.0558;0.0627;0.094;0.1309;0.1077;0.0824;0.0431
2;1;C00-C14;Bösartige Neubildungen der Lippe, der Mundhöhle und des Pharynx;53940;8.6355;11.6018;8;7;1;12;59;88;154;225;342;977;2857;6879;9649;9960;7777;6556;4863;2151;1020;355;0.0001;0.0001;0;0.0002;0.0011;0.0016;0.0029;0.0042;0.0063;0.0181;0.053;0.1275;0.1789;0.1846;0.1442;0.1215;0.0902;0.0399;0.0189;0.0066
2;1;C15-C26;Bösartige Neubildungen der Verdauungsorgane;315635;9.9281;11.8115;49;207;84;109;148;213;558;1205;2085;4196;10569;19833;29640;38956;42667;53003;58683;32338;15841;5251;0.0002;0.0007;0.0003;0.0003;0.0005;0.0007;0.0018;0.0038;0.0066;0.0133;0.0335;0.0628;0.0939;0.1234;0.1352;0.1679;0.1859;0.1025;0.0502;0.0166
2;1;C30-C39;Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe;211881;7.2909;8.6874;1;23;3;20;45;108;187;289;685;2130;6674;16126;27790;35311;35703;37525;30891;13065;4452;853;0;0.0001;0;0.0001;0.0002;0.0005;0.0009;0.0014;0.0032;0.0101;0.0315;0.0761;0.1312;0.1667;0.1685;0.1771;0.1458;0.0617;0.021;0.004
2;1;C40-C41;Bösartige Neubildungen des Knochens und des Gelenkknorpels;7784;7.9649;10.9716;7;182;410;1010;1181;616;524;333;258;232;302;460;461;371;389;385;351;166;116;30;0.0009;0.0234;0.0527;0.1298;0.1517;0.0791;0.0673;0.0428;0.0331;0.0298;0.0388;0.0591;0.0592;0.0477;0.05;0.0495;0.0451;0.0213;0.0149;0.0039
2;1;C43-C44;Melanom und sonstige bösartige Neubildungen der Haut;97664;4.7703;4.9474;2;3;6;17;61;192;440;641;918;1485;2997;4220;5123;6385;8262;14783;20633;15564;10814;5118;0;0.00;0.0001;0.0002;0.0006;0.002;0.0045;0.0066;0.0094;0.0152;0.0307;0.0432;0.0525;0.0654;0.0846;0.1514;0.2113;0.1594;0.1107;0.0524
2;1;C45-C49;Bösartige Neubildungen des mesothelialen Gewebes und des Weichteilgewebes;26287;8.0136;9.9346;247;949;652;444;489;446;520;528;526;775;1246;1565;2048;2589;2729;3571;3808;2009;853;293;0.0094;0.0361;0.0248;0.0169;0.0186;0.017;0.0198;0.0201;0.02;0.0295;0.0474;0.0595;0.0779;0.0985;0.1038;0.1358;0.1449;0.0764;0.0324;0.0111
2;1;C50-C50;Bösartige Neubildungen der Brustdrüse [Mamma];127093;5.7544;5.6151;0;0;0;0;8;88;530;1882;3468;6622;12758;16982;14500;15596;14420;13469;14358;7462;3681;1269;0;0.00;0;0.00;0.0001;0.0007;0.0042;0.0148;0.0273;0.0521;0.1004;0.1336;0.1141;0.1227;0.1135;0.106;0.113;0.0587;0.029;0.01
2;1;C51-C58;Bösartige Neubildungen der weiblichen Genitalorgane;69243;8.8952;10.349;10;29;11;49;128;208;644;1318;1694;2507;4446;6380;7532;8113;7687;9316;9914;5530;2784;943;0.0001;0.0004;0.0002;0.0007;0.0018;0.003;0.0093;0.019;0.0245;0.0362;0.0642;0.0921;0.1088;0.1172;0.111;0.1345;0.1432;0.0799;0.0402;0.0136
2;1;C60-C63;Bösartige Neubildungen der männlichen Genitalorgane;77021;6.9759;6.519;7;11;14;18;360;1108;1716;1717;1551;1281;1911;3301;5378;8994;11564;15039;12773;6419;3024;835;0.0001;0.0001;0.0002;0.0002;0.0047;0.0144;0.0223;0.0223;0.0201;0.0166;0.0248;0.0429;0.0698;0.1168;0.1501;0.1953;0.1658;0.0833;0.0393;0.0108
2;1;C64-C68;Bösartige Neubildungen der Harnorgane;122947;7.193;8.1863;94;653;333;69;39;36;125;242;471;1148;2940;5831;9441;13206;15195;21217;25056;15903;8491;2457;0.0008;0.0053;0.0027;0.0006;0.0003;0.0003;0.001;0.002;0.0038;0.0093;0.0239;0.0474;0.0768;0.1074;0.1236;0.1726;0.2038;0.1293;0.0691;0.02
2;1;C69-C72;Bösartige Neubildungen des Auges, des Gehirns und sonstiger Teile des Zentralnervensystems;29471;9.6172;11.5812;307;1505;1010;709;501;376;620;768;898;1338;2095;2724;2864;3260;2803;3028;2824;1236;490;115;0.0104;0.0511;0.0343;0.0241;0.017;0.0128;0.021;0.0261;0.0305;0.0454;0.0711;0.0924;0.0972;0.1106;0.0951;0.1027;0.0958;0.0419;0.0166;0.0039
2;1;C73-C75;Bösartige Neubildungen der Schilddrüse und sonstiger endokriner Drüsen;21907;4.6696;6.0499;80;270;181;144;310;605;987;1276;1518;1808;2203;2477;2143;1952;1807;1692;1499;637;244;74;0.0037;0.0123;0.0083;0.0066;0.0142;0.0276;0.0451;0.0582;0.0693;0.0825;0.1006;0.1131;0.0978;0.0891;0.0825;0.0772;0.0684;0.0291;0.0111;0.0034
2;1;C76-C80;Bösartige Neubildungen ungenau bezeichneter, sekundärer und nicht näher bezeichneter Lokalisationen;135599;9.6378;9.9589;17;74;69;67;171;306;555;965;1464;2922;6503;10855;14889;17603;18003;21073;21430;11394;5529;1710;0.0001;0.0005;0.0005;0.0005;0.0013;0.0023;0.0041;0.0071;0.0108;0.0215;0.048;0.0801;0.1098;0.1298;0.1328;0.1554;0.158;0.084;0.0408;0.0126
2;1;C81-C96;Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes, als primär festgestellt oder vermutet;139078;10.3166;13.7752;132;3734;2825;2471;3210;1999;2214;2264;2289;3120;5880;8293;10428;13543;14637;19820;21845;12792;5978;1604;0.0009;0.0268;0.0203;0.0178;0.0231;0.0144;0.0159;0.0163;0.0165;0.0224;0.0423;0.0596;0.075;0.0974;0.1052;0.1425;0.1571;0.092;0.043;0.0115
2;1;C97-C97;Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00
2;1;D00-D09;In-situ-Neubildungen;28464;3.8113;4.9827;0;0;1;0;13;130;726;1042;1279;1556;2287;3623;2726;2931;2970;2996;3202;1819;876;287;0;0.00;0;0.00;0.0005;0.0046;0.0255;0.0366;0.0449;0.0547;0.0803;0.1273;0.0958;0.103;0.1043;0.1053;0.1125;0.0639;0.0308;0.0101
2;1;D10-D36;Gutartige Neubildungen;218898;4.611;5.9685;2978;1619;1450;1975;3442;4297;6178;8480;11986;19852;30594;26558;19012;17672;16193;17533;17224;8020;3062;773;0.0136;0.0074;0.0066;0.009;0.0157;0.0196;0.0282;0.0387;0.0548;0.0907;0.1398;0.1213;0.0869;0.0807;0.074;0.0801;0.0787;0.0366;0.014;0.0035
2;1;D37-D48;Neubildungen unsicheren oder unbekannten Verhaltens;90542;5.8169;7.7664;287;464;423;621;690;801;1063;1272;1650;2286;4005;6055;7565;8701;9287;12399;14719;9989;5916;2349;0.0032;0.0051;0.0047;0.0069;0.0076;0.0088;0.0117;0.014;0.0182;0.0252;0.0442;0.0669;0.0836;0.0961;0.1026;0.1369;0.1626;0.1103;0.0653;0.0259
2;1;D50-D53;Alimentäre Anämien;48086;6.2479;4.9386;129;250;66;247;564;491;452;586;809;1160;1699;1771;1868;2481;3301;5033;8280;8091;6838;3970;0.0027;0.0052;0.0014;0.0051;0.0117;0.0102;0.0094;0.0122;0.0168;0.0241;0.0353;0.0368;0.0388;0.0516;0.0686;0.1047;0.1722;0.1683;0.1422;0.0826
2;1;D55-D59;Hämolytische Anämien;6537;7.1387;9.3517;160;528;631;613;591;457;269;221;201;148;176;174;199;231;257;374;525;434;253;95;0.0245;0.0808;0.0965;0.0938;0.0904;0.0699;0.0412;0.0338;0.0307;0.0226;0.0269;0.0266;0.0304;0.0353;0.0393;0.0572;0.0803;0.0664;0.0387;0.0145
2;1;D60-D64;Aplastische und sonstige Anämien;34044;6.1514;6.7227;192;448;278;260;232;189;207;252;300;411;735;1154;1477;2140;2457;3964;5963;5603;4738;3044;0.0056;0.0132;0.0082;0.0076;0.0068;0.0056;0.0061;0.0074;0.0088;0.0121;0.0216;0.0339;0.0434;0.0629;0.0722;0.1164;0.1752;0.1646;0.1392;0.0894
2;1;D65-D69;Koagulopathien, Purpura und sonstige hämorrhagische Diathesen;23039;6.6709;7.3756;246;1544;1580;632;526;360;346;345;325;345;529;764;943;1218;1433;2256;3526;3113;2140;868;0.0107;0.067;0.0686;0.0274;0.0228;0.0156;0.015;0.015;0.0141;0.015;0.023;0.0332;0.0409;0.0529;0.0622;0.0979;0.153;0.1351;0.0929;0.0377
2;1;D70-D77;Sonstige Krankheiten des Blutes und der blutbildenden Organe;9660;7.1845;8.8221;147;176;88;125;225;199;219;281;271;338;572;756;921;1074;1024;1268;1160;532;228;56;0.0152;0.0182;0.0091;0.0129;0.0233;0.0206;0.0227;0.0291;0.0281;0.035;0.0592;0.0783;0.0953;0.1112;0.106;0.1313;0.1201;0.0551;0.0236;0.0058
2;1;D80-D90;Bestimmte Störungen mit Beteiligung des Immunsystems;11753;5.9055;8.4371;96;203;117;198;276;261;660;760;821;982;1273;1455;1178;956;715;733;700;260;97;12;0.0082;0.0173;0.01;0.0168;0.0235;0.0222;0.0562;0.0647;0.0699;0.0836;0.1083;0.1238;0.1002;0.0813;0.0608;0.0624;0.0596;0.0221;0.0083;0.001
2;1;E00-E07;Krankheiten der Schilddrüse;90558;3.9006;3.185;115;32;64;217;599;1126;2123;3370;4919;6744;10299;12282;10896;9957;8689;7976;6633;3052;1159;306;0.0013;0.0004;0.0007;0.0024;0.0066;0.0124;0.0234;0.0372;0.0543;0.0745;0.1137;0.1356;0.1203;0.11;0.0959;0.0881;0.0732;0.0337;0.0128;0.0034
2;1;E10-E14;Diabetes mellitus;206918;10.1204;10.379;26;939;2736;6101;4992;3305;3214;3446;3845;5389;8914;13027;15795;18145;18946;22796;31227;23529;14456;6090;0.0001;0.0045;0.0132;0.0295;0.0241;0.016;0.0155;0.0167;0.0186;0.026;0.0431;0.063;0.0763;0.0877;0.0916;0.1102;0.1509;0.1137;0.0699;0.0294
